Player,Tier,Team,GP,W,L,bc_name,bc_games,shooting_pct,score,boost_per_min,avg_boost,boost_stolen,pct_zero_boost,avg_speed,pct_supersonic,pct_high_air,dist_to_ball,pct_offensive_third,demos_inflicted,demos_taken,win_pct
CKNFanboy67,Veteran,Makos,32,19,13,CKNfanboy67,32,33.319804874999996,399.28125,382.53400125,47.615527,459.4375,12.640211500000001,1524.0684625,12.813729062499998,4.4237932875,2929.3963249999997,21.986694749999998,0.78125,1.34375,0.59375
stuckonthex,Challenger,Hydras,32,25,7,stuckonthex,32,31.313166374999998,398.21875,365.89577625000004,50.31046537499999,504.6875,9.049489825,1510.3718374999999,10.9159909375,3.2424278125000003,3129.8962,21.803061500000002,0.40625,0.8125,0.78125
Dmxtt.,Elite,Basilisks,32,20,12,dmxtt.,32,36.853632625,398.15625,362.35450499999996,48.382951250000005,538.03125,10.378207062500001,1511.0044249999999,12.5916,5.9167918375,3022.4545125,22.20580175,0.65625,0.9375,0.625
Nika,Premier,Cerberus,32,11,21,Nika,32,23.506944125,396.46875,437.19377625000004,50.33618324999999,543.0625,11.149140937499999,1571.4853999999998,19.221605250000003,6.3342985,2687.5200125,20.6438065,0.78125,1.28125,0.34375
GeneralLeigh91,Contender,Zorillas,31,20,11,GeneralLeigh91,31,42.321512000000006,408.4838716129032,341.8876774193548,49.79689109677419,400.00000064516126,8.964554838709677,1466.8173000000002,9.490647574193549,1.5405320045161288,3047.8750516129035,19.720393032258066,1.0967741941935485,1.0322580677419355,0.6451612903225806
DarkOnDisplayRW7,Rival,Hippos,32,16,16,DarkOnDisplayRW7,32,29.890872875,395.0625,445.5076225,56.9024235,677.3125,8.869343162499998,1598.4881999999998,19.955469,3.4955741375000007,3100.7121,21.000473375000002,1.65625,0.875,0.5
KAYO,Veteran,Middy Meowers,31,17,14,KAYO,12,39.54933933333333,343.25,416.99739,48.63235566666666,708.75,11.437225666666668,1536.1199,15.434079833333334,5.121710466666666,2757.910633333333,22.63057566666667,0.9166666666666666,0.75,0.5483870967741935
Free.,Challenger,All On Black,31,19,12,Free.,31,41.052424,404.0967741935484,428.3213051612903,49.45032174193549,581.9354870967741,13.845577096774194,1500.6370645161292,11.277343258064516,4.185222070967742,3137.0155,23.631336193548385,0.9354838716129033,0.9032258096774194,0.6129032258064516
Stonewall,Elite,Frame Skips,32,18,14,Stonewall,32,26.675650499999996,391.3125,394.1605575,45.2783015,540.6875,15.634751000000001,1439.6661125,9.195678500000001,4.40167445,3146.787475,19.966669625,1.3125,1.09375,0.5625
Foam,Master,Glacier Mint,32,19,13,Foam,32,24.0469945,391.21875,415.87031625,45.44431300000001,525.71875,12.147882999999998,1587.264375,17.4722945,7.16514725,2887.4851624999997,21.948578250000004,0.9375,0.9375,0.59375
