Player,Tier,Team,GP,W,L,bc_name,bc_games,shooting_pct,score,boost_per_min,avg_boost,boost_stolen,pct_zero_boost,avg_speed,pct_supersonic,pct_high_air,dist_to_ball,pct_offensive_third,demos_inflicted,demos_taken,win_pct
Tropicalshortsba,Veteran,Giant Squids,32,14,18,Tropicalshortsba,32,22.227792125,325.125,409.82034,52.73888925,437.4375,9.697725225000001,1510.418475,15.659650124999997,5.0070757,2861.7626875,17.37442375,0.8125,1.15625,0.4375
hydrosin.,Premier,Long Beards,24,19,5,hydrosin.,24,35.4239315,433.2916666666667,468.37516,55.990379,765.0416666666666,9.907243833333334,1627.5133166666667,23.075936666666664,6.517513549999999,2764.1756333333337,23.094917166666665,0.9583333333333334,1.0,0.7916666666666666
PoupSoup,Rival,Howlers,28,18,10,PoupSoup,28,27.805878142857143,371.2142857142857,381.11265714285713,51.060916000000006,614.2857142857143,9.933808857142855,1470.0506,9.758445,3.4844625571428574,2972.9303857142854,21.427913142857143,0.7857142857142857,0.75,0.6428571428571429
R0cket,Master,Lemurs,24,10,14,R0cket,24,32.60709225,432.29166583333335,435.85320875,47.13488425,659.3333291666667,16.272942,1599.8473916666665,18.25123725,5.846575254166666,2892.9910041666662,23.71034345833333,1.3750000083333334,1.1250000041666668,0.4166666666666667
GeneralZippy,Premier,Super Clusters,31,17,14,GeneralZippy,31,24.852996129032256,334.16128967741935,355.6822467741935,48.98130680645161,406.32258,8.752976741935484,1493.6260387096775,11.708104225806451,5.8306429064516125,2936.7516967741935,20.753887129032258,0.5806451612903226,1.0322580677419355,0.5483870967741935
Sly,Challenger,Threshers,28,12,16,Sly,28,29.12337657142857,369.89285714285717,349.9547471428572,50.863787428571435,437.57142857142856,8.515865842857142,1490.2575857142858,10.531139214285714,4.225369657142857,2957.5646571428574,20.391816000000002,0.39285714285714285,1.1071428571428572,0.42857142857142855
AraticRL.,Rival,Genasi,24,14,10,AraticRL.,24,32.58814116666667,431.2083375,406.62355375,58.25937274999999,493.0833258333334,7.549574704166666,1501.3373250000002,11.979287333333332,4.723613841666666,2970.0668375,18.319998875,0.6666666733333333,0.875,0.5833333333333334
ASAPxLEG,Amateur,Dik-diks,32,19,13,ASAPxLEG,32,36.32440425,322.9375,320.02609625,55.28621925,446.75,8.424457087499999,1427.32515,10.3087621875,2.5602949,3312.9615999999996,20.798076624999997,1.375,0.96875,0.59375
Arana5418,Contender,FA,32,8,24,Arana5418,31,28.866331161290322,324.5806451612903,290.73926677419354,53.03199148387097,336.54838645161294,5.2829577806451615,1453.6184387096775,10.388813741935484,2.631481609677419,2983.1829290322585,17.82692258064516,0.25806451677419356,0.8064516129032258,0.25
BlueFlre,Challenger,Corals,30,14,16,BlueFlre,30,23.868353533333334,344.1666666666667,366.454506,42.98138846666667,445.1666666666667,15.4905248,1413.09782,9.638589133333335,3.308559586666667,3049.0719,20.203073933333332,0.5666666666666667,0.9,0.4666666666666667
Primed,Prospect,Principales,25,16,9,Primed,25,37.8064944,412.75999920000004,338.62278039999995,42.73755496,538.32,14.09071968,1422.0509359999999,7.8765262080000005,3.430012672,2855.3244280000004,19.959179279999997,0.919999992,0.9600000008,0.64
ZombZombs,Elite,Black-Holes,28,18,10,ZombZombs,28,32.945387571428576,368.5,407.34360428571426,50.509594,655.2142857142857,9.570618614285715,1565.239942857143,15.009963999999998,4.665114285714286,2900.5548285714285,21.585876428571428,2.107142857142857,0.7857142857142857,0.6428571428571429
xr.,Prospect,Blacktips,31,18,13,xr.,31,35.76127177419355,332.74193612903224,395.89809516129037,49.87502161290323,577.0967748387096,9.88902977419355,1561.200693548387,12.158181967741934,3.4390795193548387,3124.7219903225805,20.458990354838708,0.6129032258064516,0.7419354870967743,0.5806451612903226
MrSilent_714,Prospect,Roly Polies,29,17,12,MrSilent_714,29,30.238095379310344,355.5862062068966,394.90134655172415,49.380919896551724,593.862068275862,12.956369,1476.3640310344827,11.329700793103449,4.24432815862069,3051.102482758621,26.11935024137931,0.8620689689655173,0.9655172413793104,0.5862068965517241
SRSExKAOS,Challenger,Insider Traders,27,18,9,SRSExKAOS,27,30.59483703703704,380.85185185185185,369.3159792592592,49.49962796296296,450.6666666666667,12.00623137037037,1464.0762592592591,10.354539962962964,3.820052407407408,3271.3811851851847,17.934133055555556,1.0,0.9259259259259259,0.6666666666666666
Lil Windex,Elite,Black Widows,32,12,20,Lil Windex,32,21.5642168125,321.25,470.60457625,49.850233,708.53125,11.718665374999999,1630.5487249999999,20.921511875,5.695181037500001,3073.0229375,21.317684,1.34375,1.15625,0.375
Keso-_-_-,Contender,Kodiak Bears,28,21,7,Keso-_-_-,28,29.411065,365.89285714285717,433.3704357142857,45.67185485714286,495.64285714285717,19.531684000000002,1531.3334714285716,13.227061857142859,4.0161592285714285,3183.5286,20.73166657142857,0.9642857142857143,1.1428571428571428,0.75
Xcalibur9659,Prospect,Blacksmiths,29,18,11,Xcalibur9659,29,42.00205944827586,353.0,299.14648275862066,57.41097341379311,474.7586206896552,5.404460868965517,1427.127531034483,7.42477682413793,3.9106133999999995,3046.243751724138,19.02027179310345,1.5862068965517242,0.6551724137931034,0.6206896551724138
Glint,Rival,Mining Legion,28,18,10,Glint,28,31.64889,365.17857142857144,358.87997428571424,49.777086,512.5714285714286,9.823160142857143,1524.8442,12.028091571428572,4.351870214285715,3333.8093,22.439862,0.9642857142857143,0.6071428571428571,0.6428571428571429
Cloudburst,Elite,Orochi,28,16,12,Cloudburst,32,30.772144187499997,368.78125,418.7132925000001,49.90509,552.75,12.8010525,1545.0493999999999,16.71500275,5.5958681625,2999.0729,18.79281075,1.0,1.4375,0.5714285714285714
tankersrul,Challenger,Stingrays,24,10,14,Tankersrul,24,53.472221999999995,425.0833333333333,334.56114833333334,48.20869266666667,466.1666666666667,10.222307233333332,1469.5819166666668,12.139397666666667,4.195029383333334,2708.831133333333,21.266873166666667,0.625,1.0,0.4166666666666667
Flame_RL10,Veteran,Dragonborn,25,7,18,Flame_rl10,25,44.41647184000001,407.88,438.3608928,52.507802080000005,502.24,9.70464192,1563.400672,15.892468079999999,4.939387596,2658.2504320000003,20.36324976,1.48,1.64,0.28
Wavy,Veteran,Werewolves,31,12,19,Wavy,32,24.56560878125,325.656250625,423.7253153125,46.8938105,564.90625,13.428289859375,1496.8309093750001,11.723565062499999,4.4941843,2958.75676875,19.911433343750005,1.281250003125,0.96875,0.3870967741935484
FrostyBrew,Veteran,Pushwalkers,27,15,12,FrostyBrew,27,44.01154344444444,377.4074074074074,381.20420703703707,54.17966537037037,538.5555592592593,7.536342007407407,1591.3799666666664,16.33188088888889,4.574319355555555,3269.4197925925923,18.650084777777778,1.4074074148148148,0.8888888814814815,0.5555555555555556
Kingtutt97,Challenger,Flailers,32,14,18,Kingtutt97,32,25.77380925,318.125,356.60045125,52.09535825,410.59375,9.0675950375,1508.245875,16.628719625,3.6104911625,3310.9866,18.569792,1.25,1.125,0.4375
Aroomba.,Elite,Forge Defenders,24,20,4,Aroomba.,24,40.439004833333335,423.7916666666667,344.45333666666664,52.29470233333333,491.2083333333333,6.8032644666666675,1525.6504166666666,9.340169866666667,3.3482657833333334,2697.750633333333,23.95485533333333,0.875,1.0,0.8333333333333334
Slvr.,Master,Glacier Mint,28,19,9,Slvr.,28,25.96638642857143,363.07142857142856,423.93760000000003,47.94810414285713,601.8214285714286,12.012969428571429,1593.3053285714284,18.49390385714286,4.988698485714286,3002.803628571429,21.200687857142857,1.75,1.7857142857142858,0.6785714285714286
Nitro,Veteran,Mosaic Maestros,25,11,14,Nitro,32,29.400822499999997,413.875,375.88251625,52.892230874999996,479.71875,5.8143486125,1543.8156625,13.472113750000002,3.6808831124999997,2951.7897625,18.342001500000002,0.71875,0.9375,0.44
leaf.,Rival,Hue Heroes,27,15,12,leaf.,26,34.578754461538466,381.1538469230769,332.9132823076924,51.48073057692307,437.84615384615387,9.537069038461537,1471.3256692307693,9.319380415384614,3.924814723076923,3071.034307692308,20.407329346153844,0.8076923153846154,1.1538461538461537,0.5555555555555556
IrisReasoning,Contender,Eladrin,30,17,13,IrisReasoning,30,28.6180488,338.3333333333333,315.84130666666664,44.623054933333336,346.2,11.982631,1414.0074399999999,9.815923466666668,2.9814043000000003,2930.0567066666667,20.250637599999997,0.5666666666666667,0.5333333333333333,0.5666666666666667
HalfieHour,Challenger,Insider Traders,31,21,10,HalfieHour,31,35.770609096774194,327.0322587096774,299.23969161290324,50.37770945161291,472.7741929032258,8.213323058064518,1354.339890322581,5.139938474193548,2.652151519354839,2880.9375032258063,23.806642645161286,0.4838709709677419,0.9999999935483871,0.6774193548387096
The-JDViirus,Veteran,Drunken Dwarfs,28,22,6,The-JDViirus,28,28.903433,362.0357142857143,434.7970742857143,52.43272042857143,608.8571428571429,12.350096857142859,1549.846857142857,14.317943714285715,5.7919927285714286,2916.353514285714,23.398410714285713,1.1785714285714286,1.1785714285714286,0.7857142857142857
gravy-_-is tired,Prospect,Diamondback,29,12,17,gravy-_-is tired,29,28.306980310344827,348.9310351724138,375.93502758620696,50.018014379310344,452.9310348275862,10.77090024137931,1497.2814896551722,12.682931551724137,5.252575562068966,2771.960779310345,19.643095310344826,0.7931034620689655,1.1379310379310343,0.41379310344827586
DJDancingDuckGif,Master,FA,24,15,9,DJDancingDuckGIF,24,35.62409816666666,421.5833333333333,373.23887833333333,49.659024666666674,472.5,10.783437833333332,1560.4787333333334,12.8354285,5.298974566666667,3060.8074,20.017248833333337,0.7916666666666666,1.3333333333333333,0.625
DrSkimMilk,Rival,Gaboons,30,15,15,DrSkimMilk,30,24.972222233333333,337.2333326666667,345.9517073333334,46.94592786666667,438.7999933333333,12.067418966666668,1402.1306966666666,7.766051346666668,3.72221174,3084.1135,18.674519866666667,0.5333333333333333,1.3000000066666668,0.5
snugcore,Master,Eastern Brown,29,11,18,snugcore,29,31.981390517241376,348.41379241379315,419.97650000000004,49.58340924137931,568.4137931034483,10.831836413793102,1512.5815655172416,15.007442275862068,6.577778293103448,2934.259089655172,19.830552172413793,0.6551724137931034,1.1724137931034482,0.3793103448275862
Hoodie,Rival,Tax Evaders,26,10,16,hoodie,26,37.433976,388.46153846153845,413.54985076923083,50.81369661538462,599.5384615384615,11.589077461538462,1542.7513923076924,15.08905269230769,4.711677438461539,3125.7464153846154,21.42684746153846,1.1538461538461537,1.0384615384615385,0.38461538461538464
Navik,Master,Diplomats,32,12,20,Navik,32,28.598484374999998,315.46875,460.9638187500001,47.910884,817.21875,11.816901625,1608.1675875,16.695797437499998,4.9044489250000005,2901.1105375,23.956727,1.5625,1.5,0.375
Cryptt.,Premier,Double Mint,28,6,22,Cryptt.,28,44.23314785714287,360.4642857142857,399.5397285714286,52.45203171428572,510.7142857142857,7.708041700000002,1560.6141857142854,15.065317142857142,5.230209971428572,3085.742142857143,19.92848442857143,0.4642857142857143,1.4642857142857142,0.21428571428571427
GreatHonda,Veteran,Tummy Tables,27,17,10,GreatHonda,27,32.50440962962963,373.11111185185183,338.5584711111111,47.86617651851852,510.70370222222226,10.69950877777778,1467.3588555555555,9.770243777777777,4.255191792592593,3177.299292592593,23.658013185185187,1.1111111185185185,1.1851851814814816,0.6296296296296297
LEBRON JAMES,Veteran,Dogfight,26,13,13,LEBRON JAMES,26,39.210233384615385,386.73076461538466,392.1552369230769,52.399197692307695,411.80769153846154,10.846560892307691,1529.295823076923,13.043841365384619,4.6474329615384615,2862.9595307692307,21.22061065384615,0.8461538476923078,1.076923073076923,0.5
Kwispay,Veteran,Blackjack,28,8,20,Kwispay,28,32.51700628571429,358.89285714285717,369.5047828571428,48.02643442857142,496.82142857142856,14.420848428571428,1496.730142857143,14.355893999999997,4.003859285714285,2689.4760428571426,21.884746285714282,0.5,1.1428571428571428,0.2857142857142857
Minjaaa,Prospect,Hawaiian Pizza,29,12,17,Minjaaa,29,30.041050827586208,346.17241344827585,330.72212586206894,52.81519127586207,658.9310344827586,8.478555137931036,1501.4379,10.158974344827586,4.2890729,3123.3881034482756,24.10600834482759,1.4137930903448275,0.7241379386206895,0.41379310344827586
Oghma,Premier,Lords,28,18,10,Oghma,28,27.38119,358.2857142857143,456.0099457142857,47.107853,758.3214285714286,11.984274142857146,1605.1244000000002,17.864920285714287,3.7242461857142857,2890.4638428571425,24.158979999999996,1.1428571428571428,1.25,0.6428571428571429
4SkillSemiFound,Veteran,Dread,28,13,15,4SkillSemiFound,28,44.71643171428571,358.07142857142856,406.4862642857143,52.174365,605.7142857142857,8.91785842857143,1512.183414285714,15.590392285714287,4.113935357142857,3039.414228571429,21.782525,0.6785714285714286,0.8214285714285714,0.4642857142857143
DJ L1T,Contender,Hognose,30,10,20,DJ L1T,30,31.9113757,333.8999996666667,381.3351646666667,44.885090766666664,449.66666999999995,14.339540533333333,1502.8612566666666,11.249604066666667,3.0961915999999996,2949.9042866666664,20.125081,0.7000000033333333,0.9666666766666666,0.3333333333333333
n00bpr0n,Contender,Squeaky Bandits,32,8,24,n00bpr0n,32,33.506944374999996,311.5625,285.24903,53.67934225,376.46875,8.113984675000001,1422.6275625,8.537807662499999,2.8182612875,3023.8101625,17.987598124999998,0.84375,0.65625,0.25
Ghostie,Rival,Demo Chasers,29,15,14,Ghostie,29,29.72380048275862,343.6896551724138,378.16469689655173,52.33882027586207,433.65516896551725,8.59273285862069,1506.9658793103445,12.293934379310345,5.448233213793104,2927.0717310344826,20.10654020689655,1.5172413862068965,0.6551724144827586,0.5172413793103449
Gray,Elite,Sloths,27,13,14,Gray,31,37.79195683870967,365.7096770967742,377.4751329032258,48.50282061290322,518.4193580645161,10.942382661290322,1533.1505741935482,12.101089032258066,4.991437719354839,3038.8344451612907,19.75351032258064,1.032258064516129,1.2903225870967743,0.48148148148148145
LilPrsnWithAnger,Challenger,Hydras,28,22,6,LilPrsnWithAnger,28,31.77536757142857,355.5357142857143,259.0238171428571,57.57195785714286,456.7142857142857,3.708627085714286,1460.3993714285716,7.488190714285715,3.8668518571428576,3103.7082,23.551378857142858,1.2142857142857142,0.9642857142857143,0.7857142857142857
Trickter02,Master,Blackbirds,28,14,14,Trickter02,28,24.793301714285715,354.5357142857143,460.6050971428572,48.639866999999995,629.4285714285714,12.651679857142856,1592.3904142857143,17.636748,6.1839540571428575,3005.2743285714287,21.324483142857144,1.5714285714285714,1.25,0.5
Burrito,Veteran,Double Commit,29,13,16,Burrito,30,29.6666672,335.8666666666667,353.4602013333333,48.260341733333334,414.6,9.685281706666666,1514.32622,11.0089454,4.860098586666667,3238.3555033333328,18.7473031,0.53333334,1.4666666733333333,0.4482758620689655
SirChaka1,Veteran,Drunken Dwarfs,25,18,7,SirChaka1,25,30.93744112,395.32,371.3202048,49.527513719999995,496.28,9.286155512,1511.5322879999999,11.69494412,4.628027596,2917.582992,22.19016544,1.0,0.68,0.72
Calicat01,Challenger,Decuriones,31,12,19,Calicat01,31,24.841185677419357,318.4516129032258,271.77700741935485,51.435238064516135,347.12903161290325,4.666091532258064,1365.6406838709677,6.553799341935483,2.8846450387096776,3087.921790322581,19.573028290322583,0.5483870974193549,1.1612903258064518,0.3870967741935484
The_Cletus,Prospect,Dark Matter,31,15,16,The_Cletus,31,27.721847999999998,317.48387096774195,378.2781174193549,50.693723645161285,550.3548393548386,11.552664774193548,1554.117551612903,14.621278838709678,4.397903574193548,3116.669251612903,21.780194290322584,1.2903225870967743,1.0000000064516128,0.4838709677419355
spite,Rival,Gaboons,26,14,12,spite,26,42.788061923076924,377.6153861538461,385.7153876923077,47.3523951923077,491.84615230769236,12.108062096153844,1543.7216961538466,14.22160653846154,4.737721826923077,2974.7003269230772,19.791423,1.4230769307692308,1.2307692230769232,0.5384615384615384
Seishir0_Nagii,Rival,Quads,23,14,9,Seishir0_Nagii,23,31.630210173913046,426.6521730434783,413.29542347826083,53.25872573913043,610.0434869565219,9.409394456521737,1572.2396608695651,17.66848604347826,5.359832643478262,2855.015113043479,22.852976521739127,1.0869565226086957,1.2608695608695653,0.6086956521739131
KTVerse,Prospect,Dark Matter,24,11,13,KTVerse,24,39.85271666666666,408.7916666666667,417.7148366666667,50.22808949999999,488.0416666666667,13.488000749999998,1567.3687666666667,14.856328333333332,3.4124610000000004,3180.3868166666666,20.832165333333332,1.25,0.625,0.4583333333333333
Skep._.,Master,Aces,26,13,13,Skep._.,24,25.833333,375.9583333333333,442.6364366666667,45.30961083333333,600.7083333333334,16.023349916666664,1533.506,17.7643715,6.3772225166666665,2748.9696333333336,21.968651166666664,0.875,1.0833333333333333,0.5
GamerNamedLouis,Challenger,Warbirds,28,23,5,GamerNamedLouis,29,32.96760693103448,346.9310351724138,361.6651903448275,49.60856489655173,455.82758620689657,12.087590448275861,1516.0839310344827,12.803815206896553,4.714970606896552,3372.664472413793,20.581372896551724,0.7586206931034483,0.689655175862069,0.8214285714285714
Donkeh .,Rival,Polar Bears,28,15,13,Donkeh .,27,23.213515259259257,345.4814807407408,405.90670111111115,50.77604503703703,549.0740703703704,10.068944725925927,1472.2898148148147,10.821181962962964,4.937518144444446,3039.544185185185,20.20079548148148,1.2962963037037039,0.9259259259259259,0.5357142857142857
Melted,Master,Aces,28,13,15,Melted,28,23.63636342857143,349.0,359.74556571428565,47.951185571428574,559.1071428571429,12.566524428571428,1510.6682785714286,12.930933285714287,5.0746630714285725,2790.853678571428,21.838226142857142,1.4285714285714286,1.0,0.4642857142857143
TheAngryTryhard,Elite,Raptors,31,12,19,TheAngryTryhard,31,24.408602516129033,315.0645164516129,399.3279270967742,47.59907493548387,516.1290322580645,12.852476870967742,1531.656264516129,13.853365419354837,4.334608129032258,2975.203458064516,18.32623529032258,0.8709677419354839,0.967741935483871,0.3870967741935484
DyLon777,Prospect,Hostile Takeover,32,21,11,DyLon777,32,36.7882115,304.84375,360.09287125000003,48.946439000000005,505.78125,10.761957250000002,1478.3693,11.010190812500001,5.224037974999999,3182.9936125,21.419326875,1.15625,1.0625,0.65625
RiisenJT,Challenger,Stingrays,25,11,14,RiisenJT,25,24.16061552,389.72,466.5324736,46.38597967999999,475.52,20.585611240000002,1531.7523680000002,14.9755538,4.660257748,2966.387328,21.242387919999995,0.8,0.88,0.44
ienvy murph,Amateur,Ball Chasers,32,12,20,IenVy murph,32,31.078296625,304.3125,296.68455,53.864929499999995,436.125,11.3267241625,1389.4034,6.902472287499999,3.52231375,2957.7084999999997,20.773044249999998,0.34375,0.5625,0.375
S horty,Contender,Helldivers,26,11,15,S horty,26,39.63536492307692,374.03846000000004,387.8926015384616,53.06558807692307,479.38461615384614,10.106737173076924,1483.5551576923076,11.191273346153846,2.3486901384615386,2980.3087615384616,22.201139999999995,0.9230769192307692,1.0384615392307692,0.4230769230769231
N0TTopmarx,Challenger,FA,24,12,12,N0TTopmarx,24,31.441290166666665,404.4583333333333,386.60690999999997,52.976777500000004,586.2916666666666,7.883259550000001,1572.8238,16.198562,4.615825399999999,3083.96135,20.876127666666665,1.5833333333333333,1.0833333333333333,0.5
lowcortisol lurx,Veteran,Tummy Tables,23,14,9,lowcortisol lurx,23,36.30620573913043,421.5652182608695,461.1236165217391,51.50607443478261,680.8695608695652,12.335877826086957,1549.2062999999998,14.264037434782608,5.856696213043478,2647.9040869565215,25.76062152173913,1.173913043478261,1.173913047826087,0.6086956521739131
Ary,Rival,Jets,24,14,10,Ary,24,37.800624500000005,403.875,385.857845,44.78590450000001,465.4583333333333,10.470180533333334,1473.33,10.763643833333333,3.738800466666666,2752.6426666666666,20.308220000000002,0.7083333333333334,1.75,0.5833333333333334
DoorTK,Premier,Capybaras,30,13,17,DoorTK,30,44.251525900000004,323.10000099999996,384.7191186666667,44.51954966666667,524.066666,12.165833633333333,1599.0815900000002,15.220778033333337,5.1385944666666665,2833.6646166666665,20.433851633333333,2.13333333,0.8666666666666667,0.43333333333333335
Agios MaIakas,Challenger,Dustwalkers,31,13,18,Agios MaIakas,31,24.00731851612903,311.83871032258065,358.4362822580645,54.49845735483871,508.80645161290323,6.999824041935484,1434.2160483870966,11.415143548387096,2.991054193548387,3090.483374193548,20.076970129032258,1.8064516161290323,1.3225806451612903,0.41935483870967744
C-Loupe,Master,Battle Masters,24,15,9,C-Loupe,24,33.2439785,401.9166666666667,469.59148666666664,48.887363,567.1666666666666,16.895872333333333,1595.4202166666666,18.898360666666665,4.300074116666667,3086.8306,18.523462499999997,0.875,0.75,0.625
Kos,Elite,Kings,28,12,16,Kos,28,33.09523828571429,343.39285714285717,413.42529142857137,45.774362857142854,467.85714285714283,14.588597285714284,1515.4644285714287,16.270633428571433,5.985335614285714,2692.0923142857146,20.698640500000003,1.5,1.5,0.42857142857142855
SlmRnchr,Veteran,Cannoli,27,19,8,SlmRnchr,27,39.50617303703704,356.0,307.00966518518516,49.496798740740736,447.4814807407408,6.977544255555555,1429.2001,8.574310037037037,4.766849666666666,2919.334629629629,21.640739777777778,0.6666666666666666,0.8518518592592592,0.7037037037037037
lone wolf,Prospect,Tanuki,28,17,11,lone wolf,28,22.672317357142855,342.60714285714283,281.9372557142857,51.09259171428571,444.9642828571428,7.412013089285715,1411.7001357142856,7.187030735714286,2.4817673392857142,3038.2019321428575,21.795557178571425,0.6071428642857143,1.1071428571428572,0.6071428571428571
Chaddy,Rival,Barracudas,28,12,16,Chaddy,28,21.987427571428572,342.5357142857143,439.0555371428572,49.12273271428571,551.3928571428571,12.241499571428573,1565.3478714285716,13.929805428571429,5.155976042857142,2772.4705571428567,19.671244857142856,0.6071428571428571,1.1428571428571428,0.42857142857142855
Classy,Elite,Menthol,28,9,19,Classy,28,26.780045285714284,342.5,355.1292528571429,52.85567814285714,497.82142857142856,11.270035142857141,1508.752042857143,12.142254500000002,4.612848928571429,2728.832042857143,21.29533471428572,1.1785714285714286,1.1785714285714286,0.32142857142857145
bradyK-,Elite,Great Whites,26,14,12,bradyK-,26,27.011833846153845,368.61538461538464,399.4609923076923,50.693472923076925,530.8846153846154,13.455759346153846,1580.8693076923078,17.95766826923077,6.237432730769232,3057.1415692307687,21.577394115384614,0.6153846153846154,0.8076923076923077,0.5384615384615384
Drippin_Ice1,Prospect,Okapis,31,9,22,Drippin_Ice1,31,33.160638322580645,308.9677412903226,330.1269890322581,56.7439604516129,455.0,6.453322993548388,1504.780651612903,10.658631903225805,3.1739746741935484,2949.2235354838717,19.146418032258065,0.45161290322580644,0.6774193548387096,0.2903225806451613
Curlss-,Challenger,Meat Lovers,26,13,13,Curlss-,26,30.196886576923074,368.23076884615386,359.5536823076923,43.14620565384616,410.0384646153846,13.460773538461536,1513.0661269230768,10.470639769230768,3.308494146153847,2680.0343999999996,20.314506846153847,0.9615384692307691,1.4230769276923074,0.5
Secretariat,Elite,Fire,26,11,15,Secretariat,22,26.033057818181817,351.7727277272727,466.61773136363644,47.159550090909086,729.0909090909091,16.827032272727276,1630.74165,20.300825545454547,6.0690092,2948.391431818182,23.463948181818182,1.8636363681818182,1.0000000045454547,0.4230769230769231
Kayo04,Rival,Jets,26,10,16,Kayo04,26,39.550450769230764,366.53846153846155,350.5316930769231,45.16377396153845,429.0000015384615,11.577145423076924,1462.4083038461538,10.507233653846155,3.1036766730769227,3118.874253846154,21.07249426923077,0.96153847,1.1923076923076923,0.38461538461538464
Laguna,Rival,Hot Wings,27,19,8,Laguna,27,41.846241481481485,352.11111000000005,324.5111166666666,53.35618281481481,585.0740733333333,7.427849674074074,1459.2228259259257,8.146225399999999,3.3793527333333326,3042.918088888889,22.95373288888889,2.222222237037037,0.7777777888888889,0.7037037037037037
Korrello,Contender,Whiff Shots,25,11,14,Korrello,25,38.54511548,380.03999840000006,339.77514400000007,50.930815519999996,440.04,11.029902872000001,1457.497144,9.927092152,3.0171644,3219.4266400000006,19.923234320000002,0.8400000159999998,0.6000000016,0.44
Gizmo,Elite,Black Widows,29,11,18,Gizmo,29,19.03667206896552,327.2413796551724,376.73446034482765,49.860584103448275,479.86207379310343,10.578994862068967,1537.6801,15.405355862068966,6.822055417241379,2847.9404551724137,19.151155551724138,1.0000000034482759,0.9655172482758622,0.3793103448275862
Alpha Dingo,Challenger,Corals,28,15,13,Alpha Dingo,28,33.01973907142857,338.78571464285716,370.5502028571429,52.46366332142857,482.82143214285713,9.673704928571428,1502.010303571429,11.842937928571429,5.06444322142857,3060.546285714285,20.815335178571427,1.214285717857143,0.9285714292857143,0.5357142857142857
Danub,Rival,Wind,31,13,18,Danub,31,24.08229767741935,305.8387093548387,416.23405677419356,46.34450335483871,562.9677387096775,18.126891612903226,1547.742193548387,15.903740322580644,4.359995690322581,2819.371974193548,20.82381858064516,0.8709677419354839,0.6774193580645161,0.41935483870967744
Irishhhh,Veteran,Hue Heroes,28,16,12,Irishhhh,27,24.69135777777777,343.4814822222222,353.9404488888889,51.406103185185174,521.0740777777778,7.509300940740741,1479.7776370370368,9.924503518518518,3.536100688888889,3031.5255703703706,19.998834888888886,1.5925925888888888,0.6296296296296297,0.5714285714285714
Gambit,Contender,Ponzi Schemers,24,12,12,Gambit,24,27.41776683333333,394.0,300.25990833333327,49.3425485,452.75,9.247463933333334,1369.4975833333335,6.062029133333333,3.27047645,2653.59595,20.814346666666665,0.2916666666666667,0.625,0.5
savant,Veteran,Giant Squids,24,12,12,Savant,24,33.383838,393.8333333333333,417.4244983333333,52.285056166666664,560.375,11.590155666666666,1520.1990166666667,11.606964249999999,6.3956253,2826.559033333333,20.442437833333333,1.0,1.1666666666666667,0.5
JoshuaNaoki,Master,Care Bears,27,12,15,JoshuaNaoki,27,24.85625511111111,349.40740703703705,380.9638711111111,46.395664074074084,421.25925925925924,13.30800037037037,1540.6483296296299,12.605737962962962,5.629639911111111,3036.7876074074074,20.061115111111114,0.8148148185185186,1.25925926,0.4444444444444444
Icyissad,Elite,Black-Holes,24,16,8,Icyissad,24,34.2093085,392.9583333333333,412.7987049999999,49.919644500000004,583.7083333333334,13.521154333333333,1519.8360833333336,14.945674333333331,5.7781510166666665,2765.2370499999997,24.457432666666666,1.3333333333333333,0.9583333333333334,0.6666666666666666
doctorprofessor_,Rival,Centuriones,28,15,13,doctorprofessor_,28,23.00723042857143,336.5,365.91977142857144,50.260475,476.85714285714283,8.790908628571428,1474.0488428571427,12.597257571428571,3.378243128571429,3097.5525571428575,17.64989542857143,1.0357142857142858,0.9642857142857143,0.5357142857142857
ProdiJoe,Challenger,Spearmint,29,16,13,ProdiJoe,29,33.349753931034485,324.0,360.63249310344827,48.60106858620689,456.96551655172414,8.278697586206896,1446.2688931034481,8.504348317241378,4.3208951275862075,3005.909075862069,20.01931355172414,1.1034482793103448,0.8620689655172413,0.5517241379310345
ShxdowBat,Prospect,Merchants,26,16,10,ShxdowBat,26,37.12287919230769,360.3076938461539,327.87459192307693,51.178649307692304,392.65384500000005,8.149827980769231,1490.8454307692305,12.236235038461539,3.5099560499999995,3375.4451115384613,18.357083615384617,0.4615384707692307,0.8461538653846153,0.6153846153846154
Frankieeagle,Contender,Nebulae,31,17,14,frankieeagle,31,33.27129825806451,302.0967735483871,304.97030064516133,46.814361258064515,417.4516129032258,11.354125838709676,1440.084148387097,8.190391722580646,2.196690870967742,2773.031451612903,19.89933664516129,0.4516129064516129,0.6451612903225806,0.5483870967741935
ZonaHOMI,Prospect,Tomcats,24,13,11,ZonaHOMI,24,26.577936666666663,390.2083333333333,375.3777841666667,54.409578416666655,492.6249983333334,8.612165045833335,1384.9688416666668,9.798752058333333,4.179798966666667,2786.415033333333,19.138311416666664,0.6666666675,1.0833333333333333,0.5416666666666666
DadOf5BoyZ,Contender,Caterpillars,28,11,17,DadOf5BoyZ,32,31.369047375,345.96875,301.50279500000005,54.117517625000005,444.90625,7.0988544375,1428.8645749999998,9.720292687499999,3.3172616124999994,3106.9635625,17.53002,1.25,1.0,0.39285714285714285
