Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Trickter02,76561198354602962,S26,28,Master,0.821,0.536,1.071,3.321,354.536,24.793,460.605,48.64,629.429,1592.39,17.637,3005.274,21.324,1.571
Everascense _L,3a7f4d82daa44513b51b75ca1508c694,S26,1,Master,0.0,0.0,1.0,1.0,172.0,0.0,405.0,48.46,912.0,1586.0,16.434,2810.0,27.881,0.0
LostTempyst,b1af2ae57b324fc09f04eee9e460bcc6,S26,17,Master,0.647,0.706,1.235,1.941,317.882,30.582,405.279,49.309,516.294,1527.58,12.84,2764.616,20.179,0.706
Xero,76561198113488676,S26,13,Master,0.769,0.385,1.385,2.769,343.615,31.127,370.433,54.774,518.462,1421.091,10.649,3025.223,20.049,0.846
Zoomin,76561198162246041,S26,8,Master,0.25,0.875,2.375,1.5,344.375,17.143,374.665,41.256,414.375,1564.017,16.861,3152.574,17.974,0.75
KING.,76561198828094404,S26,12,Master,0.5,0.417,1.083,2.833,319.833,21.483,388.021,47.697,360.417,1448.254,10.168,2675.638,19.261,1.0
Stormy Wormy.,8504ad413d8845279b353536b127eaa1,S26,4,Master,1.0,0.5,1.25,3.25,346.0,30.769,431.323,49.396,694.75,1550.615,15.84,2962.478,22.453,2.0
Fanatic,76561198274688205,S26,4,Master,0.75,0.5,0.75,2.75,300.5,27.273,446.446,57.019,846.25,1645.15,23.378,2943.984,28.791,1.75
pxiruu,pxiruu,S26,3,Master,1.0,0.0,1.0,2.333,342.0,42.857,454.51,50.25,719.667,1647.176,24.789,2843.975,24.329,0.333
DeltaJRomeo,76561199027124030,S26,8,Master,0.375,0.625,1.125,2.875,312.25,13.258,463.933,49.146,623.25,1563.867,16.462,2885.131,22.059,1.625
rafiki,76561198870681802,S26,15,Master,0.8,0.333,1.467,2.933,341.133,22.054,406.259,47.207,583.133,1526.879,14.401,2858.657,23.122,2.4
King of Darkness SNACK!,76561198025659154,S26,4,Master,0.75,0.25,1.5,2.5,360.0,30.0,385.094,48.289,406.75,1479.342,10.549,2878.046,22.35,0.75
Shepherd,76561198087776153,S26,8,Master,0.375,0.75,0.25,1.375,229.875,28.333,366.184,49.623,635.0,1516.053,12.554,2637.161,25.849,2.125
DeltaJRomeo_,da937e7f46a34218a2ac4b4042b43b92,S26,10,Master,0.4,0.6,1.8,1.8,311.3,18.333,446.926,51.364,668.4,1543.949,16.045,3018.891,20.119,2.1
mxg,76561198385031351,S26,12,Master,1.083,0.75,1.75,3.0,464.5,36.797,393.814,49.595,432.083,1582.735,17.649,2854.964,19.376,1.0
Killua wya,Killua wya,S26,11,Master,0.636,0.364,1.091,2.364,312.0,26.212,390.926,47.855,445.0,1561.367,17.617,3033.41,20.751,0.727
A Yapping Panda,c0ea6d8157c240d9b2acea3f4667c4bc,S26,10,Master,1.0,0.5,1.5,2.7,398.1,38.0,407.087,51.22,582.7,1613.798,20.1,3026.003,21.328,1.4
Deesh,76561198182580222,S26,4,Master,1.25,0.0,1.0,3.75,363.0,33.333,359.248,43.459,390.75,1508.259,12.377,2873.876,25.058,0.25
maj,76561198972058247,S26,1,Master,0.0,0.0,0.0,1.0,142.0,0.0,369.0,48.35,429.0,1452.0,9.604,2966.0,21.053,0.0
C01E01,726fb1e88bf64c818968462f4a9a4af1,S26,12,Master,0.667,0.333,2.0,3.417,399.583,21.774,402.741,50.74,635.0,1541.043,14.292,2854.043,22.07,1.083
Reported.,76561198983209543,S26,4,Master,0.75,0.0,1.25,2.25,299.75,33.333,417.806,45.531,673.5,1514.324,15.925,3047.884,23.949,2.0
lovegreyhounds,e8c071dda7814575baacbe594a28342e,S26,1,Master,1.0,0.0,0.0,1.0,264.0,100.0,412.0,58.53,910.0,1588.0,19.659,2849.0,25.906,1.0
bosco,76561198079137434,S26,4,Master,0.75,0.0,1.25,2.0,267.5,37.5,382.691,49.44,375.25,1536.317,14.085,3112.117,19.553,1.5
Steve Harvey67,4ef5fe96450e462ca25a8046b01ced65,S26,4,Master,1.0,0.5,1.75,2.0,388.25,50.0,440.573,49.021,488.5,1547.08,14.964,2932.885,19.269,2.0
Python,76561198799261985,S26,4,Master,0.5,0.75,1.5,2.25,318.25,22.222,351.38,45.457,475.5,1469.724,9.891,3114.24,21.867,0.0
ImSouperGreat,76561199024031983,S26,4,Master,1.0,0.75,1.5,3.0,412.5,33.333,420.764,55.522,683.0,1583.482,17.37,3121.046,22.589,0.25
benny?,76561198801147212,S26,23,Elite,0.609,0.609,1.696,2.0,373.435,29.538,400.977,49.26,480.0,1479.619,13.257,2896.868,17.788,0.826
Beretta,76561198866234752,S26,28,Elite,0.786,0.571,1.357,2.536,378.286,32.284,409.912,50.435,509.393,1538.045,14.378,2883.47,18.58,0.929
Detta,76561198899666970,S26,28,Elite,1.107,0.75,1.536,3.357,434.286,33.615,397.829,52.268,555.393,1595.341,15.847,3004.082,20.496,0.929
a7md,76561198857538442,S26,31,Elite,0.935,0.516,1.839,2.774,426.968,33.371,364.917,53.12,507.774,1435.006,10.319,2695.335,20.407,0.742
Millk_Kup,53a6edc1cd454eb3a36c39bcc97a04b2,S26,23,Elite,0.783,0.478,1.826,1.957,391.304,39.113,420.886,49.063,534.913,1468.66,12.67,2957.24,17.963,1.261
Steeltoehammer,76561198449245537,S26,11,Elite,1.0,0.455,1.364,2.636,383.818,32.118,284.756,53.648,496.818,1453.194,7.51,3006.986,21.159,0.727
dvorl.ttv,ede0a0ef233a410b952534813c0ed6a0,S26,28,Elite,0.679,0.714,0.75,2.321,310.821,34.949,356.342,48.982,489.286,1550.332,15.935,3150.162,20.126,1.286
Icyissad,516392b4b82145b69f8565cc1ec04a9d,S26,24,Elite,0.917,1.083,1.167,2.667,392.958,34.209,412.799,49.92,583.708,1519.836,14.946,2765.237,24.457,1.333
juan,76561198218032328,S26,26,Elite,1.115,0.692,1.308,3.346,414.269,29.095,470.313,48.15,739.462,1611.622,19.832,2811.811,24.683,0.962
P0pfgf,8390d3baa478469e8ae01aa6d4ab2642,S26,7,Elite,0.429,0.714,1.714,2.857,345.714,11.648,424.387,53.726,671.286,1513.644,12.388,2988.844,23.108,0.571
Talent?,76561198979662776,S26,32,Elite,0.938,0.406,1.281,2.938,364.0,32.838,436.358,52.589,753.5,1602.381,17.832,3109.358,23.368,1.594
Yami ^^,76561198217854513,S26,29,Elite,0.897,0.345,1.793,2.897,381.552,33.379,424.563,51.235,583.759,1557.397,17.115,3056.599,19.126,2.793
ZombZombs,ec98475d12454c8a957f323079926db3,S26,28,Elite,0.821,0.357,1.643,2.607,368.5,32.945,407.344,50.51,655.214,1565.24,15.01,2900.555,21.586,2.107
Chillax,76561198851704774,S26,15,Elite,0.333,0.6,1.067,1.867,281.2,18.889,388.15,49.586,526.8,1581.016,15.95,3012.335,19.7,0.667
Gray,76561198424109470,S26,31,Elite,0.935,0.516,1.516,2.323,365.71,37.792,377.475,48.503,518.419,1533.151,12.101,3038.834,19.754,1.032
Hawkish,76561198125170851,S26,28,Elite,0.714,0.607,1.036,2.714,313.321,28.186,322.737,48.633,388.643,1461.393,8.108,2836.621,20.783,0.429
Insert_e,355eb68032684d0f9fc9f938785c4f2f,S26,28,Elite,0.821,0.464,1.964,2.536,410.893,32.248,433.322,51.548,576.893,1636.154,21.819,2910.275,19.477,1.036
dmxtt.,902e14d47a8c4fd69683968f481d1cfd,S26,32,Elite,1.25,0.562,1.156,3.344,398.156,36.854,362.355,48.383,538.031,1511.004,12.592,3022.455,22.206,0.656
majical,76561199005755838,S26,32,Elite,0.844,0.812,1.469,3.406,402.938,24.292,401.594,53.223,471.25,1491.852,13.074,2910.264,19.487,1.0
(P|F)ineapple,76561198026394434,S26,16,Elite,0.562,0.562,1.562,2.5,328.812,18.605,364.041,45.14,366.938,1447.235,10.452,2899.392,17.788,0.812
Bolbi,76561198131113276,S26,13,Elite,0.692,0.615,1.385,3.154,354.692,21.868,355.911,48.828,520.692,1494.157,12.793,2881.672,21.129,1.308
Colinn,76561198993089428,S26,26,Elite,0.962,0.808,1.962,2.808,422.308,31.592,443.832,48.638,573.0,1643.768,21.611,2907.397,18.661,1.615
ShyIsEepy,15c4298c620d4a0993ab73aded9dcd53,S26,25,Elite,0.96,0.4,1.36,3.2,362.72,29.817,403.296,50.149,472.0,1543.506,13.583,2981.265,20.776,0.68
Sparky ;),76561198173073187,S26,17,Elite,0.706,0.588,1.765,2.765,384.176,24.09,487.244,51.14,680.353,1664.471,24.37,3181.064,22.096,1.118
huday,76561198147139363,S26,24,Elite,0.625,0.542,1.25,2.458,315.125,26.918,400.821,50.574,586.958,1525.262,12.915,2788.521,22.319,1.208
solurr,76561198211526935,S26,32,Elite,0.875,0.5,1.5,2.5,373.125,33.289,374.306,48.994,512.312,1508.007,11.389,2913.219,20.248,0.688
Cloudburst,76561198005510183,S26,32,Elite,0.719,0.469,1.875,2.531,368.781,30.772,418.713,49.905,552.75,1545.049,16.715,2999.073,18.793,1.0
Doodle!,76561199030692971,S26,28,Elite,0.964,0.75,1.821,2.5,436.25,36.759,329.704,53.824,409.893,1489.668,12.762,2914.308,21.507,0.857
Geo,76561198845333239,S26,27,Elite,0.741,0.481,1.037,2.222,302.889,27.942,442.45,47.562,557.519,1596.192,16.405,2867.056,21.197,1.37
boywunder,76561198801492596,S26,32,Elite,0.719,0.812,1.781,2.938,407.125,25.269,398.458,53.39,513.344,1561.89,14.87,2875.23,20.89,0.562
daysil,76561198173516394,S26,32,Elite,0.688,0.375,1.281,2.25,340.344,28.379,394.603,52.489,622.938,1566.232,18.482,3023.809,21.334,0.969
onaroof,76561198311523457,S26,4,Elite,2.75,0.5,1.5,5.25,583.0,52.381,371.939,54.551,332.75,1513.355,13.068,2785.239,19.178,0.75
