Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
hawk rl,c7b36b0f633d46609f1ac7ed2a69852c,S23,32,Premier,0.688,0.312,1.344,2.375,325.25,26.914,387.91,52.189,513.844,1551.612,15.333,2804.61,21.663,0.969
Ace!,76561198887002043,S23,56,Premier,0.768,0.714,1.482,3.196,398.768,26.15,476.324,45.854,625.482,1565.498,18.078,2666.332,20.381,0.929
GeneralZippy,76561198275543044,S23,8,Premier,0.5,0.375,0.75,2.625,240.375,21.429,331.881,48.396,291.875,1386.054,8.598,3064.147,18.891,0.125
Jay,76561198093297973,S23,48,Premier,0.604,0.812,1.333,2.271,348.854,39.209,362.372,52.162,577.208,1528.902,13.051,2736.275,21.829,0.875
Mapl3Bac0n,76561198382312747,S23,56,Premier,0.839,0.518,1.179,2.375,345.589,37.288,363.572,44.651,446.821,1448.861,13.591,2768.364,19.379,1.214
Massimo,76561198861308149,S23,24,Premier,0.958,0.75,2.583,2.708,470.25,36.293,332.625,53.857,555.625,1454.184,11.607,2767.371,22.063,0.625
Monster.,76561198129119161,S23,8,Premier,0.25,0.5,1.625,2.75,336.875,9.167,462.357,50.911,788.125,1613.834,18.9,2975.6,22.407,1.125
Eclipse,76561198271911565,S23,52,Premier,0.635,0.962,1.115,3.0,349.923,21.91,437.626,49.503,669.327,1589.863,16.795,2851.385,24.341,1.692
JK,76561198398053149,S23,51,Premier,0.922,0.961,1.392,2.784,395.02,32.146,369.741,50.674,491.961,1474.731,12.28,2866.647,18.504,0.725
Mystikal,76561198666262998,S23,52,Premier,0.827,0.712,1.135,2.615,352.519,32.632,413.497,49.558,566.038,1624.116,19.199,2833.945,22.043,1.192
Taelo,76561199032769481,S23,24,Premier,0.792,0.667,0.875,2.583,322.292,29.087,404.97,44.207,672.583,1574.188,16.461,2807.452,22.829,0.917
Tide,76561198149586827,S23,55,Premier,1.436,0.691,1.545,3.218,461.982,44.511,389.17,51.511,680.127,1530.36,15.832,2782.387,23.369,1.764
mesi,76561198969152902,S23,52,Premier,1.231,0.462,1.442,4.25,428.615,28.756,404.609,48.479,613.846,1587.508,16.666,2881.358,26.333,1.096
Basicalllyyy,76561198799139206,S23,8,Premier,1.0,0.625,1.875,2.875,414.25,34.848,401.828,44.847,557.875,1553.483,14.59,2757.291,20.612,1.75
Fluffy,76561198175721866,S23,20,Premier,0.45,0.65,1.3,2.25,309.55,21.468,367.732,48.081,525.8,1544.986,15.097,2911.454,21.027,1.2
FrenchyNF,3b90cfc34f794b51a2afa4724d567f78,S23,56,Premier,0.571,0.464,1.625,2.161,326.643,27.441,399.779,44.857,413.464,1518.19,14.828,2787.615,17.885,0.982
LYRICS,76561198083785067,S23,8,Premier,1.125,1.375,1.75,2.75,499.375,40.0,461.793,50.483,768.125,1632.739,21.573,2777.043,25.644,1.375
TyrannosaurusPapercut781,76561198866778939,S23,56,Premier,0.714,0.589,1.232,2.304,355.196,32.745,466.801,46.53,630.25,1609.35,21.949,2852.399,21.634,1.125
wicked.,76561198362087311,S23,44,Premier,1.045,0.795,1.318,2.75,403.818,39.327,398.022,48.062,651.182,1594.212,16.08,2795.701,23.766,1.25
Roxy,76561199072046190,S23,28,Premier,0.714,0.393,2.571,3.071,438.643,25.497,456.841,47.817,615.536,1644.902,23.543,2914.409,20.703,1.214
Danger,76561198842848729,S23,44,Premier,0.841,0.841,1.5,2.545,391.545,34.145,436.436,52.51,688.795,1602.904,18.736,2692.02,24.409,0.886
Tartan,76561198361074957,S23,16,Premier,0.75,0.688,1.5,2.625,378.0,29.246,386.382,48.972,625.062,1512.214,13.84,3061.534,19.485,1.062
T.,76561198035957818,S23,52,Premier,0.846,0.519,1.269,2.923,367.904,29.972,436.783,53.656,593.519,1642.929,19.94,3047.0,21.162,1.212
insanity,76561198855195483,S23,56,Premier,0.893,0.857,1.893,2.393,430.018,36.681,337.115,49.178,441.196,1543.195,11.387,2787.355,20.706,0.339
jpablo,76561198264298177,S23,48,Premier,1.083,0.583,1.188,2.562,373.708,41.582,371.503,44.253,486.917,1583.145,15.955,2823.092,20.713,1.0
ha ha boo.,0aa5158f01fc4008b420d73919efec8e,S23,28,Premier,1.071,0.75,1.464,3.464,425.214,31.631,405.859,48.204,501.357,1552.15,16.631,2838.828,21.732,1.536
LikeWisse,76561198985500492,S23,48,Premier,0.771,0.396,1.604,2.521,359.583,29.185,390.079,48.653,588.833,1511.377,15.095,2942.362,22.393,0.833
Luigi,76561198883340736,S23,8,Premier,1.0,1.375,0.625,3.25,426.125,26.667,436.641,51.156,716.875,1605.121,18.09,2888.385,22.867,0.875
Enchanted,76561198215419161,S23,36,Premier,1.028,0.417,1.75,2.944,432.444,35.164,401.339,49.51,502.389,1562.345,17.868,2845.518,17.645,1.25
JoshuaNaoki,76561199001680849,S23,28,Premier,0.5,0.536,1.036,1.929,280.821,24.294,383.844,45.707,418.321,1570.171,13.507,3064.107,19.596,0.679
EllectroZx,76561199068806908,S23,32,Premier,0.75,0.562,1.375,2.969,353.812,25.931,440.867,48.458,610.312,1604.625,16.973,2931.531,23.439,1.188
ASHES.,76561198174404581,S23,16,Premier,0.25,0.5,1.75,1.812,326.625,14.286,440.15,46.419,672.188,1610.207,16.891,2713.049,22.883,1.0
Danwad,76561197970531979,S23,32,Premier,0.906,0.625,1.312,2.75,369.844,33.378,449.169,46.084,661.188,1587.225,15.735,3014.784,21.876,1.094
exy,76561198398926981,S23,16,Premier,0.875,1.062,1.688,3.688,433.25,22.953,409.907,50.653,612.438,1628.898,17.138,2810.642,20.441,1.188
Tylurr,76561198263339860,S23,39,Premier,0.897,0.974,2.103,3.0,457.231,31.263,364.845,51.761,508.744,1498.131,11.725,2897.282,21.201,1.103
Bullet,76561198261299742,S23,4,Premier,0.5,0.5,2.5,2.25,394.25,22.222,387.507,43.674,627.0,1540.859,13.681,2779.169,19.345,0.5
Andy,76561198968803489,S23,36,Premier,1.194,0.583,1.083,3.5,396.778,34.513,406.258,48.027,501.306,1586.205,18.095,2903.818,22.096,0.972
Noriko,76561198159433846,S23,28,Premier,1.0,0.607,1.036,2.536,356.286,39.62,428.312,50.162,543.107,1589.943,17.525,2991.873,19.05,0.821
DivineRL_ TTV,b44d7585eb094f0096ce219aa4c7a43d,S23,8,Premier,0.875,0.75,1.625,3.125,425.25,28.205,375.82,46.347,557.5,1528.608,13.061,2728.735,22.902,0.5
Hawkish,76561198125170851,S23,62,Veteran,1.113,0.661,1.452,3.145,414.597,35.376,337.021,49.194,510.645,1474.737,8.751,2691.786,21.851,0.532
Divine,76561198298726988,S23,11,Premier,1.091,0.727,1.182,3.364,432.182,30.507,371.114,49.125,645.0,1527.437,11.15,2888.05,22.819,1.0
Boog McCroog,76561199076644535,S23,4,Premier,0.25,0.25,1.5,1.0,249.25,25.0,328.86,45.111,501.75,1484.029,11.756,2801.421,21.794,0.0
Dolphino,76561198351600374,S23,4,Premier,0.5,0.25,1.5,3.25,305.5,15.385,340.281,50.576,331.25,1520.845,11.772,2898.202,15.702,0.5
bradyK-,a6764e29b64a4a958e2e36e16bae1b0d,S23,53,Veteran,0.736,0.604,1.226,2.189,352.698,36.569,400.096,48.95,476.604,1561.177,17.153,2970.522,18.863,0.981
IKlutch all in TTV (Live),76561199031536685,S23,58,Veteran,0.69,0.69,1.414,2.569,356.31,27.986,416.797,49.777,653.552,1552.785,14.215,3059.094,22.415,1.621
Ice Phoenix,76561198037476301,S23,56,Veteran,0.696,0.571,1.339,2.411,332.429,30.425,324.334,47.441,357.268,1446.866,9.992,2965.851,16.511,0.625
ReedyOrange,76561198804081720,S23,25,Veteran,0.48,0.56,1.56,2.32,314.72,20.581,347.165,44.721,395.96,1452.831,11.781,2969.998,18.025,0.96
Talent?,76561198979662776,S23,52,Veteran,0.962,0.827,1.673,3.462,418.673,27.263,435.642,51.694,683.942,1602.138,16.589,3045.233,23.117,1.846
Yami ^^,76561198217854513,S23,64,Veteran,1.188,0.734,1.438,3.0,411.625,40.588,433.344,48.236,541.953,1552.76,16.143,2998.342,19.593,1.453
m.nkee,312b72068a154fc5b8c8139581403217,S23,61,Veteran,0.803,0.607,1.164,2.459,340.623,32.974,401.76,45.32,635.984,1460.999,12.833,2779.228,22.257,1.951
sykoshaggy4200,2ee0c03841f048428be3af1ddc58c057,S23,23,Veteran,1.087,0.522,1.348,3.261,390.957,34.396,351.01,47.99,536.522,1504.55,11.135,2921.298,22.082,0.87
Evil Gooby,26eb604ca4644fbf848816653a71e265,S23,60,Veteran,0.5,0.517,1.483,2.05,327.617,25.531,391.875,48.416,354.817,1535.166,14.664,3049.702,14.134,1.0
Gaw1f3d,76561198208118137,S23,35,Veteran,0.629,0.343,1.086,2.0,290.4,29.197,351.676,46.186,544.8,1447.678,11.634,2963.39,19.666,1.486
KamdenRL,2272641de7ad4113b079e5ca77599c16,S23,28,Veteran,0.821,0.571,0.964,3.036,344.179,27.389,407.282,51.197,605.25,1559.961,16.183,2689.385,23.749,1.357
Mai,76561198439088910,S23,57,Veteran,1.158,0.579,1.263,3.439,417.965,34.133,412.492,53.687,563.123,1572.418,16.15,2728.998,22.415,0.754
Mochi,76561199013322058,S23,52,Veteran,0.654,0.712,1.654,2.404,378.058,29.28,341.968,51.823,403.327,1492.517,10.052,2844.716,18.999,0.692
Versiaz,76561198041568104,S23,30,Veteran,0.7,0.5,0.867,2.133,274.067,31.429,342.384,49.951,488.6,1501.519,9.772,3053.996,20.921,1.367
Escape_Plan1,a35d4849ef104ffca9d7d12363f93869,S23,53,Veteran,0.698,0.396,1.642,2.132,361.019,32.999,377.896,50.694,392.962,1449.125,9.631,3103.817,18.309,0.509
SHAdohwj_,8c9d35cb69014ed4ae6182f78853c83a,S23,24,Veteran,0.625,0.375,0.792,1.917,248.083,30.654,352.872,51.562,451.875,1545.789,14.652,2948.321,21.213,0.75
Mimetic,76561198216817317,S23,57,Veteran,0.86,0.368,1.175,2.491,331.053,34.16,402.704,47.403,579.246,1570.989,15.965,2883.843,20.545,1.281
PoiisonDeath,PoiisonDeath,S23,20,Veteran,0.5,0.9,0.85,2.0,304.6,27.286,367.86,48.789,502.8,1524.464,14.442,2743.436,23.69,0.95
S_ckz,106b102100794bb186bd14322510b675,S23,46,Veteran,0.587,0.522,1.413,1.978,350.304,25.567,407.824,50.311,496.196,1549.866,13.975,2901.927,21.052,1.478
SlmRnchr,76561198821775220,S23,34,Veteran,0.853,0.588,1.471,2.676,354.647,31.271,286.848,50.094,390.794,1436.109,9.403,3094.176,20.627,0.618
Trickter02,76561198221863496,S23,33,Veteran,1.333,0.606,1.939,3.455,487.697,38.464,422.332,49.566,628.242,1541.483,14.297,2945.406,21.477,1.636
Classy,76561198106337926,S23,40,Veteran,0.725,0.65,1.75,2.475,382.45,30.023,352.237,52.615,538.525,1488.729,11.314,2869.326,21.22,0.975
Grandejuevos45,2e097a199b0b4d2fb7db228252b8ee5f,S23,24,Veteran,0.542,0.458,1.542,2.042,298.708,27.192,394.709,46.333,467.958,1552.413,13.882,3199.282,19.209,1.25
Logixaal,76561198353637151,S23,52,Veteran,0.731,0.442,1.288,2.654,342.904,27.114,340.067,49.248,489.519,1526.07,15.112,2892.474,20.725,1.0
Nitro,76561198828659770,S23,20,Veteran,1.0,0.55,0.8,3.15,321.95,30.315,398.176,50.762,478.6,1594.843,13.638,3048.564,20.076,0.95
P0pfgf,8390d3baa478469e8ae01aa6d4ab2642,S23,60,Veteran,0.733,0.75,1.183,2.783,348.767,25.337,367.98,54.22,571.517,1510.378,11.827,2953.159,22.504,0.7
SirTommyNoble,20be1a744bef485cad32d2d57afb5678,S23,52,Veteran,0.942,0.75,1.654,2.769,388.769,33.209,427.297,48.207,583.231,1554.209,13.226,3001.883,22.025,1.423
gcol,76561198840761563,S23,48,Veteran,0.812,0.604,1.396,2.5,346.125,31.347,382.341,45.201,496.646,1421.411,8.999,3006.364,21.091,0.583
vaillantxxx,2fd5d07bda7e4ca78a2825eba6c64b93,S23,42,Veteran,0.905,0.69,1.619,2.976,417.667,30.433,413.712,48.33,481.905,1564.36,15.697,2735.935,20.923,1.5
BankShark,33430e952f8b4ecca21cdbfa182ee63c,S23,33,Veteran,0.545,0.667,1.364,1.939,322.333,29.192,415.132,47.483,584.545,1525.994,12.598,3145.896,19.852,0.939
Nuke,76561198186394474,S23,44,Veteran,0.773,0.659,1.568,2.977,378.568,28.823,312.234,54.214,363.136,1437.745,9.052,2855.927,18.771,0.523
Skriviere,Skriviere,S23,36,Veteran,0.833,0.5,1.833,2.417,397.528,36.351,396.912,46.602,513.667,1505.259,14.458,2819.632,19.085,0.833
SleasyRat,a72d705e910d4588828a303ab896ea54,S23,37,Veteran,1.0,0.541,1.351,3.081,371.0,32.927,392.932,48.686,360.0,1610.534,20.399,3063.28,18.469,0.784
Snipe,76561198199103438,S23,44,Veteran,1.045,0.523,1.477,3.136,400.841,35.076,394.552,55.301,497.659,1514.298,9.88,3367.991,22.019,0.841
ThruStyler,76561198052104032,S23,53,Veteran,0.906,0.83,1.585,3.113,433.981,28.066,388.827,46.475,627.491,1485.7,11.177,2834.62,24.84,0.66
BanThlsOne2,1a4fe3c10e884b659c50346551eaed22,S23,16,Veteran,0.5,0.375,1.375,2.188,300.062,23.264,400.387,49.532,469.875,1495.38,13.315,3157.088,18.755,1.125
Crazics,76561198307234805,S23,56,Veteran,0.964,0.714,1.839,2.911,416.446,32.447,367.8,57.769,528.964,1515.169,11.447,3161.032,19.541,0.804
FriendBrady,a1fe313ea2364471a47101bf1525235e,S23,48,Veteran,0.833,0.417,0.938,2.479,309.917,34.042,373.773,44.925,560.146,1503.575,12.803,3167.281,23.678,0.646
Paz,76561199049559576,S23,47,Veteran,0.66,0.872,1.362,2.66,355.043,24.712,384.414,49.132,462.745,1568.821,15.925,2904.418,21.042,1.106
Pelex,76561199588878853,S23,12,Veteran,0.667,0.583,1.167,1.917,300.5,35.516,361.708,40.03,450.083,1473.338,10.028,2845.003,16.38,0.583
Tragic,76561198210815927,S23,60,Veteran,1.117,0.75,1.017,3.383,394.9,33.692,439.201,47.221,768.117,1672.298,18.089,3089.35,26.665,1.35
ttv. blestbb,6690b6657a1b4be0bf440d317f504f7e,S23,58,Veteran,1.172,0.793,1.103,3.259,414.517,37.129,362.971,48.474,553.948,1463.795,9.698,2657.495,25.047,0.638
AwfulMusic,4dcc660abfd9407981f22fb873e5da63,S23,47,Veteran,1.277,0.83,0.894,3.426,406.213,37.685,421.321,51.772,659.915,1602.13,16.667,3056.347,24.946,1.404
Azorh <3,76561198120438081,S23,42,Veteran,0.929,0.524,1.286,2.357,354.905,37.436,295.292,51.224,425.571,1498.533,7.491,2969.155,21.439,0.31
BigGreenRL,5d2d72b6af524e86a94adad9be1751e5,S23,16,Veteran,0.875,0.062,1.375,2.938,368.0,29.802,391.226,52.028,430.25,1549.642,17.936,2669.264,18.8,1.5
