Player,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Z-iTrAsh-ZV,S19,46,9Amateur,0.804,0.63,0.63,1.891,274.13,39.627,323.039,54.385,354.565,1442.595,10.767,2864.335,16.351,0.587
Emily26210,S19,18,9Amateur,0.389,0.444,0.5,1.667,203.889,20.346,323.792,40.251,321.5,1359.789,7.445,2857.446,19.219,0.722
Enterprise15,S19,48,9Amateur,1.062,0.396,1.042,2.688,358.771,35.2,390.077,52.357,498.812,1539.293,14.203,2696.775,21.167,1.125
Protocol,S19,41,9Amateur,0.707,0.439,1.049,1.78,316.439,38.468,269.808,50.994,259.024,1262.763,4.864,2942.666,16.837,0.195
Rampage,S19,44,9Amateur,1.409,0.864,0.795,2.955,392.364,49.187,292.503,54.587,313.25,1395.2,5.593,2941.086,22.3,0.182
SHHHM3LLIT,S19,55,9Amateur,1.073,0.927,0.945,2.727,382.909,39.872,360.26,50.191,455.418,1455.721,11.2,3064.708,20.457,0.418
Styk75,S19,45,9Amateur,0.444,0.6,0.689,1.378,229.6,38.227,213.25,57.746,310.178,1269.485,4.279,3315.825,17.751,0.444
TTV_1738,S19,33,9Amateur,1.182,0.515,0.788,2.424,326.364,47.502,426.294,54.661,542.636,1506.649,14.034,2990.113,22.87,0.939
Casca,S19,4,9Amateur,0.25,0.5,0.25,1.75,207.5,14.286,239.18,43.426,499.0,1332.752,4.98,3251.296,22.327,0.75
ONLYSLIM2198,S19,23,9Amateur,0.783,0.435,1.0,1.696,282.522,44.959,396.275,47.174,476.609,1397.737,9.791,2966.596,20.101,1.261
Kalandor4,S19,26,9Amateur,0.692,0.231,0.346,1.231,177.0,49.78,365.678,43.347,257.308,1466.993,8.986,3570.747,17.573,0.269
Hey,S19,38,9Amateur,0.816,0.526,0.474,2.0,257.526,44.946,332.022,43.397,386.5,1435.502,8.08,3042.466,20.986,0.342
demonikgoat4061,S19,29,9Amateur,0.862,0.379,0.793,1.586,265.655,48.506,402.202,43.325,462.517,1451.291,12.147,3405.093,21.128,0.828
Snoww.,S19,48,9Amateur,1.083,0.354,0.979,2.646,361.083,38.127,290.521,52.631,379.625,1437.3,7.311,2876.235,19.625,1.083
Casca _,S19,7,9Amateur,0.571,0.714,0.571,1.143,219.0,51.429,273.359,46.35,485.0,1353.645,6.667,3327.47,22.379,1.0
Rinsuke,S19,4,9Amateur,0.5,0.25,0.25,1.25,196.5,40.0,339.763,53.361,310.25,1482.236,11.134,2900.571,18.809,1.0
EthrealDoom,S19,1,9Amateur,0.0,0.0,0.0,0.0,56.0,0.0,135.0,65.15,171.0,1353.0,8.446,3395.0,13.439,0.0
TSB_Herobear,S19,8,9Amateur,0.25,0.375,0.875,1.25,181.625,20.833,232.705,44.247,150.375,1409.753,7.28,3279.966,13.628,0.375
casca.a,S19,29,9Amateur,0.69,0.31,0.793,1.586,249.448,43.744,239.187,46.312,415.517,1328.825,5.989,3306.574,19.969,1.0
Bryce_XI,S19,8,9Amateur,0.125,0.25,0.625,0.625,148.875,12.5,197.973,38.883,172.625,1315.609,4.315,2961.888,16.25,0.125
Stolris,S19,8,9Amateur,0.125,0.375,0.75,0.75,179.25,16.667,298.111,48.352,252.875,1406.982,11.287,2804.091,17.374,1.0
FULLBL00DN8V,S19,2,9Amateur,0.0,0.0,0.0,1.5,110.0,0.0,312.725,53.381,319.0,1378.735,6.449,3028.81,21.397,1.0
Slashfabo420,S19,17,9Amateur,0.529,0.588,0.824,1.941,276.294,28.579,439.242,46.993,537.118,1510.818,11.638,2659.351,22.781,0.412
Manimal0731,S19,3,9Amateur,1.0,1.667,1.0,2.667,373.667,33.333,248.586,52.021,402.333,1303.793,3.288,3518.856,21.508,0.333
llToxic_Dripll,S19,3,9Amateur,0.333,0.0,0.667,1.667,230.333,20.0,402.81,43.886,229.333,1438.924,9.759,2871.538,15.57,0.0
Ex6TenDZ,S19,4,9Amateur,2.5,0.5,1.0,3.25,513.5,76.923,348.122,51.413,431.25,1429.698,10.407,2933.5,23.842,1.75
N0MrThomasMn,S19,12,9Amateur,0.75,0.25,1.417,1.5,293.5,50.0,257.695,54.936,235.833,1310.766,5.22,2603.323,14.435,1.0
T_i_m_o_g,S19,4,9Amateur,0.5,1.0,1.0,1.25,255.0,40.0,363.228,45.929,384.25,1474.926,11.922,3366.362,13.916,0.75
Boomer,S19,1,9Amateur,0.0,0.0,0.0,0.0,20.0,0.0,0.0,57.4,12.0,925.0,0.0,3664.0,2.677,0.0
Balynce,S19,12,8Contender,1.667,0.667,1.0,4.0,451.333,42.097,364.219,55.267,400.25,1485.367,10.573,3222.379,18.35,1.083
Evil twin,S19,11,8Contender,0.545,0.636,1.455,2.455,322.364,23.104,282.698,56.556,385.545,1347.701,4.918,3183.09,19.167,0.273
Froz3nSlack5r,S19,16,8Contender,1.312,0.625,1.125,3.188,394.75,40.417,394.047,48.79,558.875,1527.63,13.846,3215.083,21.944,1.5
GetMcStuffed,S19,8,8Contender,0.625,0.125,1.125,2.375,303.5,27.841,358.737,47.204,478.875,1425.658,9.675,2496.996,21.209,0.25
KAKASHIXRAGE162,S19,8,8Contender,0.125,0.25,1.5,1.0,241.625,12.5,350.341,55.673,589.375,1510.261,13.498,2859.944,18.267,2.0
SAMBO SWFC,S19,4,8Contender,0.75,0.25,2.5,2.25,369.0,33.333,356.252,43.166,142.25,1413.357,11.344,2915.982,14.352,1.5
Sup3rm4n,S19,9,8Contender,0.778,0.222,1.0,3.222,319.556,24.245,325.124,48.856,332.778,1412.409,7.031,3074.377,21.644,0.889
Coyote_Scat,S19,11,8Contender,1.0,0.545,0.636,2.636,325.0,37.335,400.586,46.035,465.818,1536.014,13.28,3078.728,19.679,1.0
Cynical89,S19,7,8Contender,0.286,0.714,1.429,0.857,293.571,35.714,300.606,47.247,399.571,1373.979,6.709,3222.042,18.032,0.429
MiniTechniks,S19,12,8Contender,1.167,0.75,1.333,3.0,387.583,38.485,319.79,45.443,458.5,1321.408,6.432,2973.276,20.519,0.75
Mulliganisoup,S19,12,8Contender,1.417,0.167,1.667,3.417,455.417,41.991,409.492,49.005,544.583,1455.12,10.248,2918.816,21.76,0.333
OG_Cuddles_,S19,11,8Contender,0.818,0.273,0.818,2.727,300.364,31.568,335.516,50.037,467.273,1434.977,9.011,3091.046,20.404,0.909
XuR,S19,10,8Contender,0.9,0.8,1.6,2.1,366.3,39.74,373.539,42.529,452.0,1516.07,9.579,3111.358,19.203,0.6
lostperson,S19,4,8Contender,0.25,0.0,1.0,1.25,190.5,25.0,298.837,54.318,276.75,1396.217,6.734,3310.353,17.202,0.5
Carno,S19,11,8Contender,0.636,0.455,0.818,2.455,253.818,26.263,335.23,50.202,499.364,1385.348,7.514,3145.897,21.102,0.273
El Booger Sugar,S19,5,8Contender,0.8,1.2,1.2,2.4,376.6,30.0,321.906,47.395,270.0,1431.441,8.287,3199.168,17.401,0.4
KorusRay,S19,3,8Contender,0.667,0.0,2.0,0.667,330.0,100.0,336.149,49.385,436.667,1451.092,11.914,3282.544,15.976,0.0
LegendHumble,S19,3,8Contender,0.0,0.0,1.333,1.667,203.333,0.0,348.488,50.551,295.333,1406.144,8.047,2954.757,15.381,1.0
Shark06,S19,9,8Contender,0.889,0.333,0.889,3.111,319.222,27.677,339.478,42.222,361.0,1473.821,9.569,3185.137,23.813,0.0
Willroch21,S19,7,8Contender,0.0,0.571,0.714,0.714,153.714,0.0,305.122,25.329,250.857,1292.066,5.483,3120.825,15.819,0.571
kgfan3,S19,11,8Contender,1.0,0.364,1.364,2.091,367.273,37.576,341.33,49.677,594.545,1405.672,7.459,3053.142,19.872,1.273
rwalls516r,S19,11,8Contender,0.455,0.091,1.909,1.273,304.909,37.662,383.663,50.603,358.545,1507.541,11.264,3343.134,15.941,0.545
ITzTheKid87,S19,12,8Contender,1.5,1.417,1.0,3.833,511.083,38.333,415.577,51.564,480.083,1512.087,11.754,3020.443,21.278,0.667
OvrSizedFrog,S19,12,8Contender,1.417,0.583,0.833,3.25,379.833,43.464,218.846,55.615,285.833,1320.244,5.336,2775.174,20.017,0.167
TSG ICY2587,S19,12,8Contender,1.0,0.583,1.25,2.417,339.583,41.204,324.031,53.467,392.917,1485.697,9.917,3212.899,23.172,0.667
brillo_padd,S19,8,8Contender,1.375,0.25,0.5,2.75,312.0,50.855,335.712,53.988,454.25,1431.793,8.087,3095.795,20.932,0.375
itsnotaxtro,S19,4,8Contender,1.5,0.5,3.0,3.0,520.5,50.0,441.762,45.44,490.0,1560.914,15.048,3081.197,17.083,0.75
levophed,S19,8,8Contender,0.25,1.0,1.0,2.125,257.75,11.111,333.274,55.106,545.375,1490.245,11.428,3115.271,18.899,1.0
AngryHermit,S19,4,8Contender,0.5,0.5,1.5,1.25,368.5,40.0,354.729,37.336,537.25,1418.525,8.264,3122.364,22.235,0.75
D1REW00F,S19,6,8Contender,0.333,0.167,1.0,1.833,239.5,21.429,318.228,38.006,422.5,1484.538,9.84,3226.697,15.447,1.0
Greedy Snake Lord,S19,7,8Contender,0.714,0.571,1.571,2.429,375.857,31.818,306.136,43.969,428.714,1454.674,9.182,2958.758,20.294,1.286
HyPe56,S19,7,8Contender,0.429,0.143,1.571,1.286,261.857,35.714,342.013,51.752,549.0,1407.294,8.81,3140.946,19.355,0.429
IlLuSiOnChAoS,S19,12,8Contender,0.667,0.667,1.083,2.333,314.333,29.167,343.017,51.195,434.75,1464.248,9.635,3141.827,19.769,1.0
Speciial_Eddy,S19,12,8Contender,1.083,0.583,1.333,2.583,396.917,44.066,312.46,48.332,408.25,1380.021,6.776,2712.707,22.361,0.583
Zachthebull36,S19,11,8Contender,0.818,0.182,1.0,2.455,299.636,40.535,296.551,50.954,435.545,1319.259,4.987,3065.074,19.551,0.182
Alextross,S19,8,8Contender,1.0,0.375,0.75,3.125,315.5,29.78,308.445,50.28,488.625,1410.844,6.447,3069.185,22.214,0.75
Ark7000,S19,9,8Contender,1.0,0.556,0.889,1.889,314.889,45.0,369.003,52.142,496.778,1413.037,8.698,3222.386,22.463,1.111
FerrisCrueller,S19,9,8Contender,1.0,0.222,0.556,3.333,310.556,30.0,368.079,47.088,404.667,1399.082,8.508,3139.11,20.569,0.333
Sel_en_ium,S19,9,8Contender,0.667,0.667,1.556,1.444,324.111,45.0,291.315,50.584,452.889,1431.118,7.805,2996.914,23.183,0.444
Shraggaholic,S19,11,8Contender,0.545,0.455,1.0,2.0,291.182,33.182,297.213,51.92,449.455,1419.231,7.0,3137.197,19.817,0.909
TDogPlayz,S19,5,8Contender,1.0,1.4,0.6,3.0,358.0,36.0,366.084,42.546,398.8,1417.994,8.142,2911.412,18.742,0.4
slend.,S19,10,8Contender,1.1,0.6,1.4,3.2,441.0,34.475,345.47,48.493,443.9,1383.144,7.72,2713.957,19.338,0.5
xEaglex20X,S19,11,8Contender,0.909,0.636,1.091,2.455,312.182,29.477,377.668,50.625,491.909,1386.983,9.875,3294.851,20.359,1.545
Angry-Hermit,S19,5,8Contender,0.4,0.0,2.0,2.4,317.2,16.571,327.332,41.237,326.8,1464.445,9.635,3064.554,16.056,0.6
GET2DACHOPPA5,S19,4,8Contender,1.0,0.75,1.5,2.5,418.75,40.0,343.719,51.056,522.75,1431.71,10.358,3381.247,18.797,2.0
XxExGENxX,S19,1,8Contender,0.0,0.0,0.0,0.0,50.0,0.0,232.0,51.61,83.0,1301.0,6.027,2848.0,13.606,0.0
xwdri,S19,1,8Contender,0.0,2.0,0.0,0.0,188.0,0.0,367.0,47.13,429.0,1571.0,15.843,3494.0,15.701,0.0
HU-ALTO,S19,4,8Contender,0.5,0.25,2.0,1.75,297.5,28.571,267.216,46.658,297.5,1376.489,7.011,2684.322,18.277,0.75
oDynastyo,S19,4,8Contender,0.5,1.5,1.0,2.75,333.5,18.182,240.822,52.428,364.0,1378.2,4.298,3196.038,21.293,0.5
tepochtli1331,S19,3,8Contender,0.0,0.333,0.667,2.0,211.333,0.0,276.595,44.941,365.0,1322.728,5.887,2791.104,14.774,0.333
Colossus4203316,S19,2,8Contender,0.5,0.5,0.5,1.0,209.0,50.0,315.798,48.523,416.0,1434.945,11.601,3343.758,14.427,0.5
I am CANDYMAN,S19,3,8Contender,0.667,0.333,1.0,1.333,289.0,50.0,359.671,47.646,368.667,1456.396,8.852,3051.709,19.446,0.333
AveX InceptionZ,S19,10,7Prospect,0.5,1.0,1.0,2.7,316.6,20.0,317.764,55.366,570.4,1454.158,10.939,3304.794,22.775,1.5
DefNotMongo.,S19,4,7Prospect,0.5,0.75,1.75,1.5,325.0,30.0,224.712,46.692,212.0,1354.853,3.478,3321.669,13.263,0.0
MICKSTERY,S19,6,7Prospect,0.5,0.167,1.0,1.333,285.833,43.333,332.133,53.171,449.167,1515.813,12.199,3312.545,18.039,0.833
Pandalicious32,S19,11,7Prospect,1.091,0.727,0.909,2.545,343.364,43.388,326.011,46.939,449.727,1460.069,13.85,3198.756,18.771,1.455
Pr9xk,S19,8,7Prospect,0.875,0.75,1.0,1.875,326.375,45.833,386.781,52.767,480.125,1516.791,13.072,3019.322,23.061,0.625
TV_ImpactReapz,S19,12,7Prospect,1.5,0.167,1.333,3.25,433.583,40.404,353.488,47.852,469.083,1471.576,8.233,3201.719,20.571,0.917
Tokifyy,S19,11,7Prospect,1.091,1.182,0.273,2.273,353.636,53.939,308.401,47.414,410.091,1512.343,10.735,2917.941,22.51,0.727
itzsmurfyy,S19,10,7Prospect,1.6,0.8,0.9,3.6,457.3,42.679,406.51,49.843,392.3,1453.856,10.271,3148.102,17.986,0.9
Celiaaaaah13,S19,10,7Prospect,0.4,0.8,1.0,0.7,264.5,28.333,315.596,44.714,339.7,1411.092,8.118,3244.592,17.164,0.2
DareMe,S19,11,7Prospect,0.727,0.273,0.727,1.909,292.909,29.421,348.506,49.662,416.818,1413.845,7.838,3034.124,17.674,0.364
Pokeninja77,S19,7,7Prospect,1.429,0.143,0.857,2.286,364.714,62.585,379.183,51.148,444.857,1484.031,12.861,3015.704,16.623,1.0
Array,S19,4,7Prospect,1.75,0.25,0.75,3.0,395.75,58.333,406.117,47.622,533.5,1557.495,15.178,3514.551,17.856,2.0
Bobby Dangler.,S19,12,7Prospect,0.583,0.583,1.5,1.417,314.0,45.635,318.586,50.838,383.75,1354.415,7.374,3018.72,17.907,1.417
Dom TuT,S19,8,7Prospect,0.75,1.0,1.25,2.625,371.75,23.077,327.637,42.538,440.25,1392.456,7.39,2992.923,22.581,0.375
IIIYummyIIII,S19,8,7Prospect,0.75,0.375,1.0,2.375,298.375,27.976,369.74,52.794,501.25,1564.689,11.965,3028.028,22.496,1.125
MeOnDisplay,S19,11,7Prospect,0.273,0.273,1.0,1.273,208.455,18.182,323.959,54.28,352.091,1392.801,7.751,3149.089,16.236,0.545
Tankersrul,S19,9,7Prospect,0.778,0.333,1.556,2.222,365.222,33.333,325.348,52.949,440.667,1432.348,10.349,3006.669,17.507,0.333
Zonekiller77,S19,4,7Prospect,1.0,0.25,1.5,1.75,304.5,55.0,399.716,48.607,584.25,1506.079,11.531,3184.641,19.357,0.5
B1scuit_Murder,S19,12,7Prospect,0.417,0.333,1.417,1.75,299.333,20.952,324.737,56.294,358.583,1406.157,7.994,2905.199,18.058,0.417
Covi,S19,16,7Prospect,1.562,0.562,1.188,3.75,466.188,41.282,335.094,52.99,464.188,1469.532,9.852,3300.376,19.427,0.938
El_Macho,S19,16,7Prospect,0.875,0.812,0.688,2.438,325.375,36.111,348.442,51.826,470.375,1477.38,8.632,3172.465,22.752,0.688
K.Doughboy,S19,11,7Prospect,0.545,0.455,1.273,1.545,286.364,37.662,239.544,54.821,455.0,1370.4,7.025,3462.435,15.918,1.273
Novarchite,S19,16,7Prospect,0.375,0.312,0.75,1.938,232.812,15.144,360.13,45.96,308.688,1474.723,11.628,3482.848,15.953,0.875
Rcmblocks,S19,12,7Prospect,0.75,0.333,0.833,2.0,288.167,34.286,394.083,52.13,518.917,1531.259,12.405,3165.027,20.781,0.917
Canadian Gamer,S19,8,7Prospect,1.0,0.375,1.625,2.375,418.125,42.262,348.229,47.159,463.875,1413.068,9.874,2878.981,19.756,1.375
RoseFanatic3615,S19,8,7Prospect,0.75,0.875,0.875,2.5,359.5,29.167,391.688,44.824,592.875,1535.859,11.435,2947.559,21.105,0.375
nate,S19,8,7Prospect,1.0,0.5,1.5,2.75,367.375,34.188,358.747,51.625,532.125,1519.348,11.986,3419.58,18.944,1.875
InsaneFox05,S19,8,7Prospect,0.75,0.75,1.0,2.125,319.125,31.731,327.032,49.582,457.875,1452.867,9.465,3292.317,17.715,1.375
Kazr.,S19,8,7Prospect,0.875,0.75,1.625,3.125,392.75,28.205,409.713,54.523,516.125,1486.044,10.738,3141.132,17.88,1.5
Panda,S19,8,7Prospect,1.25,0.75,0.625,2.75,343.125,45.299,333.304,47.844,548.5,1441.214,8.032,3024.934,22.321,1.0
DrvngWebster,S19,2,7Prospect,0.0,0.0,3.0,1.5,285.0,0.0,209.543,45.326,223.5,1376.584,5.918,3306.992,12.498,0.5
StaRazor,S19,7,7Prospect,1.286,0.714,1.0,2.143,359.857,61.905,316.689,57.653,549.143,1431.669,9.442,3161.391,18.187,0.429
fluffyandfat,S19,1,7Prospect,0.0,2.0,0.0,2.0,192.0,0.0,353.0,51.04,621.0,1434.0,10.869,3707.0,24.915,0.0
LostZealous,S19,4,7Prospect,0.25,0.75,0.75,3.5,255.0,7.143,285.502,47.247,491.25,1458.453,7.954,3353.287,18.145,0.5
Vortex3524,S19,8,7Prospect,0.75,0.625,1.125,2.125,333.375,36.667,280.806,53.046,374.0,1369.763,4.742,2866.126,21.218,0.125
Wrychew,S19,8,7Prospect,0.875,0.375,1.125,2.875,317.0,32.692,333.4,53.845,522.375,1478.239,11.507,3356.655,19.887,1.25
Citrus Stoned,S19,4,7Prospect,0.5,0.0,1.25,1.75,229.25,28.571,283.54,50.384,322.25,1440.457,7.987,2984.267,18.825,0.25
dr_zachattack,S19,4,7Prospect,1.25,0.75,1.25,3.0,394.0,41.667,458.652,56.179,618.25,1553.274,16.12,2933.449,19.931,0.5
MysticMax07,S19,8,7Prospect,0.875,0.625,1.25,3.75,353.25,23.303,292.074,48.277,451.875,1384.138,6.21,2878.857,23.199,0.125
Ozzy,S19,8,7Prospect,0.875,0.25,0.625,4.0,318.875,21.825,380.531,50.39,429.375,1444.03,9.036,2947.107,21.74,1.125
R00K46,S19,4,7Prospect,0.5,0.25,0.5,1.75,202.5,28.571,352.016,46.911,515.75,1431.11,8.18,3314.406,19.602,0.5
.t,S19,4,7Prospect,1.5,1.0,0.25,2.75,399.75,54.545,347.817,52.386,575.0,1491.527,9.002,3175.746,25.548,0.25
JazzMagic.,S19,4,7Prospect,1.0,0.75,1.25,2.0,372.75,50.0,354.408,48.365,691.0,1537.66,10.789,2919.102,26.095,1.5
Lorak,S19,4,7Prospect,1.25,0.5,0.5,3.25,325.0,38.462,362.611,47.623,478.25,1498.642,10.139,3333.214,21.733,0.25
DrivingWebster,S19,3,7Prospect,0.0,0.0,0.333,0.667,121.333,0.0,241.782,56.93,367.333,1358.06,4.284,3453.97,15.661,1.333
RedWingLegendAYG,S19,4,7Prospect,1.0,1.0,0.5,1.25,331.5,80.0,353.911,39.883,350.75,1440.36,10.245,3193.768,21.303,0.5
Benjamen A,S19,4,7Prospect,0.25,0.5,1.5,1.25,290.25,20.0,328.179,50.822,478.5,1415.22,9.458,2813.006,18.237,0.5
Shadohkami,S19,4,7Prospect,0.5,0.0,1.75,2.0,311.75,25.0,357.866,54.227,355.5,1469.888,13.068,2812.933,16.228,0.0
Trios,S19,2,7Prospect,0.5,0.5,2.0,1.0,302.5,50.0,296.047,45.548,536.5,1435.903,6.778,3232.106,18.869,1.0
dino_chick3n,S19,4,7Prospect,0.5,1.25,0.5,3.25,323.0,15.385,387.138,54.837,469.75,1547.529,12.461,2958.815,24.411,0.5
wolverine36535,S19,2,7Prospect,0.5,0.5,1.5,1.5,351.0,33.333,353.393,48.956,471.5,1466.405,11.81,3222.362,23.851,0.5
Chicken935,S19,8,6Challenger,0.75,0.375,1.0,2.0,299.375,43.636,323.244,52.275,480.0,1436.034,9.037,3078.432,22.038,1.625
Godless,S19,8,6Challenger,0.875,0.25,0.5,2.625,300.5,25.0,399.447,44.997,534.375,1477.641,11.646,2918.333,20.604,0.375
Kflip11,S19,12,6Challenger,0.833,0.333,0.417,2.417,288.0,32.778,351.756,53.668,474.0,1536.584,11.211,2928.838,22.202,0.5
Ruthle,S19,8,6Challenger,1.625,0.75,1.5,3.375,491.875,41.447,391.859,45.247,520.25,1496.088,11.133,2550.085,24.566,1.375
dyl,S19,12,6Challenger,0.667,0.917,0.833,2.25,306.833,26.667,367.558,50.931,471.0,1449.198,10.232,3047.851,20.141,0.583
mogulmaniac5480,S19,8,6Challenger,0.625,0.75,1.125,1.875,329.0,20.833,354.735,50.234,511.125,1407.501,9.836,3145.032,18.735,1.0
Braxxton,S19,1,6Challenger,2.0,0.0,0.0,6.0,322.0,33.333,432.0,43.52,586.0,1602.0,15.428,3147.0,30.255,0.0
Craiger32,S19,4,6Challenger,1.0,0.75,1.0,3.5,372.5,28.571,408.245,48.619,422.0,1500.304,11.834,3420.656,21.966,1.0
Cujo_SZN,S19,4,6Challenger,1.0,0.75,0.75,3.5,322.0,28.571,385.102,50.624,402.0,1483.121,11.125,3011.858,22.118,0.25
Cyroic,S19,3,6Challenger,0.667,1.0,1.0,2.333,317.667,28.571,387.274,43.483,512.0,1536.241,9.441,3272.939,18.017,0.0
KFMan8,S19,6,6Challenger,1.833,1.167,1.333,3.0,508.667,66.667,347.027,52.651,414.0,1459.206,9.375,3214.188,19.631,0.167
Schmeemeet,S19,4,6Challenger,1.0,0.25,2.0,1.75,411.75,57.143,394.632,46.255,451.25,1436.105,8.565,3014.729,17.88,1.5
n00bpr0n,S19,6,6Challenger,1.333,1.0,0.833,2.333,381.667,53.535,304.992,45.115,459.0,1453.066,9.363,3237.771,19.45,0.167
okeanoz.,S19,8,6Challenger,1.375,1.0,1.125,2.875,437.25,48.106,504.026,52.379,846.125,1635.509,19.911,2906.51,23.985,0.75
Anserem,S19,15,6Challenger,0.467,0.133,0.933,1.933,253.733,23.175,310.417,48.758,437.733,1430.852,8.378,3079.291,20.556,1.0
GoldenTiger5,S19,10,6Challenger,0.5,0.1,0.8,2.1,225.7,23.929,251.083,50.534,382.5,1350.812,4.472,3024.66,21.453,0.2
Pie_Taster,S19,4,6Challenger,1.0,0.75,1.5,2.5,371.25,40.0,481.212,50.436,477.75,1669.07,20.172,2789.715,18.755,0.75
Razalgould,S19,8,6Challenger,0.5,0.25,1.75,1.375,324.75,36.667,312.479,51.439,365.5,1413.041,10.728,2852.038,19.768,0.375
TacoBae,S19,11,6Challenger,0.182,0.727,1.364,2.0,286.182,9.091,429.84,45.967,762.909,1580.865,19.104,2973.367,24.587,2.273
TheAirGerbil,S19,8,6Challenger,0.625,0.25,0.75,1.625,264.375,39.286,264.465,43.274,313.0,1418.835,8.861,3248.115,17.655,0.375
Nando,S19,7,6Challenger,0.857,0.429,1.429,2.429,348.857,29.121,277.147,49.942,335.429,1452.673,8.985,3373.446,17.603,1.143
Rmuru-,S19,17,6Challenger,0.647,0.471,1.529,2.529,354.706,28.151,385.766,45.51,458.941,1494.309,12.033,2912.32,18.991,0.824
ThatStrangeSoul,S19,15,6Challenger,0.933,0.4,0.867,2.0,272.0,53.968,322.696,49.082,436.4,1442.815,7.668,3185.62,19.092,0.667
dillynmario,S19,16,6Challenger,1.438,1.062,2.25,3.625,544.312,39.551,474.314,51.332,580.062,1640.761,21.111,2940.505,22.035,1.312
lXploitl,S19,18,6Challenger,0.611,0.389,2.056,2.389,382.5,23.846,341.199,53.727,433.056,1458.911,11.319,3039.235,18.276,0.833
xxDaddysHerexx,S19,18,6Challenger,0.889,0.5,1.333,2.222,358.778,38.611,321.299,54.794,376.444,1444.161,8.124,3122.709,16.31,0.722
zcgentry,S19,7,6Challenger,0.714,0.857,1.143,1.429,318.0,50.0,239.951,48.844,361.571,1407.391,6.097,3093.51,17.605,0.571
Blu3prints,S19,12,6Challenger,1.25,1.25,1.25,2.417,405.167,51.786,338.095,49.286,480.25,1419.618,8.789,2808.015,18.891,0.5
Heartlesswins,S19,4,6Challenger,0.75,0.25,1.0,1.5,273.75,50.0,340.829,47.044,315.0,1456.837,10.883,2905.088,14.275,0.75
Minjaaa,S19,14,6Challenger,0.714,0.286,0.857,2.071,268.5,25.952,267.577,51.631,454.714,1408.556,7.178,3215.512,19.681,0.643
