Player,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Sprite728,S14,45,9Amateur,0.578,0.311,0.867,1.4,234.444,40.071,190.11,50.093,242.6,1227.857,3.253,3054.182,15.601,0.178
bernatra,S14,51,9Amateur,0.765,0.608,0.941,2.373,306.49,32.226,325.005,49.198,483.843,1423.387,8.26,2942.469,24.218,0.843
underbreadbore,S14,36,9Amateur,0.583,0.306,1.139,1.444,262.444,36.759,318.399,46.666,319.972,1377.485,8.882,3260.457,16.437,0.556
AnarcrisT,S14,51,9Amateur,1.196,0.431,1.196,3.569,393.51,33.47,328.172,51.169,454.157,1398.996,8.385,2957.861,21.576,0.314
DABZxST4TU5,S14,45,9Amateur,0.711,0.667,0.889,2.067,292.622,35.918,306.756,53.094,343.978,1444.88,7.313,3295.004,17.249,0.489
Haro.-,S14,54,9Amateur,1.056,0.37,1.167,2.593,350.944,40.821,274.05,53.725,435.907,1360.868,5.751,2998.81,19.091,0.407
NeitherNick,S14,42,9Amateur,0.643,0.452,0.81,2.143,277.167,29.157,315.738,51.494,426.262,1400.576,8.062,3191.989,18.089,1.476
Salvation,S14,48,9Amateur,1.187,0.625,1.208,3.042,371.521,37.709,219.138,55.01,281.146,1372.064,4.302,3206.484,18.77,0.25
Shootzy,S14,25,9Amateur,0.4,0.52,0.52,1.36,197.08,27.733,235.265,51.31,320.56,1373.96,5.829,3311.665,18.586,0.44
Sniperwolf006,S14,25,9Amateur,0.56,0.6,1.0,1.8,260.28,27.79,209.781,47.465,328.48,1284.963,4.949,3495.358,20.117,0.72
UnicornHuntresss,S14,48,9Amateur,0.833,0.438,1.208,2.292,348.833,35.628,255.764,55.886,369.375,1388.86,7.164,2995.598,19.394,0.938
FfejGnak,S14,23,9Amateur,0.348,0.565,0.783,1.522,225.609,29.213,277.847,44.801,419.435,1420.849,6.821,2962.695,19.124,0.435
Sandreeche,S14,47,9Amateur,0.979,0.34,0.979,2.298,324.426,42.785,366.396,49.361,534.043,1460.223,9.793,3067.847,19.873,1.34
Attonas,S14,44,9Amateur,0.864,0.432,1.25,2.068,337.318,42.702,272.196,54.142,491.273,1360.85,6.363,3290.581,20.202,1.227
SuperShooter777,S14,26,9Amateur,1.192,0.615,0.885,3.0,376.154,40.816,317.005,51.363,437.038,1462.193,8.079,2704.292,23.299,0.462
Jaifinator34,S14,29,9Amateur,0.69,0.621,1.034,2.414,305.586,32.152,307.235,50.875,263.276,1352.151,6.584,3214.073,16.293,0.241
MicroAggression1,S14,12,9Amateur,0.333,0.25,0.25,1.083,143.5,25.0,217.349,58.712,230.167,1398.975,5.571,3229.143,15.821,0.25
youngslingblade,S14,5,9Amateur,0.4,0.6,0.4,1.4,205.8,22.857,295.64,53.702,328.8,1326.762,6.966,2584.574,18.464,0.2
CAMSL4YZ82,S14,8,8Contender,0.625,0.5,1.375,2.5,331.0,22.917,388.158,51.614,561.375,1461.896,10.489,2804.404,23.819,1.25
CharlieHarley_1,S14,2,8Contender,0.0,0.0,1.0,0.5,134.5,0.0,375.0,44.555,537.0,1496.73,7.233,3509.587,20.723,0.0
Duke Rufus,S14,4,8Contender,1.0,0.25,1.25,3.0,308.25,33.333,282.783,49.551,333.0,1462.087,8.195,3187.081,21.204,0.5
FuDanSynder,S14,8,8Contender,0.875,0.875,0.75,3.0,341.375,30.714,355.133,48.534,395.625,1375.987,6.89,3073.846,21.535,0.875
MF LucasssssT,S14,4,8Contender,1.25,1.0,2.75,2.5,540.75,50.0,405.984,45.34,246.25,1547.056,13.028,3409.325,18.838,0.25
R00K46,S14,6,8Contender,1.0,0.5,1.167,2.0,376.0,50.0,254.745,41.559,391.667,1305.267,3.23,2840.636,18.403,0.5
ShazamPoof,S14,8,8Contender,1.25,0.375,1.625,2.625,426.875,46.818,326.829,51.04,533.25,1457.271,9.385,3218.532,20.58,1.875
DaggumBigfoot,S14,10,8Contender,0.8,0.3,1.3,2.6,325.2,32.333,275.746,49.346,318.3,1367.352,6.321,3108.648,19.652,0.1
Dofri9976,S14,11,8Contender,0.091,0.636,0.909,1.545,239.273,3.636,348.278,53.601,272.636,1455.87,9.877,3189.456,16.48,0.182
IamDMachinee,S14,1,8Contender,0.0,0.0,1.0,0.0,198.0,0.0,260.0,54.1,320.0,1409.0,7.63,3091.0,25.229,0.0
MrLuyee,S14,7,8Contender,0.571,0.429,1.0,1.571,263.286,35.714,352.421,51.186,228.571,1484.629,10.406,2987.016,19.9,0.571
Stale Popcorn,S14,3,8Contender,1.333,0.333,0.667,3.333,355.0,40.0,361.761,47.488,542.667,1433.69,6.903,3105.94,22.554,2.0
The Ramsey,S14,4,8Contender,0.5,0.0,0.5,1.0,196.5,50.0,217.808,53.488,311.75,1419.05,8.331,2938.941,18.887,1.0
jcrdude,S14,4,8Contender,0.5,0.25,0.75,1.5,270.75,33.333,274.459,47.532,338.5,1339.803,6.17,3002.07,18.862,0.5
kgfan3,S14,5,8Contender,0.4,0.6,0.6,1.2,256.8,24.0,340.123,51.771,517.4,1389.99,7.948,3196.894,19.265,2.0
Boulder God,S14,8,8Contender,0.875,0.25,1.125,2.5,297.75,31.25,337.173,53.474,402.75,1491.577,11.572,3301.049,18.819,1.625
CarshawnLynchTTV,S14,8,8Contender,1.625,1.0,0.875,3.75,429.875,41.855,211.687,47.345,273.625,1362.73,5.082,3038.606,21.327,0.5
CoolBags3,S14,12,8Contender,0.917,0.583,1.083,2.833,376.333,30.37,390.279,46.881,463.75,1461.328,10.092,2746.008,20.615,0.5
KDoughboy767,S14,5,8Contender,1.0,0.6,1.2,3.6,345.2,26.462,213.434,50.564,414.6,1340.875,5.702,3317.887,20.133,0.2
Kurrupshin,S14,11,8Contender,0.545,0.545,1.0,1.727,268.636,23.613,390.619,51.969,556.727,1573.833,17.634,3506.233,21.14,1.273
MRSuperSanic,S14,2,8Contender,1.5,1.0,1.0,2.5,366.0,60.0,319.589,44.671,259.0,1446.736,7.599,3105.387,19.386,0.5
ZippytheGnome,S14,8,8Contender,1.25,0.5,1.5,2.625,390.5,47.273,391.919,46.236,399.125,1493.926,10.885,3242.747,18.643,0.75
BUD-LITE4U,S14,6,8Contender,1.5,1.167,0.333,3.833,391.833,36.508,372.777,44.419,364.833,1476.817,10.655,3351.685,20.069,1.167
Buck_Nut82,S14,8,8Contender,0.875,0.0,0.875,2.375,299.25,35.119,339.603,42.428,272.875,1425.283,9.641,3459.43,16.78,1.0
Galatiq,S14,12,8Contender,1.167,0.917,1.25,3.167,429.917,38.889,347.369,55.889,393.75,1403.228,7.457,3146.569,15.641,1.083
TRlOS,S14,2,8Contender,0.0,0.0,1.0,0.0,105.0,0.0,319.19,42.923,112.5,1381.945,7.697,3137.067,21.321,0.0
CaliChromatic,S14,8,8Contender,1.375,0.5,0.875,4.0,399.125,35.098,333.863,50.591,407.125,1476.03,10.787,3287.865,17.682,0.25
DgitlSickBoy,S14,2,8Contender,0.5,1.0,1.0,1.0,252.5,50.0,253.728,54.077,304.5,1309.941,6.405,3005.05,17.452,0.0
Irishhhh,S14,10,8Contender,1.3,0.8,1.1,3.7,428.5,36.912,384.222,51.524,437.1,1491.652,10.51,2727.957,19.436,0.9
Obay JackTTV,S14,16,8Contender,0.688,0.375,1.562,2.25,346.875,29.167,332.389,47.361,400.938,1430.275,7.191,2761.416,17.91,0.562
Trios,S14,6,8Contender,0.333,0.5,1.667,1.833,289.5,24.074,329.925,45.867,429.167,1435.08,8.896,3226.051,20.03,1.833
GreenGoFantastic,S14,4,8Contender,1.0,1.0,1.0,2.25,337.5,44.444,434.986,44.046,332.0,1411.932,6.867,3216.894,17.018,0.0
MysticMax07,S14,8,8Contender,1.125,0.75,0.875,2.5,347.5,44.949,322.028,50.199,448.125,1404.596,7.124,2936.611,18.913,0.375
Stickaplex,S14,8,8Contender,1.125,0.75,1.375,2.25,367.5,45.833,290.629,47.137,343.5,1391.072,6.838,3219.044,18.309,0.625
Styk75,S14,5,8Contender,0.2,0.4,0.4,0.6,203.0,26.667,195.324,54.851,309.0,1260.87,4.08,3318.554,16.249,1.2
Mr Luyee,S14,4,8Contender,1.25,0.25,0.75,3.5,342.5,35.714,317.464,54.638,416.5,1487.428,10.899,3281.927,17.69,0.25
ThisIsDrew314,S14,8,8Contender,0.25,0.75,1.0,1.75,284.75,14.286,274.438,50.039,369.125,1460.296,6.914,3069.468,18.167,1.5
prestondew00,S14,12,8Contender,0.5,0.333,1.583,2.083,294.417,22.593,323.261,56.083,289.583,1505.501,12.586,3375.328,16.418,0.5
Squirrel,S14,4,8Contender,1.25,1.25,2.5,4.0,606.5,31.25,410.183,48.975,486.75,1460.813,12.136,2922.291,20.229,4.0
Tazlien,S14,4,8Contender,1.0,0.75,0.5,2.5,331.5,40.0,318.755,48.285,262.0,1354.739,7.375,3069.918,19.19,0.5
DctGti,S14,4,8Contender,1.5,1.75,0.75,3.75,483.75,40.0,351.642,52.409,498.25,1438.194,7.152,2573.983,28.01,0.75
MF Duke Rufus,S14,4,8Contender,0.25,0.0,2.25,0.75,308.75,33.333,324.337,46.652,477.75,1469.37,11.089,3230.439,17.869,1.75
MF LucasT,S14,2,8Contender,0.5,0.0,0.5,3.0,196.0,16.667,404.488,43.672,256.5,1518.233,13.534,3275.086,15.128,1.0
Redneck Bison,S14,4,8Contender,1.5,0.5,1.0,3.5,396.0,42.857,283.688,46.546,412.25,1459.02,9.266,3504.971,19.808,1.0
Diesel,S14,4,8Contender,1.25,0.5,0.75,2.0,390.25,62.5,286.984,52.503,370.0,1465.589,10.242,2952.316,19.057,0.75
M0ngO.,S14,8,8Contender,1.5,0.5,1.125,2.875,379.625,51.515,240.786,50.979,393.375,1421.385,7.863,3278.569,16.902,0.75
sky406,S14,8,8Contender,0.625,0.5,1.625,1.625,311.625,38.75,292.025,52.078,315.0,1401.664,6.736,3437.903,15.508,0.375
CarlSaganBro,S14,4,8Contender,0.5,0.0,1.25,3.0,303.5,16.667,297.438,50.458,373.0,1421.9,8.358,3035.606,19.98,1.0
Kush_the_Ninja,S14,4,8Contender,0.0,1.0,1.0,2.5,277.5,0.0,367.305,48.734,589.75,1468.763,9.044,2923.182,22.545,0.5
Raisonbran,S14,4,8Contender,1.25,0.0,0.5,3.0,314.5,41.667,304.04,46.133,476.75,1375.563,7.397,2997.508,22.747,0.25
Banshii,S14,16,7Prospect,0.438,0.312,1.062,1.312,253.438,27.857,388.239,46.341,556.438,1434.445,9.831,2874.74,21.064,0.938
Carno,S14,10,7Prospect,1.0,0.2,0.5,1.9,277.2,54.5,291.555,54.94,447.8,1335.495,5.883,3155.242,18.966,0.5
DonYvan,S14,16,7Prospect,1.312,0.375,1.688,3.062,422.25,42.5,298.294,52.174,441.125,1343.03,6.346,2829.181,19.672,0.812
GameyMcGamertag,S14,10,7Prospect,0.6,0.5,1.3,2.2,312.0,26.753,311.831,51.415,469.1,1405.26,7.774,3099.224,19.264,0.7
NitemareRL,S14,9,7Prospect,0.556,0.444,0.889,2.778,280.111,16.19,377.643,49.606,534.222,1405.085,9.291,3008.016,19.861,0.556
TabernakDeCalis,S14,7,7Prospect,0.429,0.571,1.286,2.857,316.286,13.605,444.133,45.089,685.857,1493.269,14.351,2964.08,23.122,2.429
coop.9,S14,13,7Prospect,0.692,0.538,0.923,1.769,316.308,31.888,363.609,52.912,429.462,1464.688,11.436,2948.477,15.517,0.385
DrivingWebster,S14,12,7Prospect,1.083,0.333,1.167,2.667,333.833,38.889,243.773,47.575,255.167,1391.081,4.165,3109.153,15.788,0.333
Kflip11,S14,12,7Prospect,0.75,0.667,0.833,2.0,320.0,37.778,363.343,52.056,456.167,1545.388,11.061,3153.198,23.495,0.167
Nightraptor,S14,4,7Prospect,0.25,0.75,1.75,1.5,289.0,16.667,318.761,50.813,284.0,1440.12,7.925,3751.436,16.819,0.5
Phteven,S14,12,7Prospect,0.833,0.833,1.083,2.5,349.583,33.333,307.136,52.066,483.833,1396.405,7.0,2909.58,20.633,0.583
Shogun,S14,4,7Prospect,1.25,0.75,1.5,2.25,436.0,55.556,368.408,52.317,573.25,1455.118,10.386,2820.424,22.696,1.25
kevin,S14,8,7Prospect,1.25,0.875,1.25,2.375,437.125,53.977,414.64,44.703,485.125,1525.905,12.193,3042.583,18.596,1.0
CrimzonSparrow,S14,3,7Prospect,0.333,1.0,1.0,2.667,284.333,12.5,302.674,52.43,461.333,1440.498,7.049,3149.666,21.797,0.667
LogiCC,S14,3,7Prospect,1.667,0.667,0.333,4.0,456.0,41.667,346.677,54.585,804.0,1425.057,7.574,2947.287,21.759,1.333
TAT Pitts,S14,3,7Prospect,1.333,1.0,1.0,2.667,379.0,50.0,250.694,51.007,411.667,1299.157,4.568,2889.031,19.72,0.667
YaBoiJeans,S14,3,7Prospect,1.0,1.0,1.0,2.333,417.667,42.857,308.471,48.463,321.333,1395.989,5.656,2542.553,21.151,0.667
AvgJohnson,S14,4,7Prospect,0.25,0.25,2.0,2.25,302.25,11.111,304.076,60.473,410.75,1443.277,7.816,2972.793,22.296,1.25
ItsJustCrimm,S14,4,7Prospect,0.25,0.25,0.75,1.75,216.75,14.286,307.195,61.056,512.5,1481.259,8.485,3268.373,24.115,0.5
Suxze,S14,1,7Prospect,0.0,0.0,1.0,1.0,272.0,0.0,351.0,54.04,504.0,1514.0,9.565,2721.0,13.345,1.0
realtar21ki11er,S14,3,7Prospect,0.0,0.0,0.0,2.0,125.333,0.0,340.049,58.68,579.667,1577.639,15.63,3475.051,21.169,1.0
Array,S14,4,7Prospect,0.5,0.75,1.0,3.0,329.25,16.667,386.569,44.765,669.75,1519.63,12.607,3100.164,21.889,1.0
BigPugg,S14,4,7Prospect,1.0,0.5,1.75,1.75,364.25,57.143,326.013,53.879,485.5,1507.716,7.804,3020.025,21.201,0.5
nacho,S14,4,7Prospect,1.5,1.0,0.5,3.0,413.0,50.0,333.896,47.393,377.5,1486.871,11.203,2893.375,21.242,0.5
D3WLY,S14,7,7Prospect,1.0,0.429,2.429,1.714,402.857,71.429,317.441,51.366,244.286,1469.603,7.729,3209.998,16.058,0.571
Decebalus,S14,7,7Prospect,0.143,0.429,0.571,1.857,225.143,8.163,289.479,48.223,398.0,1442.802,6.55,2816.313,18.093,0.571
IMAOUTLAW,S14,6,7Prospect,0.5,0.167,0.5,1.0,203.667,50.0,347.117,48.09,324.0,1333.185,6.461,2999.554,15.988,0.667
SirZohan1002,S14,5,7Prospect,0.6,0.2,1.8,2.4,356.4,24.0,269.718,44.282,364.6,1327.027,6.599,2782.761,24.651,1.6
Tokifyy,S14,4,7Prospect,1.0,0.25,1.5,1.75,342.5,50.0,375.977,51.026,421.0,1585.996,13.66,3058.717,20.649,1.0
Zenith,S14,7,7Prospect,0.429,0.429,1.0,1.571,261.0,15.584,326.573,54.995,425.143,1466.387,10.719,3175.546,18.566,1.286
bobbo174,S14,8,7Prospect,0.375,0.25,1.25,2.625,321.25,16.346,231.805,51.78,375.625,1298.923,3.756,2928.283,22.6,0.25
IAmHoba,S14,12,7Prospect,0.667,0.167,1.167,1.917,300.167,42.222,340.775,44.996,374.5,1535.872,10.725,3187.252,17.966,0.667
JustLaben,S14,6,7Prospect,1.0,0.833,1.333,2.0,417.333,51.852,291.732,52.158,328.167,1431.135,8.004,2984.686,16.702,0.333
Logixaal,S14,12,7Prospect,0.917,1.0,1.25,3.167,357.75,28.632,326.201,51.093,417.583,1507.142,12.835,2754.493,19.077,0.5
MissionaryJackk,S14,12,7Prospect,1.083,0.417,1.333,2.667,374.833,41.498,376.238,48.97,611.167,1484.64,9.651,2712.419,23.757,0.583
TheSaltyLobbster,S14,7,7Prospect,0.286,0.143,1.0,1.571,229.286,19.048,447.029,53.053,893.714,1591.388,18.387,2963.402,22.392,2.429
benpie24,S14,8,7Prospect,0.375,0.25,1.625,2.25,295.5,16.667,355.305,48.971,586.5,1541.854,13.098,2999.525,22.625,1.25
BreadMG,S14,12,7Prospect,0.167,0.417,1.0,1.583,273.917,7.87,280.139,46.588,420.083,1377.907,7.826,2926.731,22.222,0.917
Sleepy Harlow,S14,8,7Prospect,0.75,0.25,1.875,2.75,368.25,29.915,244.311,49.614,362.625,1391.904,7.005,3210.951,19.976,0.375
doctorprofessor_,S14,12,7Prospect,0.5,0.25,1.0,2.333,284.333,23.401,308.968,54.337,427.167,1402.828,9.106,3238.119,17.966,0.75
Made By Miraj,S14,5,7Prospect,0.6,0.4,0.8,2.0,292.4,32.0,260.767,58.473,327.4,1417.264,6.461,3232.881,18.968,1.0
Nightraptor04,S14,4,7Prospect,1.75,0.75,0.5,3.25,397.25,53.846,321.43,44.188,275.5,1431.011,6.671,3285.762,17.067,0.25
onlyjammer,S14,4,7Prospect,1.25,0.75,1.75,2.0,407.5,62.5,331.565,45.213,451.5,1476.876,8.805,3414.531,19.606,0.75
xXBlindBeastXx,S14,4,7Prospect,0.5,0.75,0.0,1.75,232.5,12.5,376.207,47.747,461.25,1478.316,10.715,3274.026,21.336,0.75
RayneeRL,S14,8,7Prospect,0.875,0.125,1.625,1.75,353.375,50.0,361.602,47.831,437.25,1412.349,8.183,2694.318,18.751,0.625
dyl,S14,6,7Prospect,1.0,0.667,0.333,2.333,300.167,42.222,393.286,50.695,670.667,1488.369,11.069,2978.242,21.346,0.833
Dafiya711,S14,7,7Prospect,0.429,0.286,1.143,2.0,247.286,20.238,378.947,51.974,545.0,1564.288,15.902,3336.952,18.882,0.571
Xisle,S14,6,7Prospect,1.0,0.167,1.167,2.667,323.0,36.364,354.988,44.439,210.833,1451.166,7.525,3163.746,16.307,0.333
perk_at_play,S14,8,7Prospect,0.5,0.25,1.125,1.75,260.0,31.25,282.184,53.967,360.375,1457.807,9.289,3403.547,18.269,0.5
yourboiblue,S14,5,7Prospect,0.8,0.2,1.0,3.6,373.0,22.667,275.966,52.267,459.2,1321.977,5.876,3110.562,22.907,0.8
D1REW00F,S14,1,7Prospect,0.0,0.0,0.0,1.0,132.0,0.0,280.0,52.68,388.0,1533.0,12.391,3740.0,21.569,1.0
Ducky,S14,4,7Prospect,0.5,0.25,1.5,2.0,326.25,25.0,318.658,50.459,224.5,1436.299,9.174,3309.124,15.319,0.0
TheRumKage,S14,4,7Prospect,0.75,0.0,1.0,1.75,250.5,42.857,339.791,44.572,492.25,1482.464,11.358,3346.335,17.634,0.75
Ty,S14,4,7Prospect,0.25,0.75,1.0,1.0,277.25,25.0,376.425,51.946,364.5,1404.528,7.033,3410.976,19.152,1.0
Mr LoPhi,S14,3,7Prospect,0.333,0.667,2.0,1.667,321.667,20.0,326.989,50.998,348.667,1523.941,12.739,2949.638,17.52,0.333
RedWingLegend,S14,4,7Prospect,1.0,0.5,2.0,2.0,396.0,50.0,329.817,38.61,318.75,1411.22,11.179,2774.737,17.18,0.25
Smitty,S14,3,7Prospect,1.0,0.333,1.667,2.333,345.333,42.857,302.53,40.883,265.667,1374.064,6.449,3170.034,17.321,0.333
Jandr,S14,2,7Prospect,0.5,0.5,0.5,1.0,234.0,50.0,442.805,44.502,325.5,1568.619,13.715,2775.816,21.824,0.0
Modoz,S14,4,7Prospect,0.5,0.75,1.75,2.5,353.5,20.0,332.373,51.247,299.5,1381.698,8.223,3024.218,16.513,0.5
RickySpanish483,S14,4,7Prospect,0.5,0.75,0.75,1.75,258.5,28.571,332.376,59.274,419.5,1379.107,8.041,3250.071,16.004,0.75
Blu3prints,S14,4,7Prospect,0.75,0.5,0.75,3.0,308.5,25.0,403.999,54.141,658.25,1549.935,14.319,2767.391,22.039,0.25
Honeybadgermo,S14,4,7Prospect,0.75,0.5,1.25,2.25,323.25,33.333,349.114,52.011,447.25,1543.69,12.218,3559.134,18.275,0.25
PhoenixArk_7,S14,7,7Prospect,1.143,0.143,1.857,2.286,430.286,51.429,314.895,54.833,466.714,1410.64,9.976,2890.61,20.754,0.429
Quidditch Captn,S14,1,7Prospect,0.0,0.0,3.0,3.0,290.0,0.0,320.0,51.72,305.0,1481.0,10.447,3363.0,18.395,0.0
Solange RL,S14,4,7Prospect,0.5,1.0,0.75,2.5,334.0,20.0,341.404,55.224,482.5,1504.777,11.569,2631.647,24.984,0.5
blindvisionary,S14,8,7Prospect,0.875,0.75,0.625,2.625,371.0,31.731,329.305,45.237,636.125,1456.188,9.694,2767.171,24.738,1.5
kbm grifter,S14,4,7Prospect,1.0,0.75,1.75,2.5,420.0,40.0,374.851,50.422,629.25,1459.241,10.824,2818.184,21.881,0.75
Pablo v2,S14,4,7Prospect,0.25,0.25,0.5,2.0,249.75,12.5,422.484,53.816,777.0,1541.724,15.623,2981.91,23.115,0.75
mogulmaniac5480,S14,4,7Prospect,0.25,0.5,1.25,2.5,284.75,10.0,314.997,57.21,416.5,1378.642,11.329,3377.356,15.978,1.25
viiiccc,S14,4,7Prospect,1.5,0.75,0.75,3.75,476.75,40.0,376.851,58.614,571.75,1485.256,11.179,3067.591,21.269,2.0
AgentAnime07,S14,2,6Challenger,1.5,1.5,0.0,2.0,345.5,75.0,329.795,42.927,266.5,1418.0,10.012,3185.134,22.875,0.0
Ben,S14,8,6Challenger,0.75,0.875,2.75,3.375,443.5,21.765,325.632,48.994,497.375,1412.587,7.357,2669.858,20.956,1.125
DrNasti,S14,7,6Challenger,0.857,0.714,1.143,4.0,357.857,24.835,421.314,48.968,329.429,1564.795,13.44,3112.697,19.405,0.429
Slipknota9538,S14,4,6Challenger,1.25,0.5,1.75,3.5,437.75,35.714,338.822,49.816,408.25,1385.15,10.64,3036.12,23.861,1.0
hypnotoad.,S14,8,6Challenger,0.875,0.625,0.875,3.125,329.625,28.896,303.476,50.34,353.25,1324.195,13.616,2999.014,20.813,0.75
lxserzz0,S14,6,6Challenger,0.333,0.5,1.167,1.833,311.333,19.048,353.911,46.092,364.0,1490.533,14.743,2810.322,17.496,0.5
roqket.,S14,8,6Challenger,0.875,0.25,1.875,2.625,352.0,34.091,397.043,53.566,467.875,1624.165,19.73,3283.488,18.387,0.5
HAV0C,S14,7,6Challenger,1.143,0.714,1.857,3.143,419.143,36.264,397.899,50.243,575.286,1566.877,14.486,3151.798,26.628,0.286
JOBIN,S14,8,6Challenger,1.125,0.375,0.875,2.375,336.0,46.667,371.234,52.208,686.625,1519.128,7.493,2926.538,24.383,1.25
Lone-LE,S14,9,6Challenger,0.889,0.556,0.889,2.778,288.667,30.476,393.671,51.544,463.333,1537.764,12.671,3077.851,21.569,0.556
MauiDestroYa,S14,14,6Challenger,1.0,1.0,1.429,3.071,395.286,35.051,281.881,55.937,397.286,1418.162,7.388,3153.052,20.02,0.5
Ofodo,S14,14,6Challenger,0.357,0.286,1.286,2.571,265.0,11.788,332.991,46.328,451.0,1423.176,8.065,3360.928,21.521,0.929
l-Dunk-,S14,15,6Challenger,1.267,0.867,1.2,3.267,447.8,43.27,315.054,56.246,437.2,1505.373,9.597,2969.083,25.057,0.333
sweetnlow120,S14,8,6Challenger,1.125,0.125,1.625,2.875,423.375,36.111,334.032,49.874,490.5,1482.78,12.498,3241.084,16.549,0.125
AKU Lmlt,S14,12,6Challenger,0.833,0.25,0.833,2.583,310.667,32.235,355.092,51.878,439.667,1475.532,9.691,3101.315,20.537,0.667
Astro,S14,12,6Challenger,0.583,0.583,0.75,2.5,287.667,29.956,321.629,45.275,477.167,1437.784,9.345,3361.336,22.816,1.5
Ex ample,S14,9,6Challenger,0.778,0.333,0.556,3.0,289.333,30.617,433.829,46.615,606.222,1603.955,16.081,3202.231,23.024,0.111
LaZlough,S14,11,6Challenger,0.818,0.364,1.818,2.727,399.273,25.758,400.402,46.884,388.0,1433.944,10.411,3274.723,16.901,1.0
ReaperODeath,S14,11,6Challenger,0.545,0.545,1.364,2.818,364.364,19.559,351.616,50.203,439.909,1443.285,8.494,3099.942,19.158,0.0
The Squiddler,S14,13,6Challenger,0.692,0.308,1.077,3.231,290.154,19.738,377.061,44.251,474.231,1439.434,8.423,2987.556,20.355,0.692
Whoviancat,S14,9,6Challenger,0.778,0.889,1.0,2.111,332.111,40.741,348.799,44.94,431.444,1477.389,11.078,3122.07,19.768,1.889
rpi lone wolf,S14,7,6Challenger,1.0,0.429,1.714,2.429,403.286,40.714,291.8,53.329,483.571,1417.216,8.021,3015.542,19.197,0.857
BinBoiz,S14,5,6Challenger,0.4,0.2,1.0,1.8,219.2,22.857,274.95,50.401,395.6,1365.623,7.529,2932.032,21.23,0.2
CentuaroTTV,S14,12,6Challenger,0.5,0.583,1.083,2.167,309.833,20.0,354.06,45.648,533.5,1495.581,9.585,3243.819,21.711,0.75
