Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Crazics,76561198307234805,S22,54,Veteran,0.759,0.593,1.426,2.833,346.87,25.379,377.782,55.683,549.315,1507.938,10.981,3133.618,21.608,0.889
Gizmeaux,76561198821740409,S22,28,Veteran,0.75,0.679,0.964,2.357,319.286,32.625,420.2,48.025,630.464,1569.924,18.093,2920.239,25.0,1.143
Nitro,76561198828659770,S22,63,Veteran,0.794,0.508,1.492,2.857,346.619,25.569,375.458,52.77,447.651,1539.633,12.057,3079.379,17.636,0.651
Tragic,76561198210815927,S22,45,Veteran,1.044,0.667,0.978,2.978,378.289,36.985,431.503,46.308,672.356,1653.242,16.719,3146.109,25.813,1.2
ttv. blestbb,6690b6657a1b4be0bf440d317f504f7e,S22,42,Veteran,0.667,0.619,1.357,2.762,350.357,23.875,364.102,44.79,516.857,1451.999,8.463,2810.518,24.049,0.738
Cundy,76561198999650771,S22,63,Veteran,0.429,0.667,1.175,1.873,302.794,23.381,399.409,49.625,521.016,1538.418,13.415,2982.732,21.575,0.619
Dxso(?),76561199245787093,S22,51,Veteran,0.765,0.608,1.333,2.647,357.961,28.69,441.425,47.953,599.157,1643.989,21.038,2772.932,22.247,1.294
Hyper,76561198170053933,S22,21,Veteran,0.381,0.619,1.238,2.19,288.714,19.153,365.329,47.854,458.095,1488.805,12.133,3062.934,20.95,0.714
Irishhhh,76561198039353188,S22,34,Veteran,0.824,0.441,1.324,2.912,348.441,28.205,370.364,52.118,507.912,1513.522,11.295,3025.34,21.71,1.265
P0pfgf,8390d3baa478469e8ae01aa6d4ab2642,S22,60,Veteran,0.9,0.75,1.417,3.283,383.167,28.285,380.459,54.773,526.867,1519.265,12.931,3062.295,21.573,0.733
Shai,76561198877679691,S22,49,Veteran,0.857,0.449,1.469,2.857,353.469,28.859,401.355,48.206,512.245,1523.812,15.287,3108.375,18.671,1.265
Verza,76561199072650602,S22,28,Veteran,1.0,0.429,1.25,2.786,362.679,43.117,462.13,47.209,522.821,1632.019,21.196,3145.303,20.468,1.321
M1ke1sMy1ke,76561198104087967,S22,43,Veteran,0.465,0.488,1.349,2.0,297.047,21.234,400.802,46.468,579.791,1494.956,13.744,2993.775,19.983,1.465
Arbartenn,76561198013725111,S22,46,Veteran,0.674,0.696,1.217,2.783,331.804,25.381,341.601,46.301,481.783,1498.756,10.507,2996.622,21.172,1.13
crackdragon,76561198192599715,S22,36,Veteran,0.833,0.528,1.5,3.0,378.167,23.337,344.034,46.873,458.167,1565.848,12.688,3056.577,19.664,0.889
halibut907,76561198069464003,S22,64,Veteran,0.609,0.484,1.672,2.0,362.516,31.793,468.371,50.98,723.781,1614.657,18.462,3051.507,21.606,0.609
i like bananas,76561197978312243,S22,14,Veteran,0.5,0.357,2.071,2.071,335.357,22.959,315.811,49.061,580.714,1369.367,7.263,3104.573,22.004,0.571
janixity.,ef11dc6011c549dd8bd1840abf92bc5d,S22,56,Veteran,0.696,0.5,1.536,2.429,342.857,28.416,419.438,42.52,498.839,1565.407,12.892,2873.444,24.107,1.536
BawaRL,BawaRL,S22,40,Veteran,0.85,0.775,1.55,2.9,384.05,30.543,408.957,47.411,515.825,1528.589,15.703,2637.682,21.705,1.0
BlitzzyG,c8a3301c31114fe8b2a3921b9f948762,S22,44,Veteran,0.614,0.614,1.091,2.545,320.318,21.641,355.506,52.028,461.432,1530.139,16.197,3094.934,20.012,1.477
Pana,76561198272858910,S22,20,Veteran,0.35,0.35,1.65,2.25,290.05,14.405,344.82,49.21,319.8,1460.788,11.353,3367.097,16.174,0.9
SlmRnchr,76561198821775220,S22,39,Veteran,0.897,0.513,1.0,2.333,321.487,38.525,280.881,52.196,509.615,1424.939,8.919,3075.596,24.793,0.282
TDeez,76561198271125109,S22,26,Veteran,0.808,0.423,1.538,2.154,328.0,40.631,333.602,45.108,444.538,1454.803,8.577,2917.757,18.779,1.038
Wafe,76561198060471776,S22,62,Veteran,0.806,0.532,1.419,2.694,380.806,30.182,436.792,49.238,538.516,1560.977,14.666,2856.79,22.368,1.177
sej.,76561198424620914,S22,38,Veteran,0.658,0.447,1.474,2.132,335.605,29.304,422.022,49.623,497.395,1593.109,17.645,2941.056,19.577,1.026
BaldManStreamer,7787f26c03fd40ec8146b571bc74b717,S22,35,Veteran,0.886,0.429,1.314,2.6,359.657,34.275,348.19,45.63,488.971,1486.881,10.115,2925.546,20.249,0.743
Captain Daddy,76561198089167042,S22,52,Veteran,0.808,0.769,1.462,2.558,379.462,30.61,403.873,48.915,499.885,1530.743,14.501,2916.439,20.071,1.346
DrSkimMilk,f28aab43e06849b185d7cc8d68f74ed2,S22,48,Veteran,0.625,0.292,1.083,2.146,275.062,29.722,320.862,50.917,403.729,1415.93,7.37,3141.539,18.817,0.542
Panick,76561198846682963,S22,58,Veteran,0.776,0.638,1.0,2.845,332.172,25.963,352.419,50.113,570.793,1539.089,14.45,2988.31,22.88,1.224
iProfessorEx,76561198121137358,S22,40,Veteran,0.7,0.375,1.725,2.675,371.525,25.634,334.174,47.886,448.275,1455.359,8.204,2917.487,19.08,0.575
monterszn,76561198002507983,S22,58,Veteran,0.517,0.638,2.069,2.224,384.362,25.448,353.19,49.14,409.603,1463.749,9.356,2842.239,18.901,0.845
Gray,76561198424109470,S22,64,Veteran,1.219,0.438,1.578,3.562,435.406,35.966,368.396,51.742,545.594,1508.407,10.749,3038.766,22.582,0.906
Heyzisthename11,76561198359712582,S22,58,Veteran,0.655,0.879,1.086,2.466,332.276,24.678,340.198,49.047,434.259,1443.411,8.558,3200.641,19.358,0.845
J.,76561198890426742,S22,61,Veteran,1.016,0.574,1.541,3.016,384.098,33.2,381.862,44.286,436.344,1520.704,12.362,2970.688,19.677,0.607
Jackowanou,e513a216851648d6872058833e273ea4,S22,56,Veteran,0.786,0.679,1.393,2.768,373.554,28.525,368.87,49.15,470.821,1450.862,6.848,2873.96,20.931,0.393
Killer,76561198802041934,S22,60,Veteran,0.717,0.7,1.65,2.95,390.933,23.997,391.005,50.064,585.967,1530.754,13.003,2745.06,23.069,1.167
bradyK-,a6764e29b64a4a958e2e36e16bae1b0d,S22,59,Veteran,0.695,0.661,1.068,2.271,323.475,30.48,385.007,50.369,556.695,1545.357,16.319,2932.289,22.082,0.763
Absolutely TOR,76561198098562175,S22,40,Veteran,0.65,0.65,1.725,2.025,358.6,36.739,344.922,51.386,453.1,1508.084,11.046,3094.931,18.926,1.05
BanThisOne2,3d0c65e192a34f93a9c1e66b1d447406,S22,63,Veteran,0.73,0.603,2.111,2.397,406.159,28.028,399.472,45.92,450.952,1457.194,13.286,2945.1,19.355,1.175
HiChew.RL,662690e031794644ba858574826f82ff,S22,32,Veteran,0.469,0.844,1.594,2.531,364.375,18.682,379.416,46.739,397.5,1530.602,11.977,3141.214,19.111,0.688
Nahzey,76561198394601341,S22,53,Veteran,1.132,0.642,1.321,2.811,387.566,38.177,440.856,47.371,562.774,1582.466,16.723,3065.393,22.754,1.245
Sly,76561198373909996,S22,35,Veteran,0.486,0.571,1.029,1.714,279.257,21.193,304.686,51.507,373.971,1429.322,8.334,2882.187,18.261,0.714
WP_Merciless,WP_Merciless,S22,13,Veteran,0.846,0.231,1.846,1.846,366.692,37.802,376.261,50.405,458.077,1548.667,13.345,3053.098,18.145,1.077
steel.reserve,1a06bdecfe354893bccd79bc3e0a9454,S22,51,Veteran,0.863,0.588,1.373,2.373,357.098,37.349,354.605,45.59,513.745,1448.221,10.476,2892.365,22.403,0.843
Catlas,76561198880931349,S22,60,Veteran,0.7,0.683,1.65,2.833,370.533,24.115,433.149,49.152,592.9,1540.081,14.072,2911.576,20.657,1.55
Dom,76561198129279257,S22,29,Veteran,0.966,0.69,1.793,2.276,421.345,43.289,367.696,49.66,467.241,1499.659,10.913,3351.225,17.308,1.345
Moxen,76561198115849836,S22,16,Veteran,0.812,0.375,1.0,2.625,311.125,31.566,419.929,46.265,599.25,1521.415,13.52,2924.66,23.23,1.0
Nuummite,76561198084050154,S22,64,Veteran,1.062,0.656,1.156,3.516,397.156,29.86,310.079,43.53,413.469,1359.342,5.379,2779.2,22.093,0.375
SirTommyNoble,20be1a744bef485cad32d2d57afb5678,S22,60,Veteran,0.817,0.683,1.333,2.967,375.8,25.679,419.191,48.413,551.933,1542.173,13.138,3030.241,20.129,1.067
gcol,76561198840761563,S22,55,Veteran,0.927,0.618,1.364,2.491,359.364,37.191,377.793,45.211,508.073,1407.239,8.306,2984.565,19.869,0.745
Azorh <3,76561198120438081,S22,57,Veteran,0.526,0.491,1.702,2.491,344.246,20.751,325.415,50.969,393.07,1524.885,8.265,2976.128,19.426,0.316
Braybaum02,76561198175584229,S22,58,Veteran,0.966,0.345,1.569,2.397,379.81,38.047,358.604,51.113,479.724,1517.123,10.966,2966.022,20.557,0.741
Drupenson,76561198142265161,S22,17,Veteran,0.706,0.235,0.647,2.471,250.0,27.199,338.954,48.999,543.588,1451.582,10.959,3044.677,21.198,1.0
Dx Geo xD,e1b927ab097946dab4aa0635e1761442,S22,38,Veteran,0.974,0.553,1.342,2.816,382.026,35.568,430.117,49.944,642.342,1567.449,15.459,2711.265,24.396,1.342
Tinsel,76561198395631967,S22,31,Veteran,0.613,0.677,1.323,2.452,349.645,20.406,339.487,50.99,461.161,1568.732,13.057,3069.629,21.7,1.0
cJax,76561197991326348,S22,41,Veteran,0.415,0.488,1.634,1.707,308.049,22.536,331.839,48.007,377.415,1443.718,8.043,3096.024,17.75,0.805
lickadoss77,3eaff2d43f774c508405e70051891c0e,S22,57,Veteran,0.807,0.719,1.211,2.632,350.228,29.352,344.128,48.166,583.0,1539.608,14.906,3077.213,23.65,1.018
lovegreyhounds,e8c071dda7814575baacbe594a28342e,S22,48,Veteran,0.958,0.5,1.667,3.292,410.812,28.288,371.303,52.244,429.813,1470.684,12.52,2951.352,18.729,0.687
BigGreenRL,5d2d72b6af524e86a94adad9be1751e5,S22,60,Veteran,0.717,0.4,1.4,2.267,343.883,29.441,379.434,52.975,445.017,1519.431,16.959,2753.695,20.258,1.133
Clyde,76561198008951404,S22,37,Veteran,0.595,0.676,1.405,2.351,330.649,29.444,358.683,49.691,469.622,1518.462,12.066,3191.739,18.04,0.622
Dub_Dill,69b0adb342994a3691945410a8944fc3,S22,43,Veteran,1.0,0.884,1.163,2.674,378.558,34.838,358.433,56.131,560.535,1512.954,12.148,3228.324,25.144,0.744
PackerBoy6,PackerBoy6,S22,6,Veteran,1.0,1.0,1.667,3.333,426.5,40.067,434.084,50.43,636.833,1570.307,18.017,2844.105,20.294,1.167
Stemantics,76561198853269590,S22,60,Veteran,1.1,0.667,1.283,3.083,399.367,35.344,342.894,52.316,540.1,1489.957,11.554,3088.582,20.983,1.383
azurified,76561198162258881,S22,64,Veteran,0.859,0.438,1.188,2.844,352.125,30.244,376.853,48.137,510.781,1508.813,15.801,2999.244,21.029,0.797
jj.dunbar,3fdc52ebf78d4fd0997e296d5a15c7ff,S22,28,Veteran,0.5,0.321,0.893,1.643,255.286,27.024,439.683,48.311,712.821,1584.505,17.511,2986.599,22.019,2.107
ARJ,76561198089674926,S22,58,Veteran,0.793,0.534,1.241,2.5,344.293,31.031,372.8,45.32,414.724,1500.403,10.856,2907.119,20.934,0.983
Frog_Boot,76561198312497575,S22,62,Veteran,0.952,0.613,1.274,2.952,381.161,31.316,358.138,49.993,474.677,1451.304,10.105,2728.175,23.313,0.871
Metatonixz,76561198880695163,S22,63,Veteran,0.698,0.571,1.111,2.476,324.841,27.553,377.631,50.493,548.651,1498.131,11.22,3160.699,21.319,1.0
zxch(?),76561199029926605,S22,47,Veteran,0.681,0.681,1.277,2.255,338.638,28.119,379.812,53.334,510.532,1570.607,15.338,2974.419,22.482,1.043
Tyyphoon454,76561198180791899,S22,48,Veteran,0.729,0.438,1.417,2.771,330.938,26.003,358.166,49.183,493.187,1517.955,14.049,3122.412,22.633,2.208
derrrrrrrrp,a153f04c9f774ae0a82c4661e8715300,S22,37,Veteran,0.784,0.378,1.486,2.351,322.541,35.078,353.92,45.745,468.73,1493.55,12.139,3106.489,18.45,1.324
nizz,76561198110165512,S22,23,Veteran,0.478,0.304,1.304,2.217,267.87,19.42,329.25,47.94,370.739,1387.784,7.58,2973.658,16.43,0.391
Dirt D Dan,78f7e53613d344fb9207ac4a29bb733a,S22,63,Veteran,0.714,0.556,1.238,2.667,345.857,26.254,384.472,48.157,418.73,1490.322,11.519,3041.167,18.575,0.556
BossMan,76561198342283142,S22,44,Veteran,0.864,0.477,1.159,2.841,331.182,29.628,370.538,50.718,534.523,1489.854,10.954,2916.522,23.082,1.227
FuDaah,76561198087504031,S22,51,Veteran,0.745,0.451,1.333,2.804,327.0,27.278,397.389,50.534,597.922,1529.976,12.661,2880.754,23.159,1.569
Jay_Kay99,f0ac5de726784b339bf583830dd6bd39,S22,56,Veteran,0.982,0.589,1.357,2.786,377.821,34.922,341.781,48.378,440.982,1426.418,9.303,2940.968,20.451,1.196
Logixaal,76561198353637151,S22,29,Veteran,0.759,0.552,1.138,2.138,328.448,38.892,330.931,50.446,368.0,1492.7,14.866,2878.809,19.285,1.034
Yami ^^,76561198217854513,S22,63,Veteran,0.841,0.524,1.286,2.825,344.556,28.506,413.842,50.085,515.222,1532.877,15.399,3128.174,19.464,1.476
sYNXNZ.,97afc532349149558402ef0766c082d0,S22,49,Veteran,0.878,0.633,1.408,2.918,382.898,30.851,356.258,58.001,480.49,1502.672,12.864,3006.875,21.4,0.612
Evil Gooby,26eb604ca4644fbf848816653a71e265,S22,64,Veteran,0.453,0.312,1.562,1.797,294.281,23.994,380.455,49.138,371.266,1487.434,12.342,3048.271,15.17,1.406
DeathFletch,0c959ca3ee7c4a198068f27e5367e28a,S22,42,Veteran,0.81,0.619,1.071,2.548,340.119,34.96,379.685,49.149,515.762,1463.152,11.46,2954.109,21.437,1.262
DribblingPenguin,76561198283234467,S22,62,Veteran,0.694,0.677,1.645,2.645,368.032,27.644,434.612,49.236,549.806,1551.946,13.83,2926.59,20.987,0.774
Reverse Fridge,76561198084036498,S22,27,Veteran,0.778,0.259,1.037,2.593,315.37,30.94,395.308,49.466,591.519,1527.924,18.151,2891.375,20.251,0.889
anth0tex,anth0tex,S22,47,Veteran,0.83,0.404,1.277,2.319,322.745,38.871,371.97,47.018,410.064,1497.019,10.141,2924.42,17.884,0.532
Assassin_funny.,76561198887431688,S22,18,Veteran,0.5,0.611,1.5,2.167,302.833,21.66,356.976,50.548,500.167,1407.761,10.442,3068.1,19.123,0.611
luckyy.12,7305824a5ea340c692faa52b1eac25b2,S22,57,Veteran,0.544,0.614,1.807,2.421,358.175,19.946,394.079,47.689,427.93,1532.82,15.694,2926.559,18.335,0.912
BIGbadBULLMAN13,d8295f2ba033422fa5c3703902c1a5e9,S22,41,Veteran,0.756,0.585,1.439,2.756,352.0,27.33,428.506,50.069,658.146,1562.672,16.678,3059.931,22.585,1.756
dmxtt.,902e14d47a8c4fd69683968f481d1cfd,S22,60,Veteran,1.283,0.617,1.267,3.517,432.717,37.23,387.409,50.101,559.617,1484.703,11.831,2932.53,20.942,0.583
Escape_Plan,76561199006058482,S22,42,Veteran,0.762,0.357,1.214,2.5,327.81,31.035,375.349,49.572,346.524,1468.319,9.509,3095.886,19.507,0.738
Terx,76561198070062285,S22,63,Veteran,0.603,0.667,1.079,2.333,297.778,25.871,393.585,45.536,396.492,1526.363,10.899,2991.865,18.888,0.921
The_Wheelman_95,dc4769f020c844f29ee1fd8fa310d9a5,S22,33,Veteran,0.818,0.697,1.485,2.212,361.485,37.515,436.769,48.526,731.242,1638.781,21.719,3174.939,22.057,3.152
depressed vibez,5357638cce23475585365ae17bc88c40,S22,36,Veteran,0.833,0.778,1.167,2.694,349.611,30.313,386.382,44.37,463.972,1523.8,11.759,2788.545,23.619,0.667
jknop2,76561198387717383,S22,60,Veteran,0.65,0.683,1.717,2.333,379.933,27.773,370.304,48.437,499.783,1490.184,12.618,2997.061,21.471,1.4
Faolaen,ed3b7f9ab1b64c69ac793fff59a53699,S22,44,Veteran,0.523,0.341,1.432,2.205,317.227,24.233,394.426,51.184,392.409,1539.982,12.767,3220.155,17.692,0.591
