Player,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
GreenGoFantastic,S13,3,8Contender,0.333,0.333,1.0,2.0,270.667,16.667,358.502,40.3,423.667,1343.308,5.75,2910.09,15.177,0.667
doomhunter,S13,1,8Contender,1.0,0.0,0.0,4.0,256.0,25.0,313.0,52.25,178.0,1440.0,8.372,3226.0,20.328,1.0
MissionaryJackk,S13,4,8Contender,0.75,0.0,0.5,3.25,249.5,23.077,407.489,48.342,494.25,1461.484,9.768,3214.738,25.759,0.5
dyl,S13,4,8Contender,1.25,1.0,0.5,4.5,414.0,27.778,375.726,52.716,647.75,1498.52,11.436,2852.748,25.017,1.0
Sharkkillar06,S13,4,8Contender,0.75,0.25,0.75,2.5,282.75,30.0,309.287,42.038,273.75,1411.647,6.705,2752.628,23.29,0.25
D3WLY,S13,4,7Prospect,1.25,0.25,0.5,3.0,320.5,41.667,293.703,50.858,275.0,1425.385,7.49,3237.697,18.044,0.5
Kflip11,S13,4,7Prospect,0.75,0.75,1.0,2.0,284.0,37.5,246.452,36.84,260.0,1140.85,8.088,3036.774,21.039,0.75
MayDay369,S13,6,7Prospect,0.5,0.5,0.833,1.833,253.833,28.333,335.868,47.359,585.833,1449.641,8.66,2937.343,22.938,0.5
PHHIX,S13,3,7Prospect,0.333,1.333,0.333,1.0,269.333,33.333,323.934,46.574,433.333,1475.997,9.769,3021.983,20.614,1.0
Powerof3,S13,12,7Prospect,0.333,0.667,1.583,1.333,277.75,20.556,380.987,45.717,448.5,1541.289,13.54,3220.612,20.366,0.917
Redfire0817,S13,11,7Prospect,0.636,0.455,1.0,2.727,320.455,23.267,407.493,50.599,540.273,1528.632,14.831,2392.24,25.509,1.182
Smba-,S13,10,7Prospect,0.8,0.2,1.1,2.7,299.5,30.076,404.261,46.175,366.3,1537.408,12.02,2944.488,21.493,0.8
batsly,S13,2,7Prospect,1.5,1.0,2.0,4.0,482.5,37.5,312.116,37.11,205.0,1405.536,5.603,2790.199,13.948,0.5
Beni Lava,S13,8,7Prospect,1.0,0.125,1.375,2.75,349.0,34.848,372.296,47.355,478.5,1548.191,13.916,2966.23,19.351,1.375
Carno,S13,8,7Prospect,0.25,0.375,0.5,1.375,197.5,12.5,330.061,52.847,523.125,1343.453,6.386,3044.771,22.15,1.0
GameyMcGamertag,S13,9,7Prospect,0.222,0.667,0.556,1.889,211.222,13.333,317.56,49.814,344.444,1443.69,8.828,2961.062,17.541,0.556
Made By Miraj,S13,11,7Prospect,0.727,0.364,0.909,1.727,257.545,42.078,273.716,57.87,305.273,1387.101,6.145,3150.825,19.139,0.545
Metabolic,S13,7,7Prospect,0.571,0.571,0.714,3.0,273.571,18.571,338.682,46.755,457.143,1461.919,5.988,2941.644,18.982,0.571
PhoenixArk_7,S13,8,7Prospect,0.375,0.625,1.125,1.625,277.5,22.917,328.67,55.732,460.75,1417.379,10.57,2954.985,20.423,1.0
Quidditch Captn,S13,4,7Prospect,0.0,0.0,0.75,0.0,135.0,0.0,291.456,40.685,202.75,1384.969,5.929,3341.272,10.159,1.0
pre dude,S13,7,7Prospect,1.0,0.286,1.571,2.571,398.571,36.054,308.701,53.119,446.857,1461.67,8.354,3035.818,18.983,0.571
DeaththeKid331,S13,10,7Prospect,1.5,0.4,1.7,2.3,418.2,64.286,253.805,54.471,289.2,1317.392,6.076,3102.213,17.067,0.6
FrostII,S13,4,7Prospect,0.75,0.5,0.75,2.75,331.0,27.273,431.513,49.619,488.0,1507.796,16.803,2659.334,21.628,3.25
RollinDolan,S13,4,7Prospect,1.5,0.5,1.5,2.0,396.25,75.0,267.485,54.501,486.25,1351.021,6.176,3073.613,23.548,1.25
Shogun,S13,4,7Prospect,0.5,0.75,0.5,2.0,243.25,25.0,372.411,62.757,595.5,1453.993,9.601,3044.254,25.158,2.0
TGunn05,S13,11,7Prospect,0.727,0.455,0.545,2.182,278.0,26.407,237.014,45.859,318.545,1322.163,5.174,2931.713,19.011,0.818
Theman,S13,12,7Prospect,0.667,0.917,0.333,1.583,258.833,36.111,314.326,48.269,332.833,1376.82,7.168,3024.103,16.482,0.5
grnigan,S13,4,7Prospect,1.25,0.75,1.0,3.0,384.5,41.667,303.173,49.645,350.5,1375.277,6.057,2921.275,25.452,0.0
Ty,S13,12,7Prospect,1.0,0.25,1.0,1.917,325.417,48.889,312.031,46.788,243.5,1365.554,6.611,3078.998,16.274,0.333
runninghair,S13,4,7Prospect,0.5,0.75,1.0,1.5,273.0,33.333,234.474,50.674,275.0,1336.946,5.347,2919.159,17.531,0.0
tyler,S13,4,7Prospect,1.25,1.5,0.75,3.25,436.75,38.462,409.472,51.715,414.0,1524.692,11.238,3152.426,18.388,0.25
Banshii,S13,4,7Prospect,0.0,0.25,1.0,0.5,164.5,0.0,385.925,43.742,448.0,1462.118,8.308,2917.479,16.066,0.25
RaZzr EliTe,S13,6,7Prospect,0.833,1.0,0.5,2.333,304.5,35.0,303.949,60.461,407.167,1448.607,6.836,2921.115,21.741,0.167
TheNio,S13,6,7Prospect,1.5,0.5,1.167,3.833,428.0,40.196,385.508,50.185,463.833,1508.315,10.584,3073.381,19.908,2.0
peskiest,S13,4,7Prospect,1.25,0.25,2.0,1.75,410.5,71.429,285.246,51.687,280.5,1355.081,6.132,2779.965,15.431,0.25
BB3RK83,S13,8,7Prospect,1.0,0.25,0.625,2.625,286.5,37.5,447.47,48.714,454.25,1518.762,14.233,3220.696,21.064,1.875
Garrison,S13,8,7Prospect,0.5,0.75,0.875,3.25,322.0,16.071,375.456,48.806,361.125,1585.347,16.704,3187.123,18.568,1.125
ItPaysToSlay,S13,2,7Prospect,0.0,0.0,1.5,3.0,272.5,0.0,406.544,44.776,653.5,1586.553,18.652,3182.311,18.637,3.0
The_Hogwired,S13,7,7Prospect,0.143,0.286,0.714,1.286,204.286,9.524,331.11,45.931,282.714,1380.63,8.271,3164.079,14.599,0.429
nacho,S13,7,7Prospect,0.571,0.0,1.143,1.286,280.143,42.857,296.178,50.973,267.0,1410.175,7.478,3003.33,15.031,0.714
turboalpaca,S13,8,7Prospect,0.5,0.375,0.625,2.375,229.25,18.182,325.812,54.265,541.125,1489.387,11.025,3076.111,23.339,1.125
AriseDaft,S13,7,7Prospect,1.143,0.857,0.857,3.0,381.286,43.978,398.173,53.318,442.286,1528.3,11.654,3138.53,22.179,0.429
Nitemare,S13,10,7Prospect,0.9,0.5,0.6,1.9,292.1,52.0,338.197,48.962,230.1,1400.472,7.96,3212.971,16.37,0.6
dizzle,S13,12,7Prospect,1.167,0.833,1.25,2.417,425.083,47.685,329.064,49.15,551.75,1480.027,8.763,2626.778,27.595,0.917
G Robber22,S13,6,7Prospect,0.333,0.333,1.5,2.167,312.0,14.286,317.979,53.392,344.167,1403.272,6.371,3311.7,18.846,0.5
lxserzz0,S13,2,7Prospect,1.0,1.0,1.0,3.0,454.5,33.333,360.593,43.627,482.0,1448.271,11.727,2829.727,21.108,0.5
markoyo,S13,5,7Prospect,1.2,0.2,0.0,2.2,264.4,56.0,307.882,53.296,364.4,1495.576,10.527,3270.028,20.155,1.2
roqket.,S13,8,7Prospect,0.25,0.25,1.0,2.625,291.75,10.096,394.979,52.855,670.625,1619.674,17.832,3306.254,22.126,1.625
M3tabolic,S13,1,7Prospect,1.0,0.0,2.0,2.0,346.0,50.0,338.0,44.32,178.0,1394.0,5.925,3290.0,17.214,1.0
! FrostII,S13,11,7Prospect,1.091,0.909,1.364,2.455,381.091,44.444,380.499,51.293,310.273,1420.569,11.913,2842.607,15.797,1.273
Abeillonnaise,S13,7,7Prospect,0.429,0.143,1.0,2.143,218.714,19.048,312.237,45.042,331.857,1397.36,7.67,3062.158,21.753,0.714
BinBoiz,S13,8,7Prospect,0.75,0.625,0.875,2.125,279.75,34.028,266.373,51.155,334.0,1392.811,8.136,3059.909,20.015,0.5
HAV0C,S13,12,7Prospect,0.667,0.667,1.0,1.917,322.75,33.968,413.489,51.387,602.083,1639.49,17.575,3370.52,23.843,0.75
MnTnD3WmE,S13,8,7Prospect,1.25,0.375,1.0,2.875,416.5,41.667,255.752,54.738,401.5,1416.714,7.644,3178.434,21.731,0.625
Pablo v2,S13,6,7Prospect,1.167,0.667,0.5,2.167,305.667,47.619,406.577,47.211,587.333,1525.173,11.2,3062.366,21.028,1.0
RoseFanatic3615,S13,6,7Prospect,1.0,0.667,1.167,2.0,343.0,43.333,359.578,44.127,510.0,1464.87,7.918,3021.264,23.364,0.667
bobbo174,S13,8,7Prospect,0.5,0.5,1.0,2.25,279.875,22.5,239.798,51.163,411.875,1350.598,4.202,2959.063,20.569,0.25
soba_man,S13,12,7Prospect,0.917,0.75,0.833,3.583,325.417,25.916,312.092,45.876,423.417,1474.678,7.412,3210.129,20.142,0.833
AgentAnime07,S13,4,7Prospect,1.25,0.75,1.75,3.0,401.5,41.667,357.461,44.207,366.0,1501.097,12.417,2993.975,24.158,0.75
Ailurobear,S13,4,7Prospect,1.0,1.25,1.0,1.5,363.75,66.667,351.722,47.641,497.75,1424.376,8.735,3167.38,20.672,2.25
PandaCarriesM3,S13,4,7Prospect,0.75,0.5,2.25,1.5,426.75,50.0,341.18,50.311,301.5,1496.608,14.615,3348.575,16.453,0.75
Baegoooooool,S13,3,7Prospect,1.333,0.0,0.333,1.667,284.667,80.0,300.224,48.162,368.0,1473.023,11.389,3131.491,19.852,0.333
Kyurmex08,S13,4,7Prospect,2.0,0.5,1.0,3.5,465.25,57.143,549.868,47.522,749.25,1640.487,18.926,3170.878,27.48,3.25
benpie24,S13,4,7Prospect,1.0,1.5,2.0,2.0,454.5,50.0,321.14,41.576,479.75,1423.613,8.312,3176.934,19.086,1.25
DomTuT14,S13,4,7Prospect,0.25,0.0,1.0,2.5,234.25,10.0,276.917,40.998,324.25,1351.843,4.001,2928.058,18.686,0.25
Particlect,S13,4,7Prospect,0.75,0.25,1.0,2.25,303.0,33.333,275.345,52.681,285.5,1395.173,5.647,2950.787,17.734,0.75
SolidFisher63,S13,4,7Prospect,0.25,1.25,1.25,2.25,277.5,11.111,331.901,51.907,561.25,1453.014,12.365,3248.707,25.58,2.0
TAT Pitts,S13,4,7Prospect,0.25,0.25,2.0,0.75,288.75,33.333,298.369,51.172,290.5,1409.754,8.794,2976.907,15.438,0.25
the_peskiest,S13,4,7Prospect,2.25,1.25,0.75,3.0,549.0,75.0,356.576,52.313,499.5,1450.441,7.27,2711.281,23.428,0.75
AatxeRL,S13,8,6Challenger,0.875,1.125,1.375,2.375,399.375,36.111,410.714,52.432,660.5,1600.573,15.777,3173.955,22.571,0.875
Leesa-chan,S13,7,6Challenger,0.429,0.143,1.286,1.857,256.857,20.0,371.791,45.678,350.571,1502.363,11.353,3023.403,16.385,0.286
Riddle,S13,8,6Challenger,1.375,0.875,1.5,2.875,434.0,46.923,349.905,48.819,381.875,1491.519,10.3,3060.03,18.576,0.625
SUPERDUPERBAM,S13,8,6Challenger,1.0,0.625,1.5,3.0,394.75,31.111,366.97,54.288,740.75,1554.963,14.769,3205.296,22.677,1.25
Whymer,S13,9,6Challenger,0.556,0.667,1.333,3.111,357.0,18.918,401.773,44.144,399.0,1543.678,12.435,2871.731,20.023,1.0
musah,S13,6,6Challenger,0.833,0.333,1.333,2.333,331.667,35.417,283.773,46.881,309.667,1422.411,7.915,3235.123,18.135,0.833
xCHEF,S13,7,6Challenger,0.714,0.286,0.714,2.429,266.143,30.612,275.741,52.243,343.429,1430.84,6.251,2975.971,18.529,0.286
AshuraxGaming,S13,8,6Challenger,0.875,1.0,1.0,2.75,376.125,30.952,348.898,48.366,398.5,1505.705,9.032,2972.174,22.409,0.625
Clockwork7678,S13,10,6Challenger,0.5,0.5,1.5,3.0,335.4,17.087,277.528,55.053,363.6,1362.694,7.977,3100.043,23.335,0.4
Ofodo,S13,13,6Challenger,0.615,0.385,1.154,2.231,294.385,26.41,335.753,44.512,395.692,1430.067,7.876,3256.573,20.543,0.769
Parkkid,S13,10,6Challenger,0.7,0.4,1.0,3.4,326.7,20.162,298.233,46.697,482.1,1384.952,7.72,3045.123,20.343,1.1
blindvisionary,S13,12,6Challenger,0.5,0.5,1.333,2.167,330.583,20.635,321.85,48.947,466.167,1459.619,9.731,2804.042,23.554,1.333
nyrooxx,S13,4,6Challenger,0.75,0.25,1.25,1.25,368.0,60.0,342.488,54.18,424.0,1427.022,9.805,2924.769,18.567,1.0
sweetnlow120,S13,14,6Challenger,1.071,0.643,1.571,2.357,383.714,48.139,323.748,48.728,439.357,1439.446,9.898,3334.69,17.736,0.429
Crypt1cGames,S13,9,6Challenger,0.444,0.333,1.667,1.889,268.0,24.444,358.681,48.953,368.0,1484.7,10.035,3110.012,16.437,0.556
DaTurquoisOrang,S13,16,6Challenger,0.75,0.688,1.438,2.562,385.562,29.583,292.145,47.511,452.938,1443.316,8.761,2909.368,20.25,0.688
levibullrush,S13,12,6Challenger,0.667,0.25,1.583,2.333,353.5,24.644,398.506,54.746,536.833,1519.071,13.779,3222.496,18.665,1.083
AKU Lmlt,S13,15,6Challenger,0.933,0.6,0.6,2.533,321.333,36.222,346.013,48.944,361.6,1461.47,8.749,3180.836,20.69,0.6
Acyke,S13,6,6Challenger,0.667,1.0,1.333,2.0,332.5,37.143,308.089,51.994,425.5,1381.948,8.315,3103.084,20.185,0.667
AgameCP,S13,6,6Challenger,0.167,0.5,1.167,1.167,263.333,16.667,254.793,53.209,323.0,1462.364,7.615,3341.248,20.338,0.667
Chromium_FIRE,S13,7,6Challenger,0.429,0.143,1.571,1.286,281.857,33.333,320.781,59.307,362.714,1382.569,6.347,3155.826,18.017,0.429
Primed,S13,6,6Challenger,0.833,0.333,0.833,2.333,292.667,36.667,312.791,44.308,398.5,1464.976,7.638,2874.755,21.138,1.333
Space,S13,19,6Challenger,0.842,0.579,0.737,2.842,325.526,30.829,409.858,48.583,510.158,1492.386,11.634,3037.819,24.002,0.632
TheNoobishLord,S13,18,6Challenger,0.5,0.444,0.944,2.833,277.222,19.012,325.987,53.81,457.944,1424.096,9.005,3170.604,20.679,0.611
TonyMenji,S13,6,6Challenger,1.0,0.667,2.167,2.167,417.0,54.167,306.419,48.874,442.167,1499.47,7.687,3033.566,22.608,0.333
Draconium,S13,6,6Challenger,0.333,0.333,1.333,1.167,269.833,9.524,336.518,43.575,388.667,1480.531,9.038,3181.333,19.033,0.833
Draxz.,S13,8,6Challenger,0.75,0.375,1.125,2.5,334.5,31.25,343.306,48.008,370.5,1486.359,12.43,3080.555,18.172,0.375
DrivingWebster,S13,1,6Challenger,1.0,0.0,0.0,2.0,258.0,50.0,331.0,51.12,410.0,1429.0,5.761,3349.0,18.127,1.0
