Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
DaMoneyPot,393d0b6538154b368e0e2c3c58047400,S26,14,Contender,0.571,0.286,1.0,2.286,258.286,24.847,340.591,53.612,562.429,1463.196,9.639,2992.58,27.559,1.214
IrisReasoning,76561198045657139,S26,12,Contender,0.833,0.333,1.833,2.75,392.417,27.758,365.561,47.805,345.167,1441.247,11.254,2843.403,21.361,0.917
P0lyph3m0us,P0lyph3m0us,S26,8,Contender,1.0,0.625,2.125,1.875,420.75,52.083,395.569,45.143,333.625,1510.221,14.381,2778.643,19.442,0.875
Pulsa4r,be31088db353430498fcea62cb802edc,S26,8,Contender,0.5,0.625,0.375,1.875,206.75,29.464,402.694,50.66,339.5,1413.321,9.596,3128.823,17.102,0.5
Shadows_ss,76561198423772756,S26,7,Contender,0.571,0.0,0.857,1.714,228.714,35.714,426.048,49.872,590.714,1629.771,16.178,3528.033,21.269,2.857
sG InsomNia,sG InsomNia,S26,4,Contender,1.0,1.0,0.0,3.0,316.0,33.333,425.804,48.776,558.25,1521.964,14.126,2996.835,20.895,2.0
tysonmaint,tysonmaint,S26,13,Contender,0.769,0.154,1.0,2.154,295.769,32.692,324.079,49.476,419.231,1403.715,8.026,3064.21,21.838,0.692
BonsaiPanda1775,BonsaiPanda1775,S26,7,Contender,0.0,0.143,1.429,1.143,203.429,0.0,329.664,49.524,400.286,1439.28,7.625,2912.926,18.028,1.143
GeneralLeigh91,404d439487eb48af9a93f70f58854e2d,S26,10,Contender,0.6,0.6,0.7,2.2,311.0,21.742,320.109,52.014,379.2,1448.07,10.062,3204.715,19.719,0.7
LostRedjordan,LostRedjordan,S26,10,Contender,0.8,0.6,0.9,2.3,323.9,35.0,442.911,44.946,672.6,1459.833,9.222,2956.623,21.525,0.9
MRK720,5203f9aee213440caf1623aeba3ead1c,S26,11,Contender,0.455,0.455,0.909,1.818,253.273,25.455,377.974,47.493,427.455,1463.553,11.771,3373.297,19.317,1.455
MoonKnight2,6100287681b041b588c32be90d433c75,S26,7,Contender,0.714,0.286,1.143,2.429,309.0,35.238,324.516,50.967,449.857,1418.175,7.352,3338.437,18.237,0.286
b00kre,73896e1edb614a8bba5ff0c440554751,S26,5,Contender,0.4,0.0,1.2,2.4,265.8,11.429,392.572,48.408,516.4,1489.601,11.976,3057.467,20.966,0.6
bradyisadopted,76561199014273028,S26,10,Contender,1.0,0.2,1.1,3.2,361.2,25.524,426.587,48.257,529.1,1564.552,12.838,2946.315,21.238,1.7
itxmarina_,c870ff24d3494eb6964808073ee1c8bc,S26,10,Contender,0.6,0.3,1.6,2.4,373.3,18.214,379.771,53.685,483.6,1440.645,10.031,2882.926,19.264,0.9
***************,***************,S26,6,Contender,1.333,0.333,1.333,2.667,416.333,43.333,311.361,53.23,361.0,1449.031,6.947,2994.244,17.744,0.333
Carno,76561197972805966,S26,9,Contender,1.111,0.444,1.444,2.222,368.889,41.667,342.948,48.879,378.556,1378.78,8.348,3041.983,17.351,0.333
DadOf5BoyZ,76561197997195103,S26,9,Contender,0.444,0.222,1.333,2.444,292.444,16.19,297.682,51.132,557.222,1404.324,10.266,3022.83,19.71,1.0
Oh_Wentzy,Oh_Wentzy,S26,9,Contender,0.667,0.444,1.222,2.333,333.444,27.857,305.957,47.93,271.556,1381.185,6.286,2912.465,17.387,0.222
Sup3rm4n,76561199045527374,S26,9,Contender,0.444,0.222,1.333,2.222,260.556,22.685,329.712,50.875,328.889,1370.564,5.701,3172.035,17.715,0.556
iiHeapCheap,270d346df1af4f7b875b899071c79813,S26,9,Contender,0.667,0.333,1.333,2.333,317.444,32.727,356.198,49.668,354.444,1399.475,7.674,3133.354,20.581,0.444
superstrikzz,982b43a870b34eb2851f177ada5df392,S26,9,Contender,0.556,0.333,1.222,2.556,321.0,22.778,382.408,42.452,471.444,1388.721,11.295,2773.504,21.859,1.667
tempo,76561199032127716,S26,9,Contender,0.222,0.556,1.0,1.889,273.0,12.037,269.928,48.972,368.556,1316.184,6.872,3112.027,18.538,0.667
Angry-Hermit,76561197990991184,S26,9,Contender,0.444,0.111,0.889,1.778,243.333,25.185,361.37,49.734,505.0,1468.475,9.137,3030.483,20.179,0.444
El Booger Sugar,El Booger Sugar,S26,11,Contender,1.273,0.545,1.545,2.818,441.0,46.494,319.55,52.225,452.818,1439.349,8.188,2854.401,19.971,0.545
Heimfari,e280cfb7d7df42c1ac3dc78649e2511b,S26,10,Contender,0.7,0.1,0.8,2.1,226.8,30.0,296.629,42.866,536.1,1437.432,8.29,3320.525,21.714,0.4
Rocketgirl_32,c3924fa6d1904e809b3538692c5cb6de,S26,10,Contender,0.9,0.1,2.0,2.2,372.2,42.576,325.266,54.143,437.6,1449.923,9.692,3371.937,16.863,0.6
Ur.Fav.Spirit,bf1a95360e2d4655a03224c6872fff49,S26,6,Contender,0.167,0.667,1.167,3.333,329.0,5.556,413.755,51.757,401.667,1427.732,9.748,2906.893,21.75,0.5
kgfan3,b6f38040e9e244f58620d2b3bf99b44b,S26,13,Contender,0.846,0.923,0.615,1.769,335.923,39.879,304.741,47.863,463.231,1384.746,6.378,2932.811,21.201,0.846
maxf,76561197961145286,S26,3,Contender,0.333,0.333,1.667,0.667,258.667,50.0,262.752,47.247,165.333,1353.615,6.93,2830.604,13.579,0.333
n00bpr0n,76561198089870705,S26,10,Contender,0.4,0.6,0.5,2.2,239.8,19.0,286.955,53.442,511.0,1423.644,8.47,3157.194,21.843,0.2
popayes5,76561198400592238,S26,8,Contender,1.875,0.875,0.25,4.25,441.875,43.403,449.337,45.976,452.625,1509.655,11.451,2768.404,25.225,1.25
scarn.,5605590142154f08b62e6b30895b2b6a,S26,5,Contender,2.0,0.0,0.8,4.2,418.4,50.25,343.485,50.508,449.6,1375.611,8.158,2984.552,19.395,0.0
seandfeeney,e2d2059ad25a49f4baedf512ca380259,S26,6,Contender,0.333,0.333,1.333,1.167,226.0,66.667,278.793,51.373,294.667,1382.314,8.167,3308.434,18.095,0.333
Golden2681,76561198037779125,S26,10,Contender,0.4,0.4,0.8,1.2,222.2,32.0,333.719,48.424,396.6,1412.635,6.885,2986.969,18.484,0.5
Keso-_-_-,da3d596e641b407ebe98e14b7a07035f,S26,12,Contender,1.083,0.25,1.167,2.75,379.333,38.889,461.879,43.831,517.5,1558.959,14.092,3154.823,21.854,0.833
Salty Num Num,c29770f547264e159a545f45a70a6149,S26,9,Contender,0.444,0.222,0.778,1.889,278.444,19.907,377.315,46.054,430.0,1442.116,11.08,3086.556,15.088,0.667
TTVst1x4r,6b5f5c05ec8247c6a383d8f65e26ce0e,S26,12,Contender,1.167,0.417,1.583,3.25,449.417,38.182,436.815,50.122,381.917,1567.85,13.614,2751.749,20.498,0.667
TrytonsShadow95,7b69023094ab4420858339a35f0980f7,S26,12,Contender,0.583,0.667,1.167,1.917,322.667,30.536,432.202,47.574,402.333,1566.717,15.738,2876.17,18.707,1.75
Tyson_WA,61aa3776b62b44b3926b08a981326fb9,S26,9,Contender,1.0,0.444,1.333,2.889,362.222,34.722,254.182,49.765,432.778,1373.962,4.737,3099.419,20.131,0.111
Xx_pink_man95_xX,Xx_pink_man95_xX,S26,7,Contender,0.429,0.286,0.857,2.286,261.429,14.286,445.657,49.764,564.857,1676.225,22.052,3204.874,18.016,2.143
YERP_YERP02,2ac8bba34ad441eb8297b6584c354c5b,S26,10,Contender,0.2,0.8,0.2,2.6,187.1,6.0,318.654,44.107,482.8,1445.757,7.603,3331.394,24.148,0.3
Zynra___,Zynra___,S26,2,Contender,1.0,0.0,3.0,1.0,358.0,100.0,184.0,37.42,197.0,1263.0,2.74,3093.0,11.258,0.0
waynswrld,waynswrld,S26,8,Contender,1.125,0.25,0.875,2.375,317.625,47.857,290.72,49.595,296.75,1427.388,7.093,3063.974,18.671,0.5
BlackAngel7533,BlackAngel7533,S26,6,Contender,0.333,0.5,0.667,1.667,224.5,19.444,313.632,58.046,253.333,1461.118,9.315,2965.403,15.801,0.0
Classy-God57,76561198805292933,S26,2,Contender,0.5,0.0,2.5,0.5,341.5,100.0,296.524,50.556,350.0,1239.758,5.784,2908.348,11.013,0.0
DaddyBobGaming,DaddyBobGaming,S26,9,Contender,0.556,0.0,1.889,1.667,306.333,31.481,406.135,49.747,475.333,1470.652,12.926,3148.027,18.36,1.0
DemonicKing2957,9f6dc966cab6400d95c14f87dcebe42d,S26,2,Contender,0.0,1.0,1.0,1.0,216.0,0.0,337.343,52.88,259.5,1394.552,7.618,3115.924,16.083,1.0
EvilSuperman_,b6bd12d7a7114d66862bb5d39b41f01d,S26,9,Contender,0.444,0.444,0.778,2.778,255.333,15.825,281.908,49.145,349.0,1386.99,5.881,3156.886,24.537,0.778
Korrello,9e3055d64442427fbf3258ad4c0d5682,S26,11,Contender,0.636,0.364,1.182,3.0,343.091,20.303,332.85,52.005,465.273,1460.922,10.12,3114.51,22.334,0.727
QuaviusProd,QuaviusProd,S26,10,Contender,0.6,0.3,0.6,2.0,272.8,29.563,396.423,49.684,595.0,1451.32,10.094,3083.787,21.356,0.9
iSilently,f5ab1448d78c4086a52189131060d9fe,S26,8,Contender,0.625,0.375,0.875,1.625,265.375,35.0,379.689,49.542,523.875,1439.515,10.448,3149.195,20.539,1.0
Pistonless,da40b2edc6b84674bf219d9ba18484b6,S26,9,Contender,0.333,0.333,1.778,2.111,350.556,17.222,339.748,55.617,416.667,1353.722,9.123,3024.2,16.349,0.333
C_Sinica12,01646daa8e6a49fc92c3067cc183fc64,S26,1,Contender,1.0,1.0,0.0,1.0,210.0,100.0,235.0,58.21,192.0,1446.0,5.822,3336.0,22.075,0.0
Caiman,76561199054956863,S26,2,Contender,1.5,0.0,0.5,3.5,404.5,42.857,346.087,57.503,678.5,1324.241,6.128,2537.395,26.384,1.0
D0peyFsh,32005b9372c446a7a1d1b1efbdd5bb2f,S26,8,Contender,0.875,0.5,0.75,2.0,311.25,44.643,343.166,50.987,380.25,1449.553,9.64,3096.772,21.032,0.625
N0MrThomasMn,N0MrThomasMn,S26,1,Contender,0.0,0.0,2.0,0.0,231.0,0.0,196.0,46.36,195.0,1269.0,5.307,3199.0,9.037,0.0
Savant Cyclops,76561198372487430,S26,5,Contender,0.6,0.6,0.8,0.8,248.0,80.0,417.224,43.808,422.8,1484.436,11.776,3005.789,21.158,1.2
ShiftDrink,a3755dac3d894b8f849f0c363589c6d4,S26,9,Contender,0.889,0.778,0.778,3.444,369.778,27.037,290.867,43.125,238.111,1449.051,7.65,2899.63,19.122,0.333
Spaceballs80423,Spaceballs80423,S26,9,Contender,0.222,0.333,1.111,1.778,249.778,10.516,259.808,48.297,383.0,1359.451,6.01,2933.852,18.791,0.444
SpicyMcNugSauce,2609a6c6b7b2479ba6c3e834b0fc4a37,S26,4,Contender,1.0,0.25,0.25,2.75,254.5,36.667,394.073,56.424,348.5,1500.874,11.035,2956.671,21.269,1.75
bestpickle,76561198125171406,S26,2,Contender,1.0,0.5,0.0,1.5,266.0,66.667,343.102,48.881,230.0,1456.66,8.413,2988.577,18.176,1.0
gyro_slr,5aba7f4a399d4e37afb75bff20cf29d3,S26,2,Contender,0.0,0.0,2.0,0.5,204.5,0.0,380.151,50.462,201.0,1470.543,11.592,3075.142,16.652,1.0
mushxie,mushxie,S26,8,Contender,0.875,1.0,0.25,2.625,288.125,33.929,277.75,55.666,428.125,1469.595,6.284,3097.191,25.068,0.625
ohayo-gosaimas,0820bf782e8d49938895baf2171a3f40,S26,9,Contender,1.667,0.556,1.111,2.667,439.889,69.048,438.565,49.936,458.222,1485.163,10.745,2687.342,23.016,0.333
xNerdyGamer,0e9799214c9b47b9abcd3220ab7056d9,S26,9,Contender,0.667,0.333,1.222,1.444,270.444,56.667,316.082,52.081,273.222,1439.04,8.198,3312.997,16.306,1.111
Evil twin,76561197976436270,S26,8,Contender,0.875,0.25,0.5,2.0,243.875,43.929,263.715,58.308,315.875,1301.749,4.393,3399.66,16.858,0.25
MysticMax07,MysticMax07,S26,10,Contender,0.9,0.3,1.4,2.8,336.7,27.5,305.083,53.076,437.0,1400.772,6.503,2969.288,20.619,0.4
Netoven1,bbf78490b03e49dc99b03d91596a8f7e,S26,5,Contender,0.6,1.0,0.6,3.0,302.6,20.0,231.235,57.559,267.6,1365.416,5.421,3016.546,21.068,0.8
R4p,76561198385604610,S26,8,Contender,0.25,0.625,1.125,1.25,267.5,18.75,361.576,59.386,663.75,1491.746,10.796,2871.829,22.322,1.375
Russ,76561198005557548,S26,8,Contender,0.25,0.5,1.0,2.125,235.125,7.692,299.781,54.952,410.125,1390.478,6.955,3320.098,19.242,0.25
Theman,76561198050934621,S26,13,Contender,1.077,0.385,1.0,2.308,317.769,43.883,344.927,50.383,474.769,1325.977,6.629,2868.243,21.595,0.462
bird and flowers,8249b30bc4404f1084e6148c771dfed7,S26,7,Contender,0.429,1.0,1.0,1.143,279.143,39.286,367.803,54.129,479.857,1507.108,13.669,3506.405,19.872,1.714
mmmmgoodtoastRLL,b02a159c0c584fb4a137a3eb6e3994dd,S26,13,Contender,1.077,1.231,0.923,2.462,381.385,43.59,370.646,47.574,513.308,1409.266,9.879,2780.58,23.731,1.154
sheluvtaco,3160aad122e142f0bb837fc4a9719c33,S26,14,Contender,1.643,0.143,1.643,3.357,502.929,52.275,362.009,49.777,343.857,1472.825,10.925,2838.927,16.402,0.571
vBoostedv,c1f0a1c6905d47f2b6e6f28bcff1933a,S26,13,Contender,0.385,0.692,1.308,1.308,261.538,35.385,293.04,52.729,397.231,1453.352,10.15,3344.612,18.073,1.154
BESTPICKEL446,BESTPICKEL446,S26,3,Contender,1.0,0.0,0.333,2.667,275.333,37.5,345.846,53.72,319.667,1410.59,7.145,2885.455,19.187,0.0
gunz,76561198257388378,S26,5,Contender,0.4,0.4,1.8,1.8,284.0,23.333,246.555,52.014,197.6,1291.965,5.94,3211.844,16.184,0.6
HuggingThor,HuggingThor,S26,8,Contender,0.5,0.25,1.125,1.625,255.75,22.222,397.514,50.793,576.875,1493.727,12.248,3005.367,21.349,1.375
IzumI._._.,11f6d6be498942a699e43f7eea9795df,S26,6,Contender,0.5,0.167,1.5,2.333,310.0,25.556,333.044,51.259,205.667,1422.675,8.672,3087.187,15.478,0.333
PenguinCCSRL,PenguinCCSRL,S26,2,Contender,0.5,0.0,1.0,0.5,198.0,100.0,376.88,45.465,397.0,1397.901,8.709,2817.627,16.932,0.0
frankieeagle,frankieeagle,S26,7,Contender,0.714,0.429,2.286,1.857,376.286,36.111,296.197,50.982,315.857,1421.138,8.474,2622.477,18.653,0.429
S horty,b716a9c847034aeaa0f6e7d4573562e8,S26,7,Contender,0.857,0.143,1.857,2.857,348.143,30.0,400.848,54.525,444.857,1486.048,11.486,3131.777,22.119,0.857
Tonini08,Tonini08,S26,7,Contender,0.429,0.286,1.429,1.714,345.0,23.673,292.103,51.381,447.571,1379.237,8.127,2617.334,23.481,1.0
batman,db07ab5ba7981d4e,S26,7,Contender,0.286,0.286,0.714,1.286,218.143,17.143,334.738,56.148,453.143,1443.979,10.213,3065.454,20.288,0.429
rinny_b0y,c03ee098fd954e18b3d7592237bb4b14,S26,3,Contender,0.333,0.667,1.333,2.667,355.667,12.5,319.902,57.128,528.0,1424.473,8.584,3146.674,14.963,0.667
Jdawg118159,Jdawg118159,S26,5,Contender,0.4,0.4,1.6,2.8,326.2,10.909,350.967,51.177,323.6,1510.68,12.739,3071.16,19.074,0.4
ACP-woozie,ACP-woozie,S26,5,Contender,0.4,0.2,2.0,2.0,314.6,21.905,359.398,50.631,473.4,1350.52,8.305,3183.091,17.23,0.2
ReaperXD97,2e9941bf4ecd4c8592619a08be489c8f,S26,6,Contender,0.833,0.167,0.333,2.5,290.5,36.111,351.907,47.613,371.833,1379.088,7.879,2977.53,20.454,1.167
pois6k,5ad56231c3934b96aeb945762b27f6bb,S26,6,Contender,0.667,0.5,1.667,2.167,401.833,36.25,330.573,50.481,410.667,1464.186,8.779,2811.539,22.386,1.0
LiTeS 0uT,LiTeS 0uT,S26,1,Contender,0.0,0.0,4.0,1.0,424.0,0.0,344.0,45.73,222.0,1337.0,4.558,3212.0,14.587,0.0
Magicmike2433,Magicmike2433,S26,3,Contender,0.0,0.333,1.667,1.0,280.333,0.0,301.266,53.735,178.667,1416.615,6.652,3059.291,15.488,1.0
Mortal Frenzy,3384556c4e314778bb055cfaeff11e1e,S26,2,Contender,0.0,0.5,1.0,1.5,234.0,0.0,334.635,52.749,692.5,1442.0,6.68,3013.644,26.332,0.5
Mr fih.,d79133989754469cbe361df8966e3918,S26,6,Amateur,0.5,0.0,1.0,1.833,259.667,18.182,420.461,51.801,403.167,1483.857,15.19,3119.126,16.182,0.667
Grey,76561198843043846,S26,4,Contender,0.5,0.5,0.25,1.5,218.0,33.333,291.536,54.774,454.5,1340.278,7.916,3373.801,25.436,0.75
AcX,76561198849845491,S26,9,Master,1.0,0.667,1.222,2.667,392.0,36.46,434.334,51.615,575.222,1575.066,16.595,2793.662,16.839,0.778
Colinn,76561198993089428,S26,2,Master,0.0,0.5,1.5,2.5,213.0,0.0,426.842,45.942,526.5,1601.629,19.451,2838.843,19.192,2.0
JoshuaNaoki,76561199001680849,S26,4,Master,0.75,0.5,2.5,3.5,473.5,22.917,399.389,47.308,610.0,1554.622,13.567,2963.663,20.071,1.5
Kaisaroh,76561198399313598,S26,9,Master,0.556,0.889,1.0,2.111,307.667,25.079,359.525,50.141,397.333,1491.854,12.612,3026.315,19.401,1.111
Lup,76561198274042320,S26,10,Master,0.8,0.5,2.0,3.8,419.4,21.905,388.221,51.075,627.5,1470.88,11.505,2890.477,23.046,0.3
Reported.,76561198983209543,S26,7,Master,0.714,1.0,2.143,3.286,444.286,22.078,420.608,52.07,673.143,1507.659,14.092,2950.563,20.622,1.143
SSpekky,76561198265037946,S26,11,Master,0.636,0.364,1.364,2.182,343.364,29.149,376.801,50.066,429.182,1529.707,11.369,3043.46,20.063,0.545
Xero,76561198113488676,S26,9,Master,0.889,0.222,0.889,2.111,298.111,42.857,363.053,53.211,509.889,1444.827,10.689,3094.124,18.872,0.889
rozi-,0b286b37a63645bba01582efb693aa79,S26,9,Master,0.111,0.556,1.556,2.333,293.778,5.556,449.935,51.683,492.111,1502.49,12.775,3087.316,18.608,1.667
Chadley,76561198985167078,S26,13,Master,0.769,0.308,1.308,3.231,359.692,23.077,474.751,49.048,858.0,1670.554,21.764,3015.864,23.443,1.846
DJDancingDuckGIF,c1d7d998cd2d4501acd28fb8a7d6217d,S26,14,Master,0.714,0.5,1.143,2.429,335.357,30.0,370.354,47.344,483.714,1563.278,13.055,3032.247,16.583,1.0
ImSouperGreat,63cd259f7edb442188c3059a2da869f4,S26,13,Master,0.923,1.154,1.846,2.462,426.615,38.478,388.924,53.23,547.077,1546.756,15.715,3101.745,20.908,1.385
LostTempyst,b1af2ae57b324fc09f04eee9e460bcc6,S26,7,Master,1.286,0.0,0.571,2.714,290.571,52.381,406.992,50.311,486.714,1583.974,15.771,3066.694,25.084,0.286
Meloaw,d7c35e83623b450d93f8db0ba2f90975,S26,14,Master,0.571,0.429,0.786,2.5,279.429,20.068,449.088,45.409,582.571,1554.504,17.293,2776.578,20.984,0.929
SmithRL.,4ef5fe96450e462ca25a8046b01ced65,S26,4,Master,0.75,1.25,1.0,3.5,450.75,30.0,450.913,47.065,668.5,1545.282,16.062,2672.935,20.385,0.75
Zippy,76561198981905189,S26,13,Master,0.923,0.538,1.385,2.538,415.231,35.804,400.2,49.311,740.154,1616.9,16.979,2950.546,23.973,3.0
nelz,76561198175632990,S26,14,Master,0.643,0.929,1.429,3.071,390.5,14.592,369.821,54.467,587.143,1509.544,15.773,2826.113,24.391,1.643
A Yapping Panda,c0ea6d8157c240d9b2acea3f4667c4bc,S26,5,Master,1.2,0.2,2.2,2.4,482.8,53.143,405.951,53.198,739.4,1591.832,18.622,3114.421,21.488,1.6
Darf01,76561198272414781,S26,6,Master,0.667,1.0,1.0,2.333,305.333,28.889,376.729,46.38,508.167,1493.214,14.316,2862.633,21.631,1.833
Everascense _L,3a7f4d82daa44513b51b75ca1508c694,S26,2,Master,1.0,0.5,1.0,4.0,448.0,25.0,445.316,47.978,800.0,1504.812,17.493,2710.012,19.687,1.5
JarrettD.,76561198344497204,S26,6,Master,1.0,1.0,2.0,3.0,478.667,31.25,500.999,49.905,826.5,1623.889,18.578,3063.887,21.073,2.833
Minty Moonifer,76561198839422767,S26,4,Master,0.25,0.5,1.5,1.5,246.75,12.5,415.381,48.032,612.75,1550.967,13.141,2984.886,24.121,1.75
Python,76561198799261985,S26,4,Master,0.5,1.0,0.75,2.25,312.0,16.667,333.778,46.445,429.5,1534.667,11.323,2979.528,19.044,0.0
R0cket,76561198245641736,S26,12,Master,0.75,1.833,1.5,2.583,465.417,34.59,423.672,46.746,807.75,1608.039,17.424,2868.545,22.659,1.667
Shune.,2bc5d5ff3fbb452a9d1412025a976ce1,S26,14,Master,0.643,0.786,1.786,2.714,401.071,23.929,425.448,47.597,597.714,1474.352,13.699,2841.98,18.909,1.286
Skulzy9,76561198278727140,S26,6,Master,1.0,0.333,0.833,3.167,346.5,27.564,394.637,50.103,604.333,1524.828,16.896,2969.688,19.378,1.333
Stormy Wormy.,8504ad413d8845279b353536b127eaa1,S26,3,Master,1.0,0.0,2.0,3.333,400.333,30.0,423.367,48.552,775.0,1587.764,17.838,3241.771,24.132,1.0
GrandPlat,76561198799710247,S26,6,Master,1.0,0.0,2.0,2.167,399.667,44.444,372.188,50.854,586.5,1425.165,11.533,2799.14,18.637,1.0
Jimbo,76561198057477823,S26,8,Master,0.75,0.75,1.875,3.25,408.875,23.135,444.985,44.707,706.125,1616.569,17.272,2838.012,23.593,1.5
Luminati7,76561198048392492,S26,5,Master,0.4,0.4,1.8,3.4,345.0,8.889,455.856,44.673,532.6,1625.86,20.583,3096.073,19.794,3.0
RobinPW,76561198880559919,S26,10,Master,0.8,0.3,1.9,2.3,381.4,36.308,428.436,49.435,441.4,1561.777,17.754,3031.658,18.782,1.6
Rzemb1e,76561199030449265,S26,5,Master,0.6,0.6,1.0,3.0,331.0,24.444,414.169,49.932,862.4,1521.082,14.305,2785.311,24.857,1.6
doggo,76561198797783521,S26,10,Master,0.5,0.9,0.9,2.8,338.6,14.196,312.332,52.412,518.9,1365.396,8.839,2798.426,24.664,0.7
