Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Yurrbo?,76561199060858549,S24,13,Elite,0.385,0.769,1.846,2.154,342.846,15.385,364.581,48.641,578.308,1507.592,12.679,3090.611,21.868,0.846
JustHere4SalCap,dd541a5aef1c46519040c78bd03a4f4e,S24,14,Elite,0.071,0.857,1.571,1.714,296.643,7.143,330.838,45.807,410.643,1458.441,9.486,2753.71,18.159,0.429
TyTy,76561198093424925,S24,31,Elite,0.645,0.645,1.387,2.29,332.129,29.065,315.842,45.189,419.452,1420.69,8.133,3025.168,19.459,0.387
6 lbs of Yeet,212c9e23f6b44e5d804cf816868b2367,S24,29,Elite,0.724,0.517,1.586,2.241,351.897,32.601,382.857,45.18,417.586,1502.623,11.241,3073.816,17.296,1.034
saltybikini,76561198984135418,S24,30,Elite,0.667,0.633,1.367,2.767,338.5,25.057,364.497,48.753,559.933,1514.05,12.939,2955.299,22.323,0.967
kj,76561198440809420,S24,4,Elite,1.0,0.0,1.5,2.75,346.5,36.364,444.349,47.214,519.0,1562.943,19.888,2773.849,19.699,1.5
Canadian Things,76561198166198878,S24,5,Elite,0.4,0.6,2.4,1.6,334.2,20.0,294.007,52.312,487.6,1402.222,6.15,2955.774,18.371,0.4
Paco,76561198990366775,S24,11,Elite,0.727,0.182,1.545,2.182,329.273,33.506,330.892,50.325,488.909,1499.419,10.304,3089.995,21.499,1.182
Tbrock,76561198305783934,S24,2,Elite,0.5,0.0,2.5,0.5,314.5,50.0,377.0,45.89,95.5,1510.0,12.074,2845.0,9.167,0.0
TangentOgive,bd4e190a61604840a40257f74ed2b6d9,S24,9,Elite,0.556,0.667,1.778,2.889,404.333,18.254,340.431,57.345,494.222,1475.041,12.495,2755.596,19.532,0.667
NFURY8,76561198131039274,S24,12,Elite,0.75,0.583,1.417,2.333,304.583,32.029,381.232,45.955,414.417,1461.105,11.685,3029.136,18.327,0.667
Juice_loffi,Juice_loffi,S24,7,Elite,0.0,0.714,1.857,1.714,244.0,0.0,389.505,44.301,372.0,1478.066,10.606,2921.656,18.65,1.0
FlopMode.,208f9dd3f41742489a855bb071c32d4f,S24,4,Elite,1.75,0.25,2.5,3.25,529.5,53.846,362.582,53.001,514.25,1516.626,12.892,2858.99,18.181,2.0
DribblingPenguin,76561198283234467,S24,18,Elite,0.833,0.667,1.889,2.722,404.889,27.643,402.647,46.26,418.167,1510.303,13.179,3051.46,19.075,0.5
SmyrnaRL,5f35ab4f63d242f1b38392412844e5b9,S24,4,Elite,0.25,0.0,1.25,3.0,256.25,6.25,430.818,48.675,806.75,1612.735,17.211,2784.744,21.257,1.25
Rick0810,89d2a1abfc4040dfab89e24d5c0e21d9,S24,18,Elite,0.889,0.611,1.833,3.167,408.778,27.584,386.824,48.537,589.611,1497.253,12.574,3046.418,19.251,1.056
LC Spirit,76561198337353549,S24,24,Elite,0.75,0.542,1.833,2.833,405.208,27.544,349.436,48.536,562.125,1438.615,8.349,2830.999,20.486,1.042
TheRealCletusy,08f90f61ba394d89af7ae2c74960f26e,S24,4,Elite,0.75,0.5,0.5,1.75,273.5,42.857,424.431,50.329,563.5,1626.034,17.864,3017.384,21.729,1.0
tjdubya21,03ea922a50b84e4688bf741eceed18c8,S24,10,Elite,0.7,0.9,0.4,1.9,258.3,58.0,411.428,46.722,432.3,1599.25,14.882,2994.31,18.443,1.7
J.,76561198890426742,S24,1,Elite,0.0,1.0,2.0,3.0,284.0,0.0,400.0,36.49,207.0,1542.0,12.259,2899.0,21.072,2.0
drkmist,ba495419fb234191bd6dd35509770b3a,S24,3,Elite,0.667,1.0,2.333,2.0,447.667,33.333,440.995,48.864,324.333,1615.64,16.951,3219.797,18.376,0.333
Golden4789,e6137d6a3e444ca89816d18a1ef4bfaf,S24,4,Elite,0.5,0.75,1.25,1.75,312.75,28.571,333.068,40.447,365.5,1435.907,10.515,2856.89,16.831,0.5
Tinsel,76561198395631967,S24,5,Elite,1.0,0.8,2.0,2.2,421.4,50.0,374.414,46.185,493.4,1564.507,13.554,3025.366,24.428,0.0
duck-rl,c9db903450934847969eada874a88e4f,S24,4,Elite,1.0,0.75,1.0,2.0,321.25,50.0,398.313,44.827,597.0,1549.146,12.628,2929.195,23.835,2.0
Alfredo,76561198115042236,S24,34,Challenger,0.735,0.324,1.265,2.441,320.471,28.136,339.921,56.901,422.882,1425.599,9.56,3074.818,18.867,0.559
B0A._.,7906ff5b296c4162bd4c05052c3b63fb,S24,47,Challenger,0.489,0.426,0.936,1.766,264.149,28.831,363.146,54.204,401.553,1484.808,9.761,3019.248,17.367,0.915
FlyDRCar,76561198346204988,S24,34,Challenger,1.088,0.353,1.0,2.853,353.412,33.686,344.545,47.322,501.0,1477.725,11.606,2947.737,23.959,1.118
HalfieHour,76561198107781290,S24,52,Challenger,1.077,0.519,1.519,2.846,403.365,38.782,323.677,50.84,489.731,1377.938,6.434,2850.215,21.319,0.75
LedTasso,76561199067154794,S24,60,Challenger,0.817,0.667,0.967,2.533,330.783,31.818,328.474,47.946,424.017,1462.218,7.515,2890.495,22.704,1.35
Washyymann,5c83894f9478432e80dd109049b2dcea,S24,25,Challenger,1.12,0.84,0.84,2.72,369.72,40.971,414.648,52.301,488.96,1535.992,13.246,2956.607,20.865,1.4
Zone Killa,9dfa38bf97f9442997b464ea869eb96a,S24,47,Challenger,0.979,0.532,1.532,2.149,386.383,42.725,375.839,52.192,487.745,1486.704,10.085,3027.414,19.811,0.915
Meta.RL-,f9f69c69c2f14167aae9d9053f4ed91a,S24,52,Challenger,1.019,0.538,1.058,2.712,362.942,38.538,431.686,47.254,519.462,1528.552,12.787,2854.368,21.898,1.135
FerrisCrueller,cde68e3eae2c4cd69a40809815dc3fe6,S24,51,Challenger,0.765,0.725,1.02,2.02,322.529,36.667,373.898,49.881,426.941,1424.069,8.763,3183.844,19.71,0.745
IlLuSiOnChAoS,7f5af1320e7540f29c62999b7056d744,S24,34,Challenger,0.559,0.382,1.382,2.059,303.735,26.575,316.168,50.658,337.676,1473.797,9.021,2997.17,19.51,0.618
Merioch,76561198031667617,S24,59,Challenger,0.678,0.576,1.475,2.254,336.305,28.084,288.372,52.048,385.593,1390.862,7.267,3230.025,19.893,1.017
SardonicOx,b59375177dbd4d0aa30d58bc10f28363,S24,13,Challenger,0.462,0.308,1.385,1.923,253.769,18.205,304.889,51.187,339.231,1338.09,5.85,3122.238,17.507,0.462
TDogPlayz,652d57b634bd4273af81bcc6b464bc20,S24,50,Challenger,0.74,0.32,1.6,1.92,335.66,41.707,398.325,46.27,466.0,1493.282,11.779,2814.445,19.566,1.3
ZenitramX-_-,ZenitramX-_-,S24,4,Challenger,0.25,0.25,1.0,1.0,214.75,25.0,454.257,45.036,454.75,1571.28,16.32,3069.708,21.868,0.75
ADV3RSE.,d19b9e3815164d75bbf2d9b95a7a1544,S24,58,Challenger,0.931,0.603,1.207,3.207,367.103,29.043,392.911,50.004,462.793,1526.316,15.392,2924.101,20.83,0.828
Crucified6856,76561198182091847,S24,53,Challenger,0.981,0.509,1.34,3.189,404.83,30.981,373.221,48.836,378.283,1471.529,10.667,2748.983,19.639,0.736
DLG_ToxicRatTrap,1aa74778db664941be3846439c0a85f9,S24,41,Challenger,0.463,0.732,0.854,2.39,309.073,20.291,376.808,50.737,484.366,1509.015,12.832,3040.223,21.165,0.585
Korrello,9e3055d64442427fbf3258ad4c0d5682,S24,30,Challenger,0.8,0.467,1.133,1.967,282.433,37.825,287.915,52.126,356.133,1420.995,7.765,3454.956,17.149,0.767
Mick,76561199006211966,S24,56,Challenger,0.929,0.554,0.893,2.625,331.304,36.217,350.274,49.203,405.321,1531.505,12.197,3124.493,20.968,1.054
