Player,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
nate,S17,3,8Contender,1.333,0.333,2.667,3.0,470.667,44.444,383.914,51.784,604.333,1617.768,20.236,3744.109,24.315,2.333
pacman,S17,3,8Contender,0.667,0.667,0.667,1.0,253.333,66.667,366.719,52.274,515.333,1519.295,11.048,2886.626,18.224,0.333
reserentflyer5,S17,3,8Contender,0.333,0.0,0.667,2.333,206.0,14.286,295.257,51.83,515.667,1455.788,10.139,3282.777,22.978,0.667
rwalls516r,S17,3,8Contender,0.667,0.333,1.0,2.667,314.333,25.0,406.116,47.715,388.333,1500.042,11.986,3489.6,20.889,0.333
B1scuit_Murder,S17,12,8Contender,1.0,0.667,1.083,2.417,355.083,40.079,284.717,58.378,286.75,1345.632,6.866,2838.338,17.647,0.333
OG_Cuddles_,S17,15,8Contender,0.533,0.6,0.667,1.867,276.867,32.487,329.911,49.321,364.0,1383.787,7.915,3323.176,18.506,1.0
deneyed,S17,16,8Contender,1.188,0.625,1.062,2.562,377.938,47.956,361.385,51.678,552.438,1412.371,8.181,3057.361,20.15,0.875
prestondew00,S17,5,8Contender,2.4,0.4,0.8,4.6,491.8,48.929,350.96,53.905,401.4,1592.438,16.889,3541.628,23.489,1.2
IlLuSiOnChAoS,S17,6,8Contender,0.167,0.333,1.0,0.833,201.167,13.333,291.622,54.407,316.5,1473.592,8.843,3272.535,20.024,0.667
Sugar_Biscuit20,S17,9,8Contender,0.889,0.556,1.111,2.222,331.889,50.37,348.986,55.265,381.222,1488.767,10.668,3152.876,18.516,1.0
TechFour,S17,10,8Contender,0.7,0.7,0.9,2.3,309.6,30.0,308.33,53.635,532.4,1433.868,8.443,3213.32,24.142,0.9
shadic148,S17,11,8Contender,0.909,0.364,1.091,3.182,367.636,30.815,358.445,46.841,615.909,1411.07,9.632,2743.658,23.387,0.545
DrizzyDaDizzy,S17,6,8Contender,0.5,0.833,1.0,1.5,298.0,28.571,376.154,51.086,371.5,1534.36,15.526,2867.588,18.927,0.667
Dynasty4275,S17,8,8Contender,0.625,0.5,1.5,2.125,364.0,29.167,275.409,46.193,307.125,1371.824,5.913,2666.341,17.341,0.25
NinnaHatake,S17,6,8Contender,0.333,0.333,0.667,1.833,202.0,14.815,321.443,51.365,376.5,1409.694,9.137,3294.007,17.482,0.833
Shark06,S17,8,8Contender,0.625,0.375,1.5,2.25,324.0,30.0,357.595,46.903,391.125,1398.183,9.294,2960.917,19.93,0.125
Kenzius22,S17,7,8Contender,0.857,0.286,0.714,2.0,279.143,42.857,269.098,55.498,335.571,1343.326,5.858,2885.453,18.509,0.286
Angry-Hermit,S17,4,8Contender,0.5,0.0,0.5,1.5,184.5,33.333,335.21,41.229,496.75,1476.248,11.094,2901.849,20.514,0.5
BUCKRING,S17,8,8Contender,0.75,0.5,1.375,2.5,368.25,32.967,308.881,54.345,389.75,1375.1,6.819,2818.502,18.853,0.5
brillo_padd,S17,8,8Contender,1.625,0.75,0.75,2.25,394.75,79.87,306.426,58.155,629.75,1424.848,7.56,2757.173,24.681,0.75
DEADLYFEET1001,S17,4,8Contender,0.5,0.5,1.75,3.0,342.25,16.667,378.579,40.041,557.5,1467.508,11.09,2992.113,20.024,1.0
ChadGPT,S17,12,7Prospect,1.5,0.417,1.667,3.0,458.333,52.904,308.479,51.067,451.417,1422.351,8.161,3282.038,19.01,0.667
Countrywolfz,S17,4,7Prospect,1.5,0.75,0.25,3.0,420.5,50.0,333.45,50.524,424.5,1431.853,8.748,2904.984,19.502,0.75
El_Macho,S17,7,7Prospect,0.286,0.429,1.286,1.0,242.0,28.571,344.777,49.134,391.857,1419.27,9.33,3476.452,17.954,0.429
InsaneFox05,S17,8,7Prospect,0.875,0.375,0.5,2.125,284.625,43.182,351.022,52.433,498.0,1464.085,10.015,3365.648,16.614,1.125
ShadowC081,S17,3,7Prospect,1.0,0.667,0.667,2.667,286.667,51.111,350.822,57.569,486.0,1432.8,11.883,3353.94,20.116,1.0
StickisBad,S17,4,7Prospect,1.0,1.0,1.0,3.0,411.0,33.333,295.773,57.324,496.75,1367.524,7.839,3068.8,20.377,0.5
YadiCraft,S17,4,7Prospect,0.0,0.25,0.75,1.0,188.0,0.0,338.557,51.711,595.0,1429.198,9.53,3161.941,20.92,1.25
I.R.O.H.,S17,11,7Prospect,0.545,0.545,1.545,2.818,349.091,21.212,423.423,53.493,711.182,1540.551,14.719,2902.57,22.431,1.091
IAmTheMostHumble,S17,1,7Prospect,2.0,0.0,6.0,9.0,986.0,22.222,431.0,44.55,1382.0,1552.0,14.06,3108.0,21.032,5.0
MICKSTERY,S17,4,7Prospect,0.0,0.5,1.0,2.5,281.25,0.0,303.2,53.231,574.25,1464.738,9.802,3277.515,16.989,1.0
MeOnDisplay,S17,10,7Prospect,0.6,0.3,1.0,2.1,279.4,27.667,338.096,53.372,561.7,1419.04,6.967,3343.742,16.252,1.1
RoseFanatic3615,S17,3,7Prospect,0.667,0.0,1.333,2.0,289.333,33.333,348.223,43.145,618.667,1419.498,8.782,3091.884,25.763,0.333
Sup3rm4n,S17,2,7Prospect,0.0,0.0,1.0,1.0,199.0,0.0,312.898,41.453,320.0,1450.978,7.191,3076.106,20.194,1.5
anth0tex,S17,4,7Prospect,0.5,0.0,1.5,3.25,377.75,15.385,337.368,41.364,393.0,1427.299,6.562,2919.809,17.525,0.5
kamikaze7200,S17,5,7Prospect,1.2,0.4,2.4,3.2,501.2,40.0,281.405,53.38,381.4,1385.81,7.259,3065.461,16.593,0.2
Beanie_92,S17,15,7Prospect,0.6,0.467,1.067,2.6,315.467,21.111,306.347,49.328,411.867,1468.031,12.918,3227.966,19.787,1.067
Novarchite,S17,18,7Prospect,0.667,0.222,1.444,2.056,300.722,30.917,328.255,47.775,323.389,1440.536,10.231,3352.577,16.106,0.389
Pokeninja77,S17,19,7Prospect,0.421,0.316,1.474,2.368,292.579,16.667,393.198,50.396,396.895,1460.548,12.159,3149.62,16.603,0.737
Smitty,S17,4,7Prospect,1.0,0.5,1.75,3.0,372.5,33.333,352.043,46.64,343.75,1435.987,7.668,3122.287,22.027,1.0
YourEvilTwin,S17,8,7Prospect,0.75,1.0,1.0,2.875,337.125,25.385,408.584,44.499,559.125,1471.41,10.336,3157.109,25.655,4.625
pinkpepper13,S17,12,7Prospect,0.5,0.25,1.417,2.0,299.167,25.926,270.117,45.476,321.417,1395.575,7.595,3046.328,19.974,0.417
GTU Ewoo,S17,4,7Prospect,0.5,0.0,1.25,3.5,278.25,14.286,382.386,50.786,593.75,1524.897,14.795,2912.942,26.567,1.75
Galatiq,S17,4,7Prospect,0.75,0.0,2.0,2.0,313.0,37.5,433.34,52.423,332.0,1480.091,10.81,3263.121,14.093,1.75
NV_3e00,S17,4,7Prospect,0.25,0.25,1.5,2.0,270.75,12.5,408.792,49.98,262.25,1543.971,15.077,3085.146,18.082,1.75
PolrBear <3,S17,2,7Prospect,0.0,0.0,1.0,0.5,154.5,0.0,272.5,44.485,352.5,1303.5,5.134,2935.0,16.014,0.0
Quaza GS,S17,8,7Prospect,0.75,0.25,1.0,2.125,301.875,34.028,395.116,51.768,536.375,1473.023,11.49,2931.961,21.342,0.75
TV_ImpactReapz,S17,4,7Prospect,0.0,0.25,2.0,1.0,273.25,0.0,313.008,43.909,400.25,1372.345,7.253,3221.07,18.39,0.25
thatBUGZBUNNY,S17,7,7Prospect,0.429,0.857,0.857,2.143,292.857,23.81,349.332,47.712,289.571,1411.48,7.86,2975.358,17.545,0.286
DEEJAY,S17,4,7Prospect,0.75,0.0,0.5,2.25,264.25,33.333,359.917,55.239,448.25,1516.173,10.62,3061.273,18.041,0.0
Mr Luyee,S17,8,7Prospect,0.125,0.375,1.125,1.875,224.625,6.25,302.254,56.84,277.75,1468.436,7.482,3144.76,17.701,0.5
TTV BLUNTKNG,S17,8,7Prospect,0.25,0.375,1.0,2.75,252.125,6.25,331.181,51.549,387.125,1471.971,11.915,3033.671,20.624,0.375
tlee2121,S17,6,7Prospect,0.333,0.167,1.5,2.167,276.667,22.222,330.598,46.865,339.333,1407.856,8.443,2826.274,18.305,1.0
Ary,S17,4,7Prospect,0.75,0.75,1.5,3.5,384.75,21.429,413.347,44.01,714.0,1524.618,13.399,2912.008,23.806,1.0
Benjamen W.,S17,8,7Prospect,0.5,0.25,1.125,1.75,267.75,26.667,385.151,49.334,426.5,1446.717,10.376,3210.424,17.335,0.625
HappyTurtle,S17,4,7Prospect,0.25,1.0,1.0,3.25,322.25,7.692,450.393,44.747,581.5,1547.215,12.491,3268.94,20.628,0.0
Ole.Mr.Bison.,S17,12,7Prospect,0.417,0.583,1.417,1.917,271.333,24.167,305.338,49.999,396.417,1433.109,8.647,3544.988,18.582,0.917
Vires,S17,12,7Prospect,0.833,0.5,1.917,2.5,383.833,32.929,354.409,49.08,348.917,1440.069,8.97,3001.8,16.702,0.833
Whiite Bear,S17,12,7Prospect,0.75,0.667,1.5,2.25,338.667,34.091,313.414,51.978,427.833,1441.891,10.03,3162.934,17.233,0.917
Biscuitking18,S17,4,7Prospect,0.75,0.75,1.5,3.0,365.75,25.0,390.262,49.847,421.5,1471.82,11.245,3004.387,22.612,0.25
Covi,S17,8,7Prospect,1.25,0.0,1.875,2.75,432.25,45.0,323.599,54.291,483.875,1388.701,8.086,3141.16,18.756,1.125
Engy,S17,4,7Prospect,0.25,0.5,2.0,1.5,317.0,10.0,321.248,54.755,342.25,1425.926,10.656,3108.401,15.326,0.75
MysticMax07,S17,4,7Prospect,1.0,0.25,1.5,3.25,359.75,30.769,289.732,47.949,328.5,1435.697,6.716,3130.364,17.885,0.0
Salvation,S17,8,7Prospect,0.375,0.375,1.375,2.0,262.875,15.0,259.977,48.985,305.125,1393.402,5.969,3242.223,14.321,0.125
Subj3ct,S17,4,7Prospect,0.75,0.75,1.0,2.5,267.5,37.5,239.921,53.142,245.75,1255.938,2.973,3427.677,14.205,0.75
sand D,S17,2,7Prospect,1.0,0.5,0.5,5.0,306.5,20.0,382.416,54.741,523.5,1537.141,15.467,3128.309,27.761,1.0
xXBlindBeastXx,S17,2,7Prospect,1.0,0.5,1.5,3.0,330.5,33.333,416.916,53.429,608.0,1438.841,9.764,2980.588,22.665,0.5
AwesomeBillFromDawsonville,S17,6,7Prospect,0.833,0.5,2.0,3.5,394.333,23.636,355.401,47.408,308.333,1480.221,11.936,3394.909,19.318,0.333
Paralysis_,S17,6,7Prospect,0.833,0.167,0.5,2.0,254.667,41.429,350.878,47.08,587.167,1415.765,7.648,2826.908,28.498,1.167
Shogun,S17,3,7Prospect,0.333,0.667,1.333,2.333,286.667,14.286,345.413,62.614,550.333,1454.89,9.514,3294.077,26.264,1.0
TrexReaper,S17,3,7Prospect,0.667,0.0,2.333,1.333,354.667,50.0,286.14,61.006,386.0,1430.89,8.556,3265.167,22.728,0.667
AveX InceptionZ,S17,3,7Prospect,0.333,0.667,0.667,1.333,220.667,25.0,340.032,55.319,517.667,1431.833,9.734,3402.199,19.434,1.667
Citrus Stoned,S17,12,7Prospect,0.917,0.667,1.5,2.583,386.583,35.926,290.604,52.829,361.25,1414.388,7.974,3105.181,17.416,0.583
DefNotMongo.,S17,4,7Prospect,0.5,0.0,0.5,2.5,206.5,20.0,271.923,53.003,474.0,1397.284,5.778,3165.22,22.241,0.75
Pinilla,S17,12,7Prospect,0.833,0.667,1.5,2.667,374.167,32.222,301.748,50.305,561.417,1423.518,6.883,3030.482,20.976,0.583
SpookieRL,S17,4,7Prospect,1.25,1.0,1.25,2.75,425.25,45.455,339.398,54.781,412.25,1427.072,8.672,3026.965,16.372,0.25
j5nhanna,S17,4,7Prospect,0.0,0.5,1.0,1.0,188.0,0.0,276.225,49.276,518.25,1420.939,7.296,3211.198,22.854,0.25
R00K46,S17,8,7Prospect,0.5,0.5,1.0,1.625,273.875,36.111,336.759,46.422,440.5,1418.005,7.476,2898.19,19.456,0.625
Sohl,S17,8,7Prospect,1.0,0.125,0.875,2.375,319.875,41.477,293.418,46.077,477.375,1390.302,6.047,2960.441,19.97,0.5
Trav,S17,8,7Prospect,0.375,0.5,1.0,2.25,242.25,16.25,405.059,53.803,639.625,1546.601,14.343,3219.268,23.626,2.0
ewookami,S17,3,7Prospect,1.0,0.333,0.333,3.0,276.0,33.333,389.032,43.781,574.667,1450.717,10.302,2661.974,23.142,1.333
CoryDrav3n,S17,4,7Prospect,1.0,0.75,1.0,2.75,410.0,36.364,372.727,53.439,604.25,1482.704,14.939,2880.086,21.583,2.75
DgitlSickBoy,S17,2,7Prospect,1.5,0.0,0.5,3.5,338.5,42.857,239.244,52.609,327.0,1313.515,5.415,3096.513,18.462,1.5
Bobby Dangler.,S17,8,7Prospect,1.0,0.375,1.0,3.0,347.0,32.168,318.387,51.915,559.125,1354.124,7.187,3124.804,19.074,1.125
Santa Turtle,S17,7,7Prospect,1.286,0.857,1.286,3.286,434.286,39.231,311.826,52.855,553.286,1409.748,7.224,2994.385,22.881,0.571
CaliChromatic,S17,4,7Prospect,0.75,0.25,2.25,2.5,439.25,30.0,336.612,53.618,302.0,1476.859,9.919,3267.428,18.108,0.0
GTU synbre,S17,4,7Prospect,1.25,0.5,1.5,2.0,380.5,62.5,359.22,52.471,224.25,1426.621,10.895,3075.561,17.039,0.75
renightly,S17,4,7Prospect,0.75,1.0,0.75,1.75,279.5,42.857,260.291,41.94,296.25,1364.848,6.401,2963.139,19.153,0.75
Tazlien,S17,4,7Prospect,0.5,0.25,0.75,4.0,312.25,12.5,375.453,56.826,562.0,1421.044,9.277,3214.501,21.08,1.0
Theman,S17,4,7Prospect,0.25,0.5,2.25,2.75,404.5,9.091,365.262,51.329,476.5,1370.458,8.031,3056.981,16.176,0.25
DrivingWebster,S17,1,7Prospect,0.0,1.0,1.0,2.0,226.0,0.0,272.0,47.66,397.0,1460.0,7.052,3391.0,22.566,1.0
ImLurkinn,S17,4,7Prospect,1.5,0.5,1.5,3.0,488.0,50.0,357.017,50.217,538.25,1505.432,16.148,3261.416,19.912,1.0
SniperWarrior007,S17,4,7Prospect,0.5,0.75,1.0,3.25,330.5,15.385,429.204,59.435,620.0,1501.44,13.807,2833.36,20.65,1.0
Vortex3524,S17,3,7Prospect,0.333,0.333,1.667,2.333,322.667,14.286,222.067,52.553,195.333,1377.111,4.278,3096.349,18.187,0.333
Cagehead_Ry,S17,4,7Prospect,0.5,0.0,1.75,2.75,304.25,18.182,437.833,48.777,327.0,1444.777,10.454,2912.997,15.293,0.25
SheLuvsTaco-_,S17,4,7Prospect,0.75,0.5,3.0,2.25,492.75,33.333,346.279,49.521,441.25,1459.128,11.272,3074.833,19.068,0.75
Cpt Jon Smith,S17,16,6Challenger,1.125,0.75,1.312,2.75,395.438,40.917,370.515,52.086,583.125,1455.696,9.929,2694.992,24.554,0.625
EthiKohl,S17,16,6Challenger,0.688,0.25,1.312,1.625,297.938,37.292,284.166,48.158,373.938,1430.307,6.958,2901.103,17.502,1.0
TGunn05,S17,8,6Challenger,1.875,0.5,1.5,5.0,494.125,37.626,349.43,49.414,470.375,1443.963,8.592,3145.657,21.286,0.75
TheNio,S17,7,6Challenger,0.714,0.429,0.857,2.286,307.429,31.429,407.262,48.988,481.571,1520.218,12.104,3358.556,22.531,1.571
Then000bster,S17,8,6Challenger,0.75,1.0,0.75,3.0,337.375,22.222,370.654,49.289,554.375,1398.072,9.362,3109.44,19.87,1.625
VickyViksta,S17,14,6Challenger,0.5,0.357,1.143,1.857,269.857,23.724,288.346,46.856,399.5,1340.499,5.777,3183.713,17.418,1.0
notZ0HAN,S17,1,6Challenger,1.0,1.0,2.0,4.0,404.0,25.0,322.0,51.45,650.0,1351.0,6.613,3186.0,16.424,1.0
zetsubo-teki,S17,2,6Challenger,1.0,1.5,2.0,2.5,465.0,25.0,304.5,47.445,197.0,1458.0,10.137,3094.0,11.327,1.0
BasicNP,S17,12,6Challenger,0.833,0.583,1.083,2.667,347.667,30.808,435.701,42.176,729.667,1575.418,13.273,2856.888,24.221,0.5
D_rowzz_ttv,S17,16,6Challenger,0.938,0.625,0.438,2.688,313.062,37.89,417.229,49.054,432.062,1620.674,15.829,3150.416,20.445,0.875
Fryder,S17,7,6Challenger,0.571,0.571,1.143,2.429,298.429,22.421,295.448,49.843,338.571,1375.195,4.928,2866.193,18.481,0.0
Natefrog02,S17,16,6Challenger,1.188,0.812,1.375,3.562,417.75,33.681,368.808,49.962,513.0,1526.43,11.219,2904.523,23.278,1.25
Primed,S17,7,6Challenger,0.857,0.143,1.143,2.429,313.857,35.51,319.463,47.674,351.0,1426.397,6.205,2908.602,19.722,0.714
ShazamPoof,S17,3,6Challenger,0.333,0.0,1.0,1.333,232.333,25.0,289.419,49.589,466.0,1442.182,9.187,3283.106,19.404,1.0
blindvisionary,S17,7,6Challenger,0.429,0.714,1.286,1.429,265.0,35.714,343.517,45.548,421.286,1466.092,10.028,2976.856,20.608,1.286
1999 Toyota Camry,S17,7,6Challenger,0.571,0.286,1.571,1.857,300.429,37.013,314.186,46.335,477.429,1484.713,9.131,3162.425,20.011,1.429
